name	source	offset
S2C_TONG_BROADCAST_MESSAGE	JX3LogicEditOperation_net_strings.txt	0x00774420
S2C_TONG_BROADCAST_MESSAGE	JX3LogicEditOperation_net_strings.txt	0x00774480
S2C_TONG_BROADCAST_MESSAGE	JX3LogicEditOperation_net_strings.txt	0x007744E0
S2C_TONG_BROADCAST_MESSAGE	JX3LogicEditOperation_net_strings.txt	0x00774550
S2C_TONG_BROADCAST_MESSAGE	JX3LogicEditOperation_net_strings.txt	0x007745B0
S2C_TONG_BROADCAST_MESSAGE	JX3LogicEditOperation_net_strings.txt	0x00774610
S2C_TONG_BROADCAST_MESSAGE	JX3LogicEditOperation_net_strings.txt	0x00774690
S2C_TONG_BROADCAST_MESSAGE	JX3LogicEditOperation_net_strings.txt	0x00774700
S2C_TONG_BROADCAST_MESSAGE	JX3LogicEditOperation_net_strings.txt	0x00774758
S2C_TONG_BROADCAST_MESSAGE	JX3LogicEditOperation_net_strings.txt	0x007747A0
S2C_UPDATE_PLAYER_PROFESSION	JX3ClientX64_exe_net_strings.txt	0x007C15C0
S2C_UPDATE_PLAYER_PROFESSION	JX3LogicEditOperation_net_strings.txt	0x007726E0
S2C_VIDEO_PACKAGE	JX3ClientX64_exe_net_strings.txt	0x00821028
S2C_VIDEO_PACKAGE	JX3LogicEditOperation_net_strings.txt	0x007A85C8
SS2C_APPLY_ROLE_ONLINE_FLAG_RESPOND	JX3ClientX64_exe_net_strings.txt	0x00829FB0
SS2C_APPLY_ROLE_ONLINE_FLAG_RESPOND	JX3LogicEditOperation_net_strings.txt	0x007A29D0
