source	offset	encoding	text
JX3ClientX64_exe_net_strings.txt	0x007FA148	ascii	KScriptFuncList::LuaCastSkill
JX3ClientX64_exe_net_strings.txt	0x007FA1A8	ascii	KScriptFuncList::LuaCastSkillXYZ
JX3ClientX64_exe_net_strings.txt	0x007FA608	ascii	dwCoolDownID
JX3ClientX64_exe_net_strings.txt	0x007FA728	ascii	g_pSO3World->m_VideoManager.m_VideoReplayer.m_bWorkFlag
JX3ClientX64_exe_net_strings.txt	0x007FA7F0	ascii	KScriptFuncList::LuaGetItemCoolDown
JX3ClientX64_exe_net_strings.txt	0x007FD478	ascii	KScriptFuncList::LuaGetAllBFPlayerTeamGroupID
JX3ClientX64_exe_net_strings.txt	0x00803EE8	ascii	CooldownID
JX3ClientX64_exe_net_strings.txt	0x00805410	ascii	AuctionNormalLookupCoolDownID
JX3ClientX64_exe_net_strings.txt	0x00805430	ascii	AuctionPriceLookupCoolDownID
JX3ClientX64_exe_net_strings.txt	0x00805450	ascii	AuctionDetailLookupCoolDownID
JX3ClientX64_exe_net_strings.txt	0x00805470	ascii	AuctionSellLookupCoolDownID
JX3ClientX64_exe_net_strings.txt	0x00805490	ascii	AuctionAvgPriceLookupCoolDownID
JX3ClientX64_exe_net_strings.txt	0x008054B0	ascii	AuctionGMAvgLookupCoolDownID
JX3ClientX64_exe_net_strings.txt	0x008054D0	ascii	AuctionGMNormalCoolDownID
JX3ClientX64_exe_net_strings.txt	0x008054F0	ascii	AuctionGMPriceLookupCoolDownID
JX3ClientX64_exe_net_strings.txt	0x00805510	ascii	AuctionBidCoolDownID
JX3ClientX64_exe_net_strings.txt	0x00805BE8	ascii	ApplyFellowshipPushListCoolDownID
JX3ClientX64_exe_net_strings.txt	0x00805D10	ascii	SetNameCardSkinCoolDownID
JX3ClientX64_exe_net_strings.txt	0x008062E0	ascii	SceneChannelCoolDownID
JX3ClientX64_exe_net_strings.txt	0x008062F8	ascii	WorldChannelCoolDownID
JX3ClientX64_exe_net_strings.txt	0x00806310	ascii	ForceChannelCoolDownID
JX3ClientX64_exe_net_strings.txt	0x00806328	ascii	CampChannelCoolDownID
JX3ClientX64_exe_net_strings.txt	0x00806340	ascii	MentorChannelCoolDownID
JX3ClientX64_exe_net_strings.txt	0x00806358	ascii	FriendsChannelCoolDownID
JX3ClientX64_exe_net_strings.txt	0x00806378	ascii	IdentityChannelCoolDownID
JX3ClientX64_exe_net_strings.txt	0x00806398	ascii	NearbyChannelCoolDownID
JX3ClientX64_exe_net_strings.txt	0x008063B0	ascii	ApplyThreatRankListCoolDownID
JX3ClientX64_exe_net_strings.txt	0x00806520	ascii	CallScriptCoolDownID
JX3ClientX64_exe_net_strings.txt	0x00807D30	ascii	GetRestoreListCoolDownTime
JX3ClientX64_exe_net_strings.txt	0x00809408	ascii	dwCoolDownID > 0
JX3ClientX64_exe_net_strings.txt	0x0080C3D8	ascii	SkillCastFlag
JX3ClientX64_exe_net_strings.txt	0x0080C3E8	ascii	nRetCode && "Get SkillCastFlag"
JX3ClientX64_exe_net_strings.txt	0x0080EE08	ascii	KSkillManager::LoadSkillCastDependencies
JX3ClientX64_exe_net_strings.txt	0x0080EF40	ascii	CoolDownAdd%d
JX3ClientX64_exe_net_strings.txt	0x0080F4F0	ascii	pbCanCastSkill
JX3ClientX64_exe_net_strings.txt	0x0080F710	ascii	bCanCastSkill
JX3ClientX64_exe_net_strings.txt	0x0080FA48	ascii	dwSkillCastFlag
JX3ClientX64_exe_net_strings.txt	0x00813090	ascii	KPlayerDamageStat::AddData
JX3ClientX64_exe_net_strings.txt	0x008130B0	ascii	pSkillResult
JX3ClientX64_exe_net_strings.txt	0x00813110	ascii	KPlayerDamageStat::QueryPlayerData
JX3ClientX64_exe_net_strings.txt	0x00813138	ascii	KPlayerDamageStat::QueryNpcData
JX3ClientX64_exe_net_strings.txt	0x00813158	ascii	KPlayerDamageStat::QueryReceiveData
JX3ClientX64_exe_net_strings.txt	0x00813180	ascii	KPlayerDamageStat::QuerySkillData
JX3ClientX64_exe_net_strings.txt	0x008131A8	ascii	KPlayerDamageStat::StatSkillData
JX3ClientX64_exe_net_strings.txt	0x008131D0	ascii	KPlayerDamageStat::SetupPVEStatParam
JX3ClientX64_exe_net_strings.txt	0x008132A0	ascii	KPlayerDamageStat::ReportPVEStat
JX3ClientX64_exe_net_strings.txt	0x00813450	ascii	KPlayerDamageStat::Update
JX3ClientX64_exe_net_strings.txt	0x00813470	ascii	KPlayerDamageStat::TeammateIn
JX3ClientX64_exe_net_strings.txt	0x00813490	ascii	KPlayerDamageStat::CheckSrcAndDst
JX3ClientX64_exe_net_strings.txt	0x00820190	ascii	KVideoReplayer::ProcessReplayData
JX3ClientX64_exe_net_strings.txt	0x008202C8	ascii	KVideoReplayer::ProcessReplayHeaderData
JX3ClientX64_exe_net_strings.txt	0x00820330	ascii	KVideoReplayer::SetState
JX3ClientX64_exe_net_strings.txt	0x008203B0	ascii	KVideoReplayer::AddCompetitor
JX3ClientX64_exe_net_strings.txt	0x008203E0	ascii	KVideoReplayer::ProcessPackage
JX3ClientX64_exe_net_strings.txt	0x00820470	ascii	KVideoReplayer::OnSyncSkillData
JX3ClientX64_exe_net_strings.txt	0x008204C8	ascii	KVideoReplayer::OnSyncSkillRecipe
JX3ClientX64_exe_net_strings.txt	0x00820528	ascii	KVideoReplayer::OnDeleteSkillRecipe
JX3ClientX64_exe_net_strings.txt	0x008205C0	ascii	KVideoReplayer::OnResetCooldown
JX3ClientX64_exe_net_strings.txt	0x00820638	ascii	KVideoReplayer::OnCoolDownOverDraftNotify
JX3ClientX64_exe_net_strings.txt	0x008206D0	ascii	KVideoReplayer::OnSyncArenaCompetitorCDState
JX3ClientX64_exe_net_strings.txt	0x00820778	ascii	KVideoReplayer::OnPauseCDTimer
JX3ClientX64_exe_net_strings.txt	0x008207F0	ascii	KVideoReplayer::OnAccelerateCDTimer
JX3ClientX64_exe_net_strings.txt	0x00820880	ascii	KVideoReplayer::OnSyncArenaCompetitorList
JX3ClientX64_exe_net_strings.txt	0x00820930	ascii	KVideoReplayer::OnSyncArenaCompetitorTalentData
JX3ClientX64_exe_net_strings.txt	0x008209A0	ascii	KVideoReplayer::OnSyncArenaCompetitorEquipBoxInfo
JX3ClientX64_exe_net_strings.txt	0x00820A30	ascii	KVideoReplayer::OnRemoteLuaCall
JX3ClientX64_exe_net_strings.txt	0x00820A90	ascii	KVideoReplayer::OnSyncArenaCompetitorBaseData
JX3ClientX64_exe_net_strings.txt	0x00820AF8	ascii	KVideoReplayer::OnUIDataBuffSingle
JX3ClientX64_exe_net_strings.txt	0x00820B48	ascii	KVideoReplayer::OnUIDataBuffList
JX3ClientX64_exe_net_strings.txt	0x00820B98	ascii	KVideoReplayer::OnUIDataSkillCastLog
JX3ClientX64_exe_net_strings.txt	0x00820BC0	ascii	nSize == sizeof(KUIEventSkillCastLog)
JX3ClientX64_exe_net_strings.txt	0x00820BE8	ascii	KVideoReplayer::OnUIDataSKillChannelProgress
JX3ClientX64_exe_net_strings.txt	0x00820C40	ascii	KVideoReplayer::OnUIDataSkillPrepareProgress
JX3ClientX64_exe_net_strings.txt	0x00820C70	ascii	KVideoReplayer::OnUIDataSkillHoardProgress
JX3ClientX64_exe_net_strings.txt	0x00820CA0	ascii	KVideoReplayer::OnCompetitorSkillOTActionState
JX3ClientX64_exe_net_strings.txt	0x00820CD0	ascii	KVideoReplayer::OnSyncArenaStatistics
JX3ClientX64_exe_net_strings.txt	0x00820D30	ascii	KVideoReplayer::OnSyncBattlefieldStatistics
JX3ClientX64_exe_net_strings.txt	0x00820D98	ascii	KVideoReplayer::OnArenaVideoStart
JX3ClientX64_exe_net_strings.txt	0x00820DF0	ascii	KVideoReplayer::OnArenaEnd
JX3ClientX64_exe_net_strings.txt	0x00820E30	ascii	KVideoReplayer::OnSyncArenaNewCompetitor
JX3ClientX64_exe_net_strings.txt	0x00820E60	ascii	KVideoReplayer::OnSyncArenaCompetitorState
JX3ClientX64_exe_net_strings.txt	0x00820EC0	ascii	KVideoReplayer::OnNpcEmployer
JX3ClientX64_exe_net_strings.txt	0x00820F10	ascii	KVideoReplayer::OnMatchPoint
JX3ClientX64_exe_net_strings.txt	0x00820F80	ascii	KVideoReplayer::OnCompetitionBaseData
JX3ClientX64_exe_net_strings.txt	0x00821078	ascii	KVideoRecorder::RecordCompetitorSkillOTActionState
JX3ClientX64_exe_net_strings.txt	0x00823FE0	ascii	KBattlefieldCache::AddNextSyncTime
JX3ClientX64_exe_net_strings.txt	0x008247E8	ascii	KCURLManager::DoPVEReportDamageStatRequest
JX3ClientX64_exe_net_strings.txt	0x0082D478	ascii	KCharacter::CastSkill
JX3ClientX64_exe_net_strings.txt	0x0082D518	ascii	KCharacter::CastSkillXYZ
JX3ClientX64_exe_net_strings.txt	0x0082D540	ascii	[KCharacter::CastSkillXYZ] Skill(%u,%u) IsPlayer:%u Map:%u not exist
JX3ClientX64_exe_net_strings.txt	0x0082DC40	ascii	KCharacter::OnSkillMove
JX3ClientX64_exe_net_strings.txt	0x0082DCC0	ascii	KCharacter::OnSpecialSkillMove
JX3ClientX64_exe_net_strings.txt	0x0082DD58	ascii	KCharacter::DoSkillHoard
JX3ClientX64_exe_net_strings.txt	0x0082DE20	ascii	KCharacter::OnSkillPrepare
JX3ClientX64_exe_net_strings.txt	0x0082DE40	ascii	KCharacter::OnSkillChannel
JX3ClientX64_exe_net_strings.txt	0x0082DE88	ascii	KCharacter::OnSkillHoard
JX3ClientX64_exe_net_strings.txt	0x0082DF28	ascii	KCharacter::OnSkillChannelOTActionEnd
JX3ClientX64_exe_net_strings.txt	0x0082DF50	ascii	[KCharacter::OnSkillChannelOTActionEnd] m_bOnOTActionEnd skill:(%u, %u)
JX3ClientX64_exe_net_strings.txt	0x0082EFF0	ascii	pCoolDownInfo
JX3ClientX64_exe_net_strings.txt	0x0083BB58	ascii	KWorldRepresentAgent::OnSkillEffectResult
JX3ClientX64_exe_net_strings.txt	0x00841BA8	ascii	ProcessModifySkillCastFlag
JX3ClientX64_exe_net_strings.txt	0x00841C58	ascii	ProcessClearCoolDown
JX3ClientX64_exe_net_strings.txt	0x00849808	ascii	KProtocolReplayer::Pop
JX3ClientX64_exe_net_strings.txt	0x00849840	ascii	KProtocolReplayer::Cache
JX3ClientX64_exe_net_strings.txt	0x00849860	ascii	KProtocolReplayer::OpenFileByIndex
JX3ClientX64_exe_net_strings.txt	0x0084A0F8	ascii	KCharacter::LuaCastSkillXYZ
JX3ClientX64_exe_net_strings.txt	0x0084A118	ascii	[LuaCastSkillXYZ] nX < 0 || nY < 0 skill(%u, %u) (%d, %d, %d)
JX3ClientX64_exe_net_strings.txt	0x0084A158	ascii	KCharacter::LuaCastSkill
JX3ClientX64_exe_net_strings.txt	0x0084E458	ascii	GetSkillPrepare
JX3ClientX64_exe_net_strings.txt	0x0084E468	ascii	GetSkillChannel
JX3ClientX64_exe_net_strings.txt	0x0084E478	ascii	GetSkillChannelInterval
JX3ClientX64_exe_net_strings.txt	0x00850C60	ascii	GetOverDraftCoolDown
JX3ClientX64_exe_net_strings.txt	0x00851560	ascii	CancelSyncBattlefieldCompetitorSkillCDState
JX3ClientX64_exe_net_strings.txt	0x00853E98	ascii	KPlayer::LuaGetSkillPrepare
JX3ClientX64_exe_net_strings.txt	0x00853EB8	ascii	KPlayer::LuaGetSkillChannel
JX3ClientX64_exe_net_strings.txt	0x00853ED8	ascii	KPlayer::LuaGetSkillChannelInterval
JX3ClientX64_exe_net_strings.txt	0x00858948	ascii	KPlayer::LuaGetOverDraftCoolDown
JX3ClientX64_exe_net_strings.txt	0x00859560	ascii	m_pScene->m_BattlefieldCompetitorInfoMap.find(dwPlayerID) != m_pScene->m_BattlefieldCompetitorInfoMap.end()
JX3ClientX64_exe_net_strings.txt	0x008595D0	ascii	KPlayer::LuaCancelSyncBattlefieldCompetitorSkillCDState
JX3ClientX64_exe_net_strings.txt	0x008638E8	ascii	nCampReverseCoolDownTime
JX3ClientX64_exe_net_strings.txt	0x00866C90	ascii	GetBattlefieldPlayersPosInfo
JX3ClientX64_exe_net_strings.txt	0x00867B48	ascii	m_VideoReplayer.m_bWorkFlag
JX3ClientX64_exe_net_strings.txt	0x00868A60	ascii	bAutoTurnOnCast
JX3ClientX64_exe_net_strings.txt	0x00868F58	ascii	SetPublicCoolDown
JX3ClientX64_exe_net_strings.txt	0x00868F70	ascii	GetPublicCoolDown
JX3ClientX64_exe_net_strings.txt	0x00868F88	ascii	SetCheckCoolDown
JX3ClientX64_exe_net_strings.txt	0x00868FA0	ascii	GetCheckCoolDownCount
JX3ClientX64_exe_net_strings.txt	0x00868FB8	ascii	GetCheckCoolDownID
JX3ClientX64_exe_net_strings.txt	0x00868FD0	ascii	SetNormalCoolDown
JX3ClientX64_exe_net_strings.txt	0x00868FE8	ascii	GetNormalCooldownCount
JX3ClientX64_exe_net_strings.txt	0x00869000	ascii	GetNormalCooldownID
JX3ClientX64_exe_net_strings.txt	0x00869610	ascii	KSkill::LuaSetPublicCoolDown
JX3ClientX64_exe_net_strings.txt	0x00869630	ascii	KSkill::LuaSetCheckCoolDown
JX3ClientX64_exe_net_strings.txt	0x00869650	ascii	nCoolDownIndex >= 0
JX3ClientX64_exe_net_strings.txt	0x00869668	ascii	nCoolDownIndex < MAX_SKILL_CHECKONLY_COOL_DOWN_TIMER
JX3ClientX64_exe_net_strings.txt	0x008696A0	ascii	KSkill::LuaGetCheckCoolDownID
JX3ClientX64_exe_net_strings.txt	0x008696C0	ascii	KSkill::LuaSetNormalCoolDown
JX3ClientX64_exe_net_strings.txt	0x008696E0	ascii	nCoolDownIndex < MAX_SKILL_COOL_DOWN_TIMER
JX3ClientX64_exe_net_strings.txt	0x00869710	ascii	KSkill::LuaGetNormalCooldownID
JX3ClientX64_exe_net_strings.txt	0x0086C930	ascii	CoolDownList.tab
JX3ClientX64_exe_net_strings.txt	0x0086C948	ascii	KCoolDownList::Init
JX3ClientX64_exe_net_strings.txt	0x0086C960	ascii	skill_mobile/CoolDownList.tab
JX3ClientX64_exe_net_strings.txt	0x0086C980	ascii	[KCoolDownList] Reload CoolDownList Start ...
JX3ClientX64_exe_net_strings.txt	0x0086C9B0	ascii	[KCoolDownList] Reload CoolDownList Successful.
JX3ClientX64_exe_net_strings.txt	0x0086C9E0	ascii	[KCoolDownList] Refresh All CoolDown in player CoolDownList ...
JX3ClientX64_exe_net_strings.txt	0x0086CA20	ascii	[KCoolDownList] Refresh All CoolDown in player CoolDownList Successful.
JX3ClientX64_exe_net_strings.txt	0x0086CA68	ascii	KCoolDownList::LoadCoolDownList
JX3ClientX64_exe_net_strings.txt	0x0086CC38	ascii	GetCoolDownValue %u Faild!
JX3ClientX64_exe_net_strings.txt	0x0086CC58	ascii	GetMinCoolDownValue %u Faild!
JX3ClientX64_exe_net_strings.txt	0x0086CC78	ascii	GetMaxCoolDownValue %u Faild!
JX3ClientX64_exe_net_strings.txt	0x0086CC98	ascii	GetMaxCoolDownStackCount %u Faild!
JX3ClientX64_exe_net_strings.txt	0x0086CCC0	ascii	GetMaxCoolDownOverDraftCount %u Faild!
JX3ClientX64_exe_net_strings.txt	0x0086CCE8	ascii	GetCanAccelerateCooldownFlag %u Faild!
JX3ClientX64_exe_net_strings.txt	0x0086CD10	ascii	GetCoolDownInfo %u Faild!
JX3ClientX64_exe_net_strings.txt	0x0086D318	ascii	CoolDownID
JX3ClientX64_exe_net_strings.txt	0x00875468	ascii	KRecorderAsyncSocketStreamReplay::Send
JX3ClientX64_exe_net_strings.txt	0x00875490	ascii	KRecorderAsyncSocketStreamReplay::Recv
JX3ClientX64_exe_net_strings.txt	0x008754C8	ascii	KRecorderAsyncSocketStreamReplay::GetRemoteAddress
JX3ClientX64_exe_net_strings.txt	0x00A3DA18	ascii	.?AUIProtocolReplayer@@
JX3ClientX64_exe_net_strings.txt	0x00A3DA40	ascii	.?AVKProtocolReplayer@@
JX3ClientX64_exe_net_strings.txt	0x00A3DCF0	ascii	.?AVKRecorderFactoryReplay@@
JX3ClientX64_exe_net_strings.txt	0x00A3F850	ascii	.?AVKRecorderAsyncSocketStreamReplay@@
JX3LogicEditOperation_net_strings.txt	0x00771420	ascii	KPlayerClient::OnSkillChannel
JX3LogicEditOperation_net_strings.txt	0x007A5328	ascii	KCharacter::OnSkillChannelOTActionEnd
JX3LogicEditOperation_net_strings.txt	0x007A5350	ascii	[KCharacter::OnSkillChannelOTActionEnd] m_bOnOTActionEnd skill:(%u, %u)
JX3LogicEditOperation_net_strings.txt	0x007ABC08	ascii	SceneChannelCoolDownID
JX3LogicEditOperation_net_strings.txt	0x007ABC28	ascii	WorldChannelCoolDownID
JX3LogicEditOperation_net_strings.txt	0x007ABC40	ascii	ForceChannelCoolDownID
JX3LogicEditOperation_net_strings.txt	0x007ABC58	ascii	CampChannelCoolDownID
JX3LogicEditOperation_net_strings.txt	0x007ABC70	ascii	MentorChannelCoolDownID
JX3LogicEditOperation_net_strings.txt	0x007ABC88	ascii	FriendsChannelCoolDownID
JX3LogicEditOperation_net_strings.txt	0x007ABCA8	ascii	IdentityChannelCoolDownID
JX3LogicEditOperation_net_strings.txt	0x007ABCC8	ascii	NearbyChannelCoolDownID
JX3LogicEditOperation_net_strings.txt	0x007AF6C8	ascii	KRecorderSocketClientReplay::Connect
JX3LogicEditOperation_net_strings.txt	0x007AF878	ascii	KRecorderSocketServerReplay::Init
JX3LogicEditOperation_net_strings.txt	0x007AF8A0	ascii	KRecorderSocketServerReplay::Wait
JX3LogicEditOperation_net_strings.txt	0x007B2F48	ascii	KVideoReplayer::OnUIDataSKillChannelProgress
JX3LogicEditOperation_net_strings.txt	0x007DF2B0	ascii	GetSkillChannel
JX3LogicEditOperation_net_strings.txt	0x007DF2C0	ascii	GetSkillChannelInterval
JX3LogicEditOperation_net_strings.txt	0x007E4898	ascii	KPlayer::LuaGetSkillChannel
JX3LogicEditOperation_net_strings.txt	0x007E48B8	ascii	KPlayer::LuaGetSkillChannelInterval
JX3LogicEditOperation_net_strings.txt	0x00812980	ascii	KRecorderSocketStreamReplay::SetTimeout
JX3LogicEditOperation_net_strings.txt	0x008129A8	ascii	KRecorderSocketStreamReplay::Send
JX3LogicEditOperation_net_strings.txt	0x008129D0	ascii	KRecorderSocketStreamReplay::CheckCanRecv
JX3LogicEditOperation_net_strings.txt	0x00812A00	ascii	KRecorderSocketStreamReplay::Recv
JX3LogicEditOperation_net_strings.txt	0x00812A48	ascii	KRecorderSocketStreamReplay::IsAlive
JX3LogicEditOperation_net_strings.txt	0x00812A70	ascii	KRecorderAsyncSocketStreamReplay::Send
JX3LogicEditOperation_net_strings.txt	0x00812A98	ascii	KRecorderAsyncSocketStreamReplay::Recv
JX3LogicEditOperation_net_strings.txt	0x00812AD0	ascii	KRecorderAsyncSocketStreamReplay::GetRemoteAddress
JX3LogicEditOperation_net_strings.txt	0x009BC280	ascii	.?AVKRecorderSocketClientReplay@@
JX3LogicEditOperation_net_strings.txt	0x009BC328	ascii	.?AVKRecorderSocketServerReplay@@
JX3LogicEditOperation_net_strings.txt	0x009BD958	ascii	.?AVKRecorderSocketStreamReplay@@
JX3LogicEditOperation_net_strings.txt	0x009BD9C8	ascii	.?AVKRecorderAsyncSocketStreamReplay@@
JX3LogicEditOperation_net_strings.txt	0x0076BA00	ascii	pReplayer
JX3LogicEditOperation_net_strings.txt	0x00771830	ascii	KPlayerClient::OnSkillBeatBack
JX3LogicEditOperation_net_strings.txt	0x00772CE0	ascii	KPlayerClient::OnSyncFightflagList
JX3LogicEditOperation_net_strings.txt	0x0077A418	ascii	KPlayerClient::OnSyncBattleStatFlag
JX3LogicEditOperation_net_strings.txt	0x007804F0	ascii	SkillCastFlag
JX3LogicEditOperation_net_strings.txt	0x00780500	ascii	nRetCode && "Get SkillCastFlag"
JX3LogicEditOperation_net_strings.txt	0x00783CA8	ascii	dwSkillCastFlag
JX3LogicEditOperation_net_strings.txt	0x00796EE8	ascii	Replays
JX3LogicEditOperation_net_strings.txt	0x00796FA0	ascii	replay -load
JX3LogicEditOperation_net_strings.txt	0x00796FE8	ascii	replay -logic ready
JX3LogicEditOperation_net_strings.txt	0x00797068	ascii	KVideoManager::ProcessReplayFileData
JX3LogicEditOperation_net_strings.txt	0x007A70B8	ascii	KWorldEventAdaptor::OnTransferReplayFileData
JX3LogicEditOperation_net_strings.txt	0x007A70E8	ascii	KWorldEventAdaptor::OnTransferReplayHeaderData
JX3LogicEditOperation_net_strings.txt	0x007A73F0	ascii	KWorldEventAdaptor::PostReplayData
JX3LogicEditOperation_net_strings.txt	0x007A7DA8	ascii	KWorldRepresentAgent::OnPostReplayHeaderData
JX3LogicEditOperation_net_strings.txt	0x007A8618	ascii	KVideoRecorder::PostReplayData
JX3LogicEditOperation_net_strings.txt	0x007AA858	ascii	GetMaxCoolDownStackCount %u Faild!
JX3LogicEditOperation_net_strings.txt	0x007AA8A8	ascii	GetCanAccelerateCooldownFlag %u Faild!
JX3LogicEditOperation_net_strings.txt	0x007AE050	ascii	FirstAttackOnCampFoe
JX3LogicEditOperation_net_strings.txt	0x007AF0F0	ascii	KProtocolReplayer::Pop
JX3LogicEditOperation_net_strings.txt	0x007AF128	ascii	KProtocolReplayer::Cache
JX3LogicEditOperation_net_strings.txt	0x007AF158	ascii	KProtocolReplayer::OpenFileByIndex
JX3LogicEditOperation_net_strings.txt	0x007AF180	ascii	[Replay] Failed to open file: %s
JX3LogicEditOperation_net_strings.txt	0x007AF1A8	ascii	KRecorderToolsReplay::GetTickCount
JX3LogicEditOperation_net_strings.txt	0x007AF1D0	ascii	KRecorderToolsReplay::GetTime
JX3LogicEditOperation_net_strings.txt	0x007AF1F0	ascii	KRecorderToolsReplay::CreateGUID
JX3LogicEditOperation_net_strings.txt	0x007AF468	ascii	KRecorderSceneLoaderReplay::GetCompletedScene
JX3LogicEditOperation_net_strings.txt	0x007AF6C8	ascii	KRecorderSocketClientReplay::Connect
JX3LogicEditOperation_net_strings.txt	0x007AF878	ascii	KRecorderSocketServerReplay::Init
JX3LogicEditOperation_net_strings.txt	0x007AF8A0	ascii	KRecorderSocketServerReplay::Wait
JX3LogicEditOperation_net_strings.txt	0x007B2500	ascii	KVideoReplayer::ProcessReplayData
JX3LogicEditOperation_net_strings.txt	0x007B2600	ascii	Replay data index error, expect index: %d but: %d
JX3LogicEditOperation_net_strings.txt	0x007B2638	ascii	KVideoReplayer::ProcessReplayHeaderData
JX3LogicEditOperation_net_strings.txt	0x007B26A0	ascii	KVideoReplayer::SetState
JX3LogicEditOperation_net_strings.txt	0x007B26F0	ascii	replay -pause
JX3LogicEditOperation_net_strings.txt	0x007B2710	ascii	replay -replay
JX3LogicEditOperation_net_strings.txt	0x007B2720	ascii	KVideoReplayer::AddCompetitor
JX3LogicEditOperation_net_strings.txt	0x007B2740	ascii	KVideoReplayer::ProcessPackage
JX3LogicEditOperation_net_strings.txt	0x007B27C8	ascii	KVideoReplayer::OnSyncSkillData
JX3LogicEditOperation_net_strings.txt	0x007B2820	ascii	KVideoReplayer::OnSyncSkillRecipe
JX3LogicEditOperation_net_strings.txt	0x007B2880	ascii	KVideoReplayer::OnDeleteSkillRecipe
JX3LogicEditOperation_net_strings.txt	0x007B2918	ascii	KVideoReplayer::OnResetCooldown
JX3LogicEditOperation_net_strings.txt	0x007B2990	ascii	KVideoReplayer::OnCoolDownOverDraftNotify
JX3LogicEditOperation_net_strings.txt	0x007B2A28	ascii	KVideoReplayer::OnSyncArenaCompetitorCDState
JX3LogicEditOperation_net_strings.txt	0x007B2AD0	ascii	KVideoReplayer::OnPauseCDTimer
JX3LogicEditOperation_net_strings.txt	0x007B2B48	ascii	KVideoReplayer::OnAccelerateCDTimer
JX3LogicEditOperation_net_strings.txt	0x007B2BD8	ascii	KVideoReplayer::OnSyncArenaCompetitorList
JX3LogicEditOperation_net_strings.txt	0x007B2C90	ascii	KVideoReplayer::OnSyncArenaCompetitorTalentData
JX3LogicEditOperation_net_strings.txt	0x007B2D00	ascii	KVideoReplayer::OnSyncArenaCompetitorEquipBoxInfo
JX3LogicEditOperation_net_strings.txt	0x007B2D90	ascii	KVideoReplayer::OnRemoteLuaCall
JX3LogicEditOperation_net_strings.txt	0x007B2DF0	ascii	KVideoReplayer::OnSyncArenaCompetitorBaseData
JX3LogicEditOperation_net_strings.txt	0x007B2E58	ascii	KVideoReplayer::OnUIDataBuffSingle
JX3LogicEditOperation_net_strings.txt	0x007B2EA8	ascii	KVideoReplayer::OnUIDataBuffList
JX3LogicEditOperation_net_strings.txt	0x007B2EF8	ascii	KVideoReplayer::OnUIDataSkillCastLog
JX3LogicEditOperation_net_strings.txt	0x007B2F48	ascii	KVideoReplayer::OnUIDataSKillChannelProgress
JX3LogicEditOperation_net_strings.txt	0x007B2FA0	ascii	KVideoReplayer::OnUIDataSkillPrepareProgress
JX3LogicEditOperation_net_strings.txt	0x007B2FD0	ascii	KVideoReplayer::OnUIDataSkillHoardProgress
JX3LogicEditOperation_net_strings.txt	0x007B3000	ascii	KVideoReplayer::OnCompetitorSkillOTActionState
JX3LogicEditOperation_net_strings.txt	0x007B3030	ascii	KVideoReplayer::OnSyncArenaStatistics
JX3LogicEditOperation_net_strings.txt	0x007B3090	ascii	KVideoReplayer::OnSyncBattlefieldStatistics
JX3LogicEditOperation_net_strings.txt	0x007B30F8	ascii	KVideoReplayer::OnArenaVideoStart
JX3LogicEditOperation_net_strings.txt	0x007B3150	ascii	KVideoReplayer::OnArenaEnd
JX3LogicEditOperation_net_strings.txt	0x007B3190	ascii	KVideoReplayer::OnSyncArenaNewCompetitor
JX3LogicEditOperation_net_strings.txt	0x007B31C0	ascii	KVideoReplayer::OnSyncArenaCompetitorState
JX3LogicEditOperation_net_strings.txt	0x007B3220	ascii	KVideoReplayer::OnNpcEmployer
JX3LogicEditOperation_net_strings.txt	0x007B3270	ascii	KVideoReplayer::OnMatchPoint
JX3LogicEditOperation_net_strings.txt	0x007B32E0	ascii	KVideoReplayer::OnCompetitionBaseData
JX3LogicEditOperation_net_strings.txt	0x007C6D58	ascii	g_pSO3World->m_VideoManager.m_VideoReplayer.m_bWorkFlag
JX3LogicEditOperation_net_strings.txt	0x007D8368	ascii	SetReplayVideoState
JX3LogicEditOperation_net_strings.txt	0x007D83F8	ascii	LoadReplayDataByPath
JX3LogicEditOperation_net_strings.txt	0x007D8420	ascii	LoadReplayDataByID
JX3LogicEditOperation_net_strings.txt	0x007D8438	ascii	LoadReplayDataByFileName
JX3LogicEditOperation_net_strings.txt	0x007D84A8	ascii	GetReplayWorldLogicFrameCount
JX3LogicEditOperation_net_strings.txt	0x007D8530	ascii	m_VideoReplayer.m_bWorkFlag
JX3LogicEditOperation_net_strings.txt	0x007D8570	ascii	KVideoManager::LuaSetReplayVideoState
JX3LogicEditOperation_net_strings.txt	0x007D8698	ascii	KVideoManager::LuaLoadReplayDataByPath
JX3LogicEditOperation_net_strings.txt	0x007D86D0	ascii	KVideoManager::LuaLoadReplayDataByID
JX3LogicEditOperation_net_strings.txt	0x007D86F8	ascii	KVideoManager::LuaLoadReplayDataByFileName
JX3LogicEditOperation_net_strings.txt	0x007D87C8	ascii	KVideoManager::LuaGetReplayWorldLogicFrameCount
JX3LogicEditOperation_net_strings.txt	0x00812980	ascii	KRecorderSocketStreamReplay::SetTimeout
JX3LogicEditOperation_net_strings.txt	0x008129A8	ascii	KRecorderSocketStreamReplay::Send
JX3LogicEditOperation_net_strings.txt	0x008129D0	ascii	KRecorderSocketStreamReplay::CheckCanRecv
JX3LogicEditOperation_net_strings.txt	0x00812A00	ascii	KRecorderSocketStreamReplay::Recv
