SkillName	SkillID	BelongSchool	KindType	FunctionType	MapBanMask	IgnoreCamp
背挂325_虫灯_表现	41733	16	None	Normal	8	0
背挂325_虫灯_退出	41734	16	None	Normal	8	0
外装326_画布	41815	16	None	Normal	8	0
背挂325_虫灯_进入	42220	16	None	Normal	8	0
背挂326_冲销	42553	16	None	Normal	8	0
背挂326_桂树枝_进入	42634	16	None	Normal	8	0
背挂326_桂树枝_退出	42635	16	None	Normal	8	0
背挂326_桂树枝_表现	42636	16	None	Normal	8	0
精简护手腰带加速DOT触发	42767	16	Adaptive	Normal	8	0
防御护手特效加护盾	42895	16	None	Normal	8	
防御护手特效反击	42897	16	Adaptive	Normal	8	0
防御护手特效反击伤害子技能	42898	16	Adaptive	Damage	8	0
背挂306_蔷薇	42906	16	None	Normal	8	0
背挂306_蔷薇_表现	42907	16	None	Normal	8	0
背挂306_蔷薇_退出	42908	16	None	Normal	8	0
130无相楼橙武主动效果	43080	16	LunarMagic	Normal	8	
背挂_笛子317_表现	43352	16	None	Normal	8	0
外装330_水花_进入	43353	16	None	Normal	8	0
外装330_水花_表现	43354	16	None	Normal	8	0
外装330_水花_退出	43355	16	None	Normal	8	0
外装332_魔镜_表现	43548	16	None	Normal	8	0
外装332_魔镜_退出	43601	16	None	Normal	8	0
背挂332_魔镜_进入	43624	16	None	Normal	8	0
背挂332_魔镜_退出	43625	16	None	Normal	8	0
背挂332_魔镜_表现	43626	16	None	Normal	8	0
外装332_魔镜_进入	43715	16	None	Normal	8	0
背挂337_刺客_进入	43793	16	None	Normal	8	0
背挂337_刺客_表现	43794	16	None	Normal	8	0
背挂337_刺客_退出	43795	16	None	Normal	8	0
