CAT	ID	Name	DisplayName	Type	MaxCopyCount	MinPlayerCount	MaxPlayerCount	KeepTime	ReviveInSitu	RevieCycle	BanSkillMask	BattleRelationMask	CampType	FightList	NeedCampBuff	bCanTongWar	CanJoinBattleField	BanUseItemMask	CanJoinArena	IsArenaMap	NewCampFight	CanJoinTongBattlefield	InvalidBuffMask	BanChangeTalent	CanSprint	QueueForSwitchWhenFull	CampQueue	IsTongWarMap	IsBattlefield	OperationMask	IsTongLeagueMap	bCanPK	bCanDuel	LimitTimes	ResourcePath	ScriptFile
campfight	74	帮会领地	帮会领地	4	900	1	900	1	1	0	6	2	1	0	0	0	0	16	0	0	0	1	6	0	1	1	0					0	1	0	data\source\maps\帮会领地\帮会领地.jsonmap	
campfight	75	毒神殿	毒神殿	1	128	1	5	2	0	0	128	0	1	1	0	0	0	16	0	0	0	0	131	0	0	1	0					0	0	0	data\source\maps\毒神殿\毒神殿.jsonmap	
campfight	100	白龙口	白龙口	0	1	1	1000	10	1	0	0	0	4	0	0	1	1	16	1	0	1	0	0	0	1	1	1					1	1	0	data\source\maps\白龙口\白龙口.jsonmap	
campfight	101	无量山	无量山	0	1	1	1000	10	1	0	0	0	4	0	0	1	1	16	1	0	1	0	0	0	1	1	1					1	1	0	data\source\maps\无量山\无量山.jsonmap	
campfight	102	五毒	五毒	0	2	1	1500	10	1	0	0	0	1	0	0	0	1	16	1	0	0	0	0	0	1	1	0					0	1	0	data\source\maps\五毒\五毒.jsonmap	
campfight	103	融天岭	融天岭	0	1	1	1000	10	1	0	0	0	4	0	0	1	1	16	1	0	1	0	0	0	1	1	1					1	1	0	data\source\maps\融天岭\融天岭.jsonmap	
campfight	104	黑龙沼	黑龙沼	0	1	1	1000	10	1	0	0	0	4	0	0	1	1	16	1	0	1	0	0	0	1	1	1					1	1	0	data\source\maps\黑龙沼\黑龙沼.jsonmap	
campfight	105	苍山洱海	苍山洱海	0	1	1	1000	10	1	0	0	0	4	0	0	1	1	16	1	0	1	0	0	0	1	1	1					1	1	0	data\source\maps\苍山洱海\苍山洱海.jsonmap	
campfight	106	法王窟	法王窟	1	128	1	5	10	0	0	128	0	1	1	0	0	0	16	0	0	0	0	131	0	0	1	0					0	0	0	data\source\maps\法王窟\法王窟.jsonmap	
campfight	107	无量宫	无量宫	1	128	1	5	2	0	0	128	0	1	0	0	0	0	16	0	0	0	0	131	0	0	1	0					0	0	0	data\source\maps\无量宫\无量宫.jsonmap	
campfight	108	成都	成都	0	1	1	1200	10	1	0	16	0	1	0	0	0	1	16	1	0	0	1	16	0	1	1	0					0	1	0	data\source\maps\成都\成都.jsonmap	
campfight	109	龙渊泽	龙渊泽	1	320	1	10	2	0	0	128	0	1	1	0	0	0	16	0	0	0	0	131	0	0	1	0					0	1	0	data\source\maps\龙渊泽\龙渊泽.jsonmap	
campfight	110	寂灭厅	寂灭厅	1	128	1	5	2	0	0	128	0	1	0	0	0	0	16	0	0	0	0	131	0	0	1	0					0	0	0	data\source\maps\寂灭厅\寂灭厅.jsonmap	
campfight	111	英雄仙踪林	英雄仙踪林	1	320	1	5	2	0	0	128	0	1	1	0	0	0	16	0	0	0	0	131	0	0	1	0					0	0	0	data\source\maps\英雄仙踪林\英雄仙踪林.jsonmap	
campfight	112	英雄毒神殿	英雄毒神殿	1	320	1	5	2	0	0	128	0	1	1	0	0	0	16	0	0	0	0	131	0	0	1	0					0	0	0	data\source\maps\英雄毒神殿\英雄毒神殿.jsonmap	
campfight	113	英雄寂灭厅	英雄寂灭厅	1	320	1	5	2	0	0	128	0	1	0	0	0	0	16	0	0	0	0	131	0	0	1	0					0	0	0	data\source\maps\英雄寂灭厅\英雄寂灭厅.jsonmap	
campfight	114	英雄无量宫	英雄无量宫	1	320	1	5	2	0	0	128	0	1	0	0	0	0	16	0	0	0	0	131	0	0	1	0					0	0	0	data\source\maps\英雄无量宫\英雄无量宫.jsonmap	
campfight	115	英雄法王窟	英雄法王窟	1	320	1	5	2	0	0	128	0	1	1	0	0	0	16	0	0	0	0	131	0	0	1	0					0	0	0	data\source\maps\英雄法王窟\英雄法王窟.jsonmap	
campfight	116	低级仙踪林	低级仙踪林	1	128	1	5	2	0	0	128	0	1	1	0	0	0	16	0	0	0	0	131	0	0	1	0					0	0	0	data\source\maps\低级仙踪林\低级仙踪林.jsonmap	
campfight	117	25人英雄龙渊泽	25人英雄龙渊泽	1	256	1	25	2	0	0	128	0	1	1	0	0	0	16	0	0	0	0	131	0	0	1	0					0	1	0	data\source\maps\25人英雄龙渊泽\25人英雄龙渊泽.jsonmap	
campfight	118	25人普通龙渊泽	25人普通龙渊泽	1	256	1	25	2	0	0	128	0	1	1	0	0	0	16	0	0	0	0	131	0	0	1	0					0	1	0	data\source\maps\25人普通龙渊泽\25人普通龙渊泽.jsonmap	
campfight	119	10人英雄龙渊泽	10人英雄龙渊泽	1	256	1	10	2	0	0	128	0	1	1	0	0	0	16	0	0	0	0	131	0	0	1	0					0	1	0	data\source\maps\10人英雄龙渊泽\10人英雄龙渊泽.jsonmap	
campfight	120	荻花洞窟	荻花洞窟	1	256	1	10	2	0	0	128	0	1	1	0	0	0	16	0	0	0	0	131	0	0	1	0					0	0	0	data\source\maps\荻花洞窟\荻花洞窟.jsonmap	
campfight	121	英雄神农洇	英雄神农洇	2	512	1	34	2	0	160	256	2	5	0	0	0	0	16	0	0	0	0	256	0	0	1	0			7		0	0	0	data\source\maps\英雄神农洇\英雄神农洇.map	
campfight	122	唐门	唐门	0	2	1	1500	10	1	0	0	0	1	0	0	0	1	16	1	0	0	0	0	0	1	1	0					0	1	0	data\source\maps\唐门\唐门.jsonmap	
campfight	123	低级唐门密室	低级唐门密室	1	128	1	5	10	0	0	128	0	1	1	0	0	0	16	0	0	0	0	131	0	0	1	0					0	0	0	data\source\maps\低级唐门密室\低级唐门密室.jsonmap	
campfight	125	唐门密室	唐门密室	1	320	1	5	2	0	0	128	0	1	0	0	0	0	16	0	0	0	0	131	0	0	1	0					0	0	0	data\source\maps\唐门密室\唐门密室.jsonmap	
campfight	126	神剑冢	神剑冢	1	256	1	25	10	0	0	131	0	1	1	0	0	0	16	0	0	0	0	131	0	0	1	0			7		0	0	0	data\source\maps\神剑冢\神剑冢.jsonmap	
campfight	127	天山碎冰谷	天山碎冰谷	2	2048	1	1024	2	0	0	8	2	4	0	0	0	0	1	0	1	0	0	8	0	0	1	0			7		0	0	0	data\source\maps\天山碎冰谷\天山碎冰谷.jsonmap	
campfight	128	乐山大佛窟	乐山大佛窟	2	2048	1	1024	2	0	0	8	2	4	0	0	0	0	1	0	1	0	0	8	0	0	1	0			7		0	0	0	data\source\maps\乐山大佛窟\乐山大佛窟.jsonmap	
campfight	129	华山之巅	华山之巅	2	2048	1	1024	2	0	0	8	2	4	0	0	0	0	1	0	1	0	0	8	0	0	1	0			7		0	0	0	data\source\maps\华山之巅\华山之巅.jsonmap	
campfight	130	英雄荻花洞窟	英雄荻花洞窟	1	256	1	25	2	0	0	128	0	1	1	0	0	0	16	0	0	0	0	131	0	0	1	0					0	0	0	data\source\maps\英雄荻花洞窟\英雄荻花洞窟.jsonmap	
campfight	131	持国天王回忆录	持国天王回忆录	1	320	1	10	2	0	0	128	0	1	1	0			16				0	131	0	0	1	0					0	0	0	data\source\maps\持国天王回忆录\持国天王回忆录.jsonmap	
campfight	133	25人英雄烛龙殿	25人英雄烛龙殿	1	512	1	25	2	0	0	128	0	1	1	0	0	0	16	0	0	0	0	128	0	0	1	0					0	0	0	data\source\maps\25人英雄烛龙殿\25人英雄烛龙殿.jsonmap	
campfight	134	烛龙殿	烛龙殿	1	256	1	10	10	0	0	128	0	1	1	0	0	0	16	0	0	0	0	128	0	0	1	0					0	0	0	data\source\maps\烛龙殿\烛龙殿.jsonmap	
campfight	135	三国古战场	三国古战场	2	512	1	34	2	0	160	0	2	5	0	0	0	0	16	0	0	0	0	256	0	1	1	0		1	7		0	0	0	data\source\maps\三国古战场\三国古战场.jsonmap	
campfight	136	会战唐门	会战唐门	1	256	1	10	10	0	0	128	0	1	1	0	0	0	16	0	0		0	131	0	0	1	0					0	0	0	data\source\maps\会战唐门\会战唐门.jsonmap	
campfight	137	大漠楼兰	大漠楼兰	2	2048	1	1024	2	0	0	8	2	4	1	0	0	0	1	0	1	0	0	8	1	0	1	0			7		0	0	0	data\source\maps\大漠楼兰\大漠楼兰.map	
campfight	138	25人英雄会战唐门	25人英雄会战唐门	1	256	1	25	2	0	0	128	0	1	1	0	0	0	16	0	0		0	131	0	0	1	0					0	0	0	data\source\maps\25人英雄会战唐门\25人英雄会战唐门.jsonmap	
campfight	139	枫华谷_安史之乱	枫华谷·战乱	0	1	1	1000	10	1	0	0	0	4	0	0	1	1	16	1	0	1	0	0	0	1	1	1					1	1	0	data\source\maps\枫华谷_安史之乱\枫华谷_安史之乱.jsonmap	
campfight	140	南诏皇宫	南诏皇宫	1	256	1	10	10	0	0	128	0	1	1	0	0	0	16	0	0		0	131	0	0	1	0					0	0	0	data\source\maps\南诏皇宫\南诏皇宫.jsonmap	
campfight	141	光明顶秘道	光明顶秘道	1	320	1	5	2	0	0	128	0	1	0	0	0	0	16	0	0	0	0	131	0	0	1	0					0	0	0	data\source\maps\光明顶秘道\光明顶秘道.jsonmap	
campfight	142	低级光明顶秘道	低级光明顶秘道	1	128	1	5	2	0	0	128	0	1	1	0	0	0	16	0	0	0	0	131	0	0	1	0					0	0	0	data\source\maps\低级光明顶秘道\低级光明顶秘道.jsonmap	
campfight	143	试炼秘境1	试炼之地	1	1024	1	1	1	0	0	32	0	1	0	0	0	0	2	0	0	0	0	32	0	0	1	0					0	0	0	data\source\maps\试炼秘境1\试炼秘境1.jsonmap	
campfight	144	试炼秘境2	试炼之地	1	1024	1	1	1	0	0	32	0	1	0	0	0	0	2	0	0	0	0	32	0	0	1	0					0	0	0	data\source\maps\试炼秘境2\试炼秘境2.jsonmap	
campfight	145	试炼秘境3	试炼之地	1	1024	1	1	1	0	0	32	0	1	0	0	0	0	2	0	0	0	0	32	0	0	1	0					0	0	0	data\source\maps\试炼秘境3\试炼秘境3.jsonmap	
campfight	146	试炼秘境4	试炼之地	1	1024	1	1	1	0	0	32	0	1	0	0	0	0	2	0	0	0	0	32	0	0	1	0					0	0	0	data\source\maps\试炼秘境4\试炼秘境4.jsonmap	
campfight	147	试炼秘境5	试炼之地	1	1024	1	1	1	0	0	32	0	1	0	0	0	0	2	0	0	0	0	32	0	0	1	0					0	0	0	data\source\maps\试炼秘境5\试炼秘境5.jsonmap	
campfight	148	英雄持国回忆录	英雄持国回忆录	1	320	1	25	2	0	0	128	0	1	1	0			16				0	131	0	0	1	0					0	0	0	data\source\maps\英雄持国回忆录\英雄持国回忆录.jsonmap	
campfight	149	帮会约战	雪原争锋	2	2048	1	54	2	0	160	256	216	5	0	0	0	0	16	0	0	0	0	256	0	1	1	0	1		7		0	0	0	data\source\maps\帮会约战\帮会约战.jsonmap	
campfight	150	明教	明教	0	2	1	1500	10	1	0	0	0	1	0	0	0	1	16	1	0	0	0	0	0	1	1	0					0	1	0	data\source\maps\明教\明教.jsonmap	
campfight	151	洛阳_安史之乱	洛阳·战乱	0	1	1	1000	10	1	0	0	0	4	0	0	1	1	16	1	0	0	0	0	0	1	1	1					1	1	0	data\source\maps\洛阳_安史之乱\洛阳_安史之乱.jsonmap	
campfight	152	大唐监狱	大唐监狱	0	1	1	1500	10	1	0	64	2	4	0	0	0	0	16	0	0	0	0	64	0	1	1	0					1	1	0	data\source\maps\大唐监狱\大唐监狱.jsonmap	
campfight	153	马嵬驿	马嵬驿	0	1	1	1000	10	1	0	0	0	4	0	0	1	1	16	1	0	1	1	0	0	1	1	1					1	1	0	data\source\maps\马嵬驿\马嵬驿.jsonmap	
campfight	155	英雄南诏皇宫	英雄南诏皇宫	1	256	1	25	2	0	0	128	0	1	1	0	0	0	16	0	0	0	0	131	0	0	1	0					0	0	0	data\source\maps\英雄南诏皇宫\英雄南诏皇宫.jsonmap	
campfight	156	长安_安史之乱	长安·战乱	0	1	1	1800	10	1	0	0	0	4	0	0	1	1	16	1	0	0	0	0	0	1	1	0					1	1	0	data\source\maps\长安_安史之乱\长安_安史之乱.jsonmap	
campfight	157	英雄一线天	英雄一线天	1	400	1	5	10	0	0	128	0	1	0	0	0	0	16	0	0	0	0	131	0	0	1	0					0	0	0	data\source\maps\英雄一线天\英雄一线天.jsonmap	
campfight	158	天策_安史之乱	天策·战乱	0	1	1	1800	10	1	0	0	0	1	0	0	0	1	16	1	0	0	0	0	0	1	1	0					1	1	0	data\source\maps\天策_安史之乱\天策_安史之乱.jsonmap	
campfight	159	丐帮	丐帮	0	2	1	1500	10	1	0	0	0	1	0	0	0	1	16	1	0	0	0	131	0	1	1	0					0	1	0	data\source\maps\丐帮\丐帮.jsonmap	
campfight	160	战宝军械库	战宝军械库	1	256	1	10	2	0	0	128	0	1	1	0	0	0	16	0	0		0	131	0	0	1	0					0	0	0	data\source\maps\战宝军械库\战宝军械库.jsonmap	
campfight	161	华清宫	华清宫	1	320	1	5	10	0	0	128	0	1	0	0	0	0	16	0	0	0	0	131	0	0	1	0					0	0	0	data\source\maps\华清宫\华清宫.jsonmap	
campfight	162	英雄华清宫	英雄华清宫	1	400	1	5	10	0	0	128	0	1	0	0	0	0	16	0	0	0	0	131	0	0	1	0					0	0	0	data\source\maps\英雄华清宫\英雄华清宫.jsonmap	
campfight	163	华清宫回忆录	华清宫回忆录	1	400	1	5	10	0	0	128	0	1	0	0	0	0	16	0	0	0	0	131	0	0	1	0					0	0	0	data\source\maps\华清宫回忆录\华清宫回忆录.jsonmap	
campfight	164	大明宫	大明宫	1	256	1	10	10	0	0	128	0	1	1	0	0	0	16	0	0	0	0	128	0	0	1	0					0	0	0	data\source\maps\大明宫\大明宫.jsonmap	
campfight	165	英雄大明宫	英雄大明宫	1	256	1	25	2	0	0	128	0	1	1	0	0	0	16	0	0	0	0	128	0	0	1	0					0	0	0	data\source\maps\英雄大明宫\英雄大明宫.jsonmap	
campfight	167	一线天	一线天	1	320	1	5	10	0	0	128	0	1	0	0	0	0	16	0	0	0	0	131	0	0	1	0					0	0	0	data\source\maps\一线天\一线天.jsonmap	
campfight	169	流离岛	流离岛	1	320	1	5	10	0	0	128	0	1	0	0	0	0	16	0	0	0	0	131	0	0	1	0					0	0	0	data\source\maps\流离岛\流离岛.jsonmap	
campfight	170	英雄流离岛	英雄流离岛	1	400	1	5	10	0	0	128	0	1	0	0	0	0	16	0	0	0	0	131	0	0	1	0					0	0	0	data\source\maps\英雄流离岛\英雄流离岛.jsonmap	
campfight	171	英雄战宝军械库	英雄战宝军械库	1	256	1	25	2	0	0	128	0	1	1	0	0	0	16	0	0	0	0	131	0	0	1	0					0	0	0	data\source\maps\英雄战宝军械库\英雄战宝军械库.jsonmap	
campfight	172	长安内城	长安城	0	1	1	1800	10	1	0	16	0	1	0	0	0	1	16	1	0	0	1	16	0	0	1	0					0	1	0	data\source\maps\长安内城\长安内城.jsonmap	
campfight	173	齐物阁	齐物阁	2	512	1	27	2	0	0	8	1	5	0	0	0	0	1	0	0	0	0	8	0	0	1	0			7		0	0	0	data\source\maps\齐物阁\齐物阁.map	
campfight	174	迷仙引	迷仙引	1	1024	1	2	10	1	0	131	0	1	0	0	0	0	16	0	0	0	0	131	0	0	1	0					0	0	0	data\source\maps\迷仙引\迷仙引.jsonmap	
campfight	175	血战天策	血战天策	1	256	1	10	10	0	0	128	0	1	1	0	0	0	16	0	0	0	0	128	0	0	1	0					0	0	0	data\source\maps\血战天策\血战天策.jsonmap	
campfight	176	英雄血战天策	英雄血战天策	1	256	1	25	2	0	0	128	0	1	1	0	0	0	16	0	0	0	0	128	0	0	1	0					0	0	0	data\source\maps\英雄血战天策\英雄血战天策.jsonmap	
campfight	177	风雪稻香村	风雪稻香村	1	256	1	10	10	0	0	128	0	1	1	0	0	0	16	0	0	0	0	128	0	0	1	0					0	0	0	data\source\maps\风雪稻香村\风雪稻香村.jsonmap	
campfight	178	英雄风雪稻香村	英雄风雪稻香村	1	256	1	25	2	0	0	128	0	1	1	0	0	0	16	0	0	0	0	128	0	0	1	0					0	0	0	data\source\maps\英雄风雪稻香村\英雄风雪稻香村.jsonmap	
campfight	179	直城门	直城门	1	400	1	5	10	0	0	128	0	1	0	0	0	0	16	0	0	0	0	131	0		1	0					0	0	0	data\source\maps\直城门\直城门.jsonmap	
campfight	181	狼影殿	狼影殿	2	512	1	45	2	0	0	8	475	5	0	0	0	0	1	0	0	0	0	8	0	0	1	0			7		0	0	0	data\source\maps\狼影殿\狼影殿.map	
campfight	182	秦皇陵	秦皇陵	1	256	1	10	10	0	0	128	0	1	1	0	0	0	16	0	0	0	0	128	0	0	1						0	0	0	data\source\maps\秦皇陵\秦皇陵.jsonmap	
campfight	183	英雄秦皇陵	英雄秦皇陵	1	256	1	25	2	0	0	128	0	1	1	0	0	0	16	0	0	0	0	128	0	0	1						0	0	0	data\source\maps\英雄秦皇陵\英雄秦皇陵.jsonmap	
campfight	184	墨家秘殿	墨家秘殿	1	320	1	5	10	0	0	128	0	1	0	0	0	0	16	0	0	0	0	131	0		1	0					0	0	0	data\source\maps\墨家秘殿\墨家秘殿.jsonmap	
campfight	186	冷香丘	浮香丘	2	512	1	34	2	0	160	0	2	5	0	0	0	0	16	0	0	0	0	256	0	1	1	0		1	7		0	0	0	data\source\maps\冷香丘\冷香丘.jsonmap	
campfight	187	春明门	春明门	1	256	1	5	10	0	0	128	0	1	1	0	0	0	16	0	0	0	0	131	0	0							0	0	0	data\source\maps\春明门\春明门.jsonmap	
campfight	189	寻宝洞_野人谷	藏宝洞·野人谷	1	1024	1	5	2	0	0	130	0	1	0	0	0	0	16	0	0	0	0	131	0	0	1	0					0	0	0	data\source\maps\寻宝洞_野人谷\寻宝洞_野人谷.jsonmap	
campfight	190	寻宝洞_夜狼山	藏宝洞·夜狼山	1	1024	1	5	2	0	0	130	0	1	0	0	0	0	16	0	0	0	0	131	0	0	1	0					0	0	0	data\source\maps\寻宝洞_夜狼山\寻宝洞_夜狼山.jsonmap	
campfight	191	太原之战_夜守孤城	太原之战·夜守孤城	1	256	1	10	10	0	0	128	0	1	1	0	0	0	16	0	0	0	0	128	0	0	1						0	0	0	data\source\maps\太原之战_夜守孤城\太原之战_夜守孤城.jsonmap	
campfight	192	太原之战_逐虎驱狼	太原之战·逐虎驱狼	1	256	1	10	10	0	0	128	0	1	1	0	0	0	16	0	0	0	0	128	0	0	1						0	0	0	data\source\maps\太原之战_逐虎驱狼\太原之战_逐虎驱狼.jsonmap	
campfight	193	苍云	苍云	0	2	1	1500	10	1	0	0	0	1	0	0	0	1	16	1	0	0	0	131	0	1	1	0					0	1	0	data\source\maps\苍云\苍云.jsonmap	
campfight	194	太原	太原	0	1	1	1000	10	1	0	16	0	1	0	0	0	1	16	1	0	0	1	16	0	1	1	0					0	1	0	data\source\maps\太原\太原.jsonmap	
campfight	195	雁门关之役	雁门关之役	1	320	1	5	10	0	0	128	0	1	0	0	0	0	16	0	0	0	0	131	0	0	1	0					0	0	0	data\source\maps\雁门关之役\雁门关之役.jsonmap	
campfight	196	普通雁门关之役	普通雁门关之役	1	320	1	5	10	0	0	128	0	1	0	0	0	0	16	0	0	0	0	131	0	0	1	0					0	0	0	data\source\maps\普通雁门关之役\普通雁门关之役.jsonmap	
campfight	197	苍云血誓	苍云	0	2	1	1500	10	1	0	0	0	1	0	0	0	0	16	0	0	0	0	131	0	1	1	0					0	1	0	data\source\maps\苍云血誓\苍云血誓.jsonmap	
campfight	198	英雄太原之战_夜守孤城	英雄太原之战·夜守孤城	1	256	1	25	2	0	0	128	0	1	1	0	0	0	16	0	0	0	0	128	0	0	1						0	0	0	data\source\maps\英雄太原之战_夜守孤城\英雄太原之战_夜守孤城.jsonmap	
campfight	199	英雄太原之战_逐虎驱狼	英雄太原之战·逐虎驱狼	1	512	1	25	2	0	0	128	0	1	1	0	0	0	16	0	0	0	0	128	0	0	1						0	0	0	data\source\maps\英雄太原之战_逐虎驱狼\英雄太原之战_逐虎驱狼.jsonmap	
campfight	200	璨翠海厅	璨翠海厅	1	400	1	5	10	0	0	128	0	1	1	0	0	0	16	0	0	0	0	131	0	0	1	0					0	0	0	data\source\maps\璨翠海厅\璨翠海厅.jsonmap	
campfight	203	天泣林	天泣林	1	256	1	5	10	0	0	128	0	1	1	0	0	0	16	0	0	0	0	131	0	0							0	0	0	data\source\maps\天泣林\天泣林.jsonmap	
campfight	204	阴山圣泉	阴山圣泉	1	256	1	5	10	0	0	128	0	1	1	0	0	0	16	0	0	0	0	131	0	0							0	0	0	data\source\maps\阴山圣泉\阴山圣泉.jsonmap	
campfight	205	挑战太原之战_夜守孤城	挑战太原之战·夜守孤城	1	256	1	25	2	0	0	128	0	1	1	0	0	0	16	0	0	0	0	128	0	0	1						0	0	0	data\source\maps\挑战太原之战_夜守孤城\挑战太原之战_夜守孤城.jsonmap	
campfight	206	挑战太原之战_逐虎驱狼	挑战太原之战·逐虎驱狼	1	256	1	25	2	0	0	128	0	1	1	0	0	0	16	0	0	0	0	128	0	0	1						0	0	0	data\source\maps\挑战太原之战_逐虎驱狼\挑战太原之战_逐虎驱狼.jsonmap	
campfight	209	梵空禅院	梵空禅院	1	256	1	5	10	0	0	128	0	1	1	0	0	0	16	0	0	0	0	131	0	0							0	0	0	data\source\maps\梵空禅院\梵空禅院.jsonmap	
campfight	211	10人挑战太原之战_夜守孤城	10人挑战太原之战·夜守孤城	1	256	1	10	10	0	0	128	0	1	1	0	0	0	16	0	0	0	0	128	0	0	1						0	0	0	data\source\maps\10人挑战太原之战_夜守孤城\10人挑战太原之战_夜守孤城.jsonmap	
campfight	212	10人挑战太原之战_逐虎驱狼	10人挑战太原之战·逐虎驱狼	1	256	1	10	10	0	0	128	0	1	1	0	0	0	16	0	0	0	0	128	0	0	1						0	0	0	data\source\maps\10人挑战太原之战_逐虎驱狼\10人挑战太原之战_逐虎驱狼.jsonmap	
campfight	213	长歌门	长歌门	0	2	1	1500	10	1	0	0	0	1	0	0	0	1	16	1	0	0	0	131	0	1	1	0					0	1	0	data\source\maps\长歌门\长歌门.jsonmap	
campfight	214	五台山	五台山	0	1	1	1000	10	1	0	0	0	4	0	0	1	1	16	1	0	0	0	0	0	1	1	1					1	1	0	data\source\maps\五台山\五台山.jsonmap	
campfight	215	千岛湖	千岛湖	0	1	1	1000	10	1	0	0	0	4	0	0	1	1	16	1	0	0	0	0	0	1	1	1					1	1	0	data\source\maps\千岛湖\千岛湖.jsonmap	
campfight	216	阴山大草原	阴山大草原	0	1	1	1000	10	1	0	0	0	4	0	0	1	1	16	1	0	1	0	0	0	1	1	1					1	1	0	data\source\maps\阴山大草原\阴山大草原.jsonmap	
campfight	217	黑戈壁	黑戈壁	0	1	1	1000	10	1	0	0	0	4	0	0	1	1	16	1	0	0	0	0	0	1	1	1					1	1	0	data\source\maps\黑戈壁\黑戈壁.jsonmap	
campfight	218	引仙水榭	引仙水榭	1	256	1	5	10	0	0	128	0	1	1	0	0	0	16	0	0	0	0	131	0	0							0	0	0	data\source\maps\引仙水榭\引仙水榭.jsonmap	
campfight	219	微山书院	微山书院	1	256	1	5	10	0	0	128	0	1	1	0	0	0	16	0	0	0	0	131	0	0							0	0	0	data\source\maps\微山书院\微山书院.jsonmap	
campfight	220	永王行宫_仙侣庭园	永王行宫_仙侣庭园	1	256	1	10	10	0	0	128	0	1	1	0	0	0	16	0	0	0	0	128	0	0	1						0	0	0	data\source\maps\永王行宫_仙侣庭园\永王行宫_仙侣庭园.jsonmap	
campfight	221	永王行宫_花月别院	永王行宫_花月别院	1	256	1	10	10	0	0	128	0	1	1	0	0	0	16	0	0	0	0	128	0	0	1						0	0	0	data\source\maps\永王行宫_花月别院\永王行宫_花月别院.jsonmap	
campfight	222	挑战璨翠海厅	挑战璨翠海厅	1	400	1	5	10	0	0	128	0	1	1	0	0	0	16	0	0	0	0	131	0	0	1	0					0	0	0	data\source\maps\挑战璨翠海厅\挑战璨翠海厅.jsonmap	
campfight	224	英雄天泣林	英雄天泣林	1	1024	1	5	3	0	0	128	0	1	1	0	0	0	16	0	0	0	0	131	0	0							0	0	0	data\source\maps\英雄天泣林\英雄天泣林.jsonmap	
campfight	225	英雄微山书院	英雄微山书院	1	1024	1	5	3	0	0	128	0	1	1	0	0	0	16	0	0	0	0	131	0	0							0	0	0	data\source\maps\英雄微山书院\英雄微山书院.jsonmap	
campfight	227	英雄阴山圣泉	英雄阴山圣泉	1	1024	1	5	3	0	0	128	0	1	1	0	0	0	16	0	0	0	0	131	0	0							0	0	0	data\source\maps\英雄阴山圣泉\英雄阴山圣泉.jsonmap	
campfight	228	英雄梵空禅院	英雄梵空禅院	1	1024	1	5	3	0	0	128	0	1	1	0	0	0	16	0	0	0	0	131	0	0							0	0	0	data\source\maps\英雄梵空禅院\英雄梵空禅院.jsonmap	
campfight	229	英雄引仙水榭	英雄引仙水榭	1	1024	1	5	3	0	0	128	0	1	1	0	0	0	16	0	0	0	0	131	0	0							0	0	0	data\source\maps\英雄引仙水榭\英雄引仙水榭.jsonmap	
campfight	230	英雄永王行宫_花月别院	英雄永王行宫_花月别院	1	256	1	25	2	0	0	128	0	1	1	0	0	0	16	0	0	0	0	128	0	0	1						0	0	0	data\source\maps\英雄永王行宫_花月别院\英雄永王行宫_花月别院.jsonmap	
campfight	231	英雄永王行宫_仙侣庭园	英雄永王行宫_仙侣庭园	1	256	1	25	2	0	0	128	0	1	1	0	0	0	16	0	0	0	0	128	0	0	1						0	0	0	data\source\maps\英雄永王行宫_仙侣庭园\英雄永王行宫_仙侣庭园.jsonmap	
campfight	232	帮会永王行宫_仙侣庭园	试炼永王行宫_仙侣庭园	1	256	1	25	2	0	0	128	0	1	1	0	0	0	16	0	0	0	0	128	0	0	1				7		0	0	0	data\source\maps\帮会永王行宫_仙侣庭园\帮会永王行宫_仙侣庭园.map	
campfight	233	帮会永王行宫_花月别院	试炼永王行宫_花月别院	1	256	1	25	2	0	0	128	0	1	1	0	0	0	16	0	0	0	0	128	0	0	1				7		0	0	0	data\source\maps\帮会永王行宫_花月别院\帮会永王行宫_花月别院.map	
campfight	234	10人挑战永王行宫_仙侣庭园	10人挑战永王行宫_仙侣庭园	1	256	1	10	10	0	0	128	0	1	1	0	0	0	16	0	0	0	0	128	0	0	1						0	0	0	data\source\maps\10人挑战永王行宫_仙侣庭园\10人挑战永王行宫_仙侣庭园.jsonmap	
campfight	235	10人挑战永王行宫_花月别院	10人挑战永王行宫_花月别院	1	256	1	10	10	0	0	128	0	1	1	0	0	0	16	0	0	0	0	128	0	0	1						0	0	0	data\source\maps\10人挑战永王行宫_花月别院\10人挑战永王行宫_花月别院.jsonmap	
campfight	236	25人挑战永王行宫_仙侣庭园	25人挑战永王行宫_仙侣庭园	1	256	1	25	2	0	0	128	0	1	1	0	0	0	16	0	0	0	0	128	0	0	1						0	0	0	data\source\maps\25人挑战永王行宫_仙侣庭园\25人挑战永王行宫_仙侣庭园.jsonmap	
campfight	237	25人挑战永王行宫_花月别院	25人挑战永王行宫_花月别院	1	256	1	25	2	0	0	128	0	1	1	0	0	0	16	0	0	0	0	128	0	0	1						0	0	0	data\source\maps\25人挑战永王行宫_花月别院\25人挑战永王行宫_花月别院.jsonmap	
campfight	238	青竹书院	青竹书院	2	2048	1	1024	2	0	0	8	2	4	0	0	0	0	1	0	1	0	0	8	0	0	1	0			7		0	0	0	data\source\maps\青竹书院\青竹书院.jsonmap	
campfight	239	洛阳城北	洛阳城	0	1	1	1100	10	1	0	0	0	4	0	0	1	1	16	1	0	0	0	0	0	1	1	0					1	1	0	data\source\maps\洛阳城北\洛阳城北.jsonmap	
