ID	Name	Useage	BuffType	Level	MapBanMask	MapInvalidMask	ScriptFile
28476	PVX套装进战减气血回复_竞技场	39		2	0	0	
28484	江湖行记大攻防mark	51		1		0	
28508	绝境_圣明佑	187		1			
28524	战场切客户端debuff	13		1	0	0	
28541	绝境_大道定身	187		1			
28542	绝境·横扫六合	187		1	0	0	
28543	绝境·捕风式	187		1	0	0	
28544	绝境·抱残式	187		1	0	0	
28545	绝境·守缺式	187		1	0	0	
28546	绝境·捉影式	187		1	0	0	
28547	绝境·拿云式	187		1	0	0	
28548	绝境·长针	187		1	0	0	
28549	绝境·商阳指	187		1	0	0	
28550	绝境·钟林毓秀	187		1	0	0	
28551	绝境·兰摧玉折	187		1	0	0	
28552	绝境·破风	187		1	0	0	
28553	绝境·穿	187		1	0	0	
28554	绝境·太极无极	187		1	0	0	
28555	绝境·三环套月	187		1	0	0	
28556	绝境·剑飞惊天	187		1	0	0	
28557	绝境·龙牙	187		1	0	0	
28558	绝境·龙吟	187		1	0	0	
28559	绝境·灭	187		1	0	0	
28560	绝境·蛇影	187		1	0	0	
28561	绝境·蟾啸	187		1	0	0	
28562	绝境·夺命蛊	187		1	0	0	
28563	绝境·迷心蛊	187		1	0	0	
28564	绝境·枯残蛊	187		1	0	0	
28565	绝境·化血镖	187		1	0	0	
28566	绝境·孔雀翎	187		1	0	0	
28567	绝境·玉石俱焚	187		1	0	0	
28568	绝境·两仪化形	187		1	0	0	
28569	绝境·无我无剑	187		1	0	0	
28570	绝境·万剑归宗	187		1	0	0	
28571	绝境·天地无极	187		1	0	0	
28572	绝境·剑主天地	187		1	0	0	
28573	绝境·百足	187		1	0	0	
28574	绝境·追命箭	187		1	0	0	
28575	绝境·穿心弩	187		1	0	0	
28576	绝境·听雷	187		1	0	0	
28577	绝境·云飞玉皇	187		1	0	0	
28578	绝境·鹤归孤山	187		1	0	0	
28579	绝境·幽月轮	187		1	0	0	
28580	绝境·净世破魔击	187		1	0	0	
28581	绝境·烈日斩	187		1	0	0	
28582	绝境·银月斩	187		1	0	0	
28583	绝境·圣明佑	187		1	0	0	
28584	绝境·生死劫	187		1	0	0	
28585	绝境·驱夜断愁	187		1	0	0	
28586	绝境·韦陀献杵	187		1	0	0	
28587	绝境·摩诃无量	187		1	0	0	
28588	绝境·捉影式	187		1	0	0	
28589	绝境·五蕴皆空	187		1	0	0	
28590	绝境·大狮子吼	187		1	0	0	
28591	绝境·无相诀	187		1	0	0	
28592	绝境·春泥护花	187		1	0	0	
28593	绝境·星楼月影	187		1	0	0	
28594	绝境·少明指	187		1	0	0	
28595	绝境·芙蓉并蒂	187		1	0	0	
28596	绝境·傍花随柳	187		1	0	0	
28597	绝境·沧月	187		1	0	0	
28598	绝境·疾如风	187		1	0	0	
28599	绝境·撼如雷	187		1	0	0	
28600	绝境·渊	187		1	0	0	
28601	绝境·破坚阵	187		1	0	0	
28602	绝境·裂苍穹	187		1	0	0	
28603	绝境·断魂刺	187		1	0	0	
28604	绝境·冲阴阳	187		1	0	0	
28605	绝境·碎星辰	187		1	0	0	
28606	绝境·破苍穹	187		1	0	0	
28607	绝境·凌太虚	187		1	0	0	
28608	绝境·吞日月	187		1	0	0	
28609	绝境·生太极	187		1	0	0	
28610	绝境·任驰骋	187		1	0	0	
28611	绝境·三才化生	187		1	0	0	
28612	绝境·七星拱瑞	187		1	0	0	
28613	绝境·五方行尽	187		1	0	0	
28614	绝境·人剑合一	187		1	0	0	
28615	绝境·大道无术	187		1	0	0	
28616	绝境·坐忘无我	187		1	0	0	
28617	绝境·剑转流云	187		1	0	0	
28618	绝境·雷霆震怒	187		1	0	0	
28619	绝境·绛唇珠袖	187		1	0	0	
28620	绝境·帝骖龙翔	187		1	0	0	
28621	绝境·天地低昂	187		1	0	0	
28622	绝境·鹊踏枝	187		1	0	0	
28623	绝境·蛊虫献祭	187		1	0	0	
28624	绝境·女娲补天	187		1	0	0	
28625	绝境·雷震子	187		1	0	0	
28626	绝境·镇山河	187		1	0	0	
28627	绝境·疾	187		1	0	0	
28628	绝境·鸟翔碧空	187		1	0	0	
28629	绝境_太阴指	187		1	0	0	
28630	绝境·暗尘弥散	187		1	0	0	
28631	绝境·浮光掠影	187		1	0	0	
28632	绝境·啸如虎	187		1	0	0	
28633	绝境·风袖低昂	187		1	0	0	
28634	绝境·千蝶吐瑞	187		1	0	0	
28635	绝境·亢龙有悔	187		1	0	0	
28636	绝境·狂龙乱舞	187		1	0	0	
28637	绝境·龙战于野	187		1	0	0	
28638	绝境·潜龙勿用	187		1	0	0	
28639	绝境·棒打狗头	187		1	0	0	
28640	绝境·笑醉狂	187		1	0	0	
28765	战场排队禁止切心法	13		1	0	0	
28976	的卢排队前清人	53		1		0	
28998	绝境_五方会效buff	187		1			
29020	绝境_绛唇珠袖	187		1			
29069	绝境孔雀翎触发内置	187		1	0	0	
29084	延时检测玩家的帮会转阵营	13		1	0	0	世界规则/延时检测帮会转阵营.lua
29123	的卢血量监控	421		1	0	0	
29149	绝境_蟾啸npc	187		1	0		
29150	绝境_蛇影npc	187		1	0		
29158	绝境_蚀心蛊	187		1		0	
29244	百会_爆绝脉减疗	431		1	0	0	
29402	江湖行记小攻防mark	51		1		0	
29434	神威宝箱黑翼表现	53		2		0	
29440	神威宝箱黑翼滑行	53		1	1003	0	系统/神威宝箱黑翼滑翔.lua
29445	河西瀚漠牛车加分buff	88		1		0	
29449	河西瀚漠携带宝箱buff	88		1	0	0	
29721	业务繁忙	11		1	0	0	
29821	河西瀚漠载具维持判断	88		1		0	
29850	绝境·雾暗迷云	187		1	0	0	
29851	绝境·截阳	187		1	0	0	
29852	绝境·引窍	187		1	0	0	
29853	绝境·风流云散	187		1	0	0	
29897	绝境_绝脉buff	187		1	0	0	
29898	绝境_雾暗迷云混乱	187		1	0	0	
29925	河西瀚漠争夺区出界警告	88		1		0	
30141	黑山绝境已经被揭示规则的个人记录buff	187	Invalid	1	0	0	
30177	圣灵挑战_挑战阶段	446		1	0	0	
30187	禁令·绝境战场	13		1			
30314	暂时废弃-江南后续可以用	51		1	0	0	
30315	攻防战_易伤	51		1		0	
30427	丐帮减疗	82		1			
30478	不愧君减疗	120		1		0	
30613	战场守卫减伤防止刷伤害	44		1	0	0	
30633	名剑大会·对局火热	13		1		0	
30634	战场位移处理	13		1	0	0	
30668	战场衰减Skillmove位移距离处理	13		1		0	
30702	PVP附魔1护手战阶_气血监控	39		2		8	
30703	PVP附魔1护手战阶_效果添加	39		2		8	
30705	PVP附魔2护手战阶_全会心添加_太极秘录	39		2		8	
30707	PVP附魔1腰带战阶_被击加御劲_太极秘录	39		2		8	
30708	PVP附魔2腰带战阶_化劲转御劲_太极秘录	39		2		8	
30711	PVP附魔1帽子战阶_内置CD_太极秘录	39		2	0	0	
30716	PVP附魔1上衣战阶_持续回复效果_太极秘录	39		2		8	
30717	PVP附魔2上衣战阶_护盾_暗影千机	39		6		8	
30718	PVP附魔1鞋子战阶_水特效_太极秘录	39		2		8	
30720	PVP附魔2鞋子战阶_雷特效_太极秘录	39		2		8	
30746	林海绝境_PQ怪_减速	187		1	0	0	
30747	林海绝境_PQ怪_流血	187		1	0	0	
30839	竞技场_输机器人标记	13		1		0	
30991	绝境的纷扰·少林	187		1	255	0	
31017	寻宝_体服活动绝境物资计数用	187		1	0	0	
31140	战场开旗苍云专用计时buff	42		1		0	
31217	林海绝境记录当前武器类型	448		1	0	0	
31274	林海绝境记录当前项链	448		1	0	0	
31275	林海绝境记录当前腰坠	448		1	0	0	
31341	攻防刀宗爆炸伤害的内置CD	315		1		0	
31351	的卢区域浩气人数检测	421		1	0	0	
31362	战场排队记录	13		1	0	0	
31378	禁令·据点大旗	116		1		0	
31379	的卢区域恶人人数检测	421		1	0	0	
31671	绝境战场·乱武	187		1	511	0	
31700	奇穴_勾线减疗	450		1		0	
31920	寻宝_道具减疗	187		1	0	0	
31925	体服竞技场激励活动参加心法	13		1			
31931	流血战狼减疗	1		1			
32018	新前置boss难度自适应	53		1		264	
32138	提线减疗	450		1		0	
32297	攻防额外贡献值	53		1		0	
32623	雪山温泉_沈舟客_减疗	51		1		0	
32633	防止送人头刷战阶威望	53		1		0	
32798	竞技场重连	13		1		0	
32799	竞技场重连3次惩罚	13		1		0	
32812	据点大旗赛点CD	116		1		0	
32923	绝境战场乱武_奇境宝钞千累计数量	187		1	0	0	
33281	水领域减疗	468		1	0	0	
33311	竞技场准备阶段清cd	13		1		0	
33421	木_木灵珠减疗	468		1	0	0	
33459	土遁_减疗	468		1	0	0	
33527	5号_唐怀仁_落星炙炎减疗	464		1	0	0	
33612	名剑·保锋帖	88		1	0	0	
33727	大富翁_匹配不进入惩罚	88		1		0	
51275	绝境战场自动轮Buff	187	Invalid	1	0	0	
51276	绝境捕风减速	187		1			
51277	绝境_抱残式	187		1			沙漠风暴\抱残效果解除.lua
51278	绝境_守缺判定Buff	187	Invalid	1	0		
51280	绝境_商阳指	187		1			
51281	绝境_钟林毓秀	187		1			
51282	绝境·兰摧玉折	187		1			万花\万花_兰摧玉折_被驱散脚本.lua
51285	绝境破风减防御	187		1			
51286	绝境破风普通流血	187	Invalid	1	0		
51287	绝境破风额外流血	187	Invalid	1	0		
51291	绝境穿单体目标减速	187		1			
51292	绝境穿AOE减速	187		1			
51293	绝境_太极无极易伤	187	Invalid	1	0		
51300	绝境_龙吟重置技能事件	187	Invalid	1	0		
51307	绝境蛇影	187	Invalid	1	0		
51308	绝境蟾啸	187	Invalid	1	0		
51309	绝境_夺命蛊	187	Invalid	1	0		
51310	绝境_迷心蛊	187	Invalid	1	0		
51311	绝境_枯残蛊	187		1	0		
51316	绝境_化血镖	187	Invalid	1	0		
51317	绝境_孔雀翎	187	Invalid	1	0		沙漠风暴\孔雀翎被击解除.lua
51318	绝境_孔雀翎额外伤害	187	Invalid	1	0		
51319	绝境_孔雀翎初次触发内置CD	187	Invalid	1	0		
51324	绝境_万剑锁足	187		1	0		
51328	绝境·百足	187		1	0		沙漠风暴\再次触发百足伤害.lua
51329	绝境·百足重复攻击内置CD	187	Invalid	1	0		
51331	穿心弩减疗	187	Invalid	1	0		
51335	鹤归释放技能	187		1			
51341	月破连续伤害	187	Invalid	1	0		
51347	绝境摩诃击倒	187		1			沙漠风暴\摩诃无量解除.lua
51348	绝境摩诃眩晕	187		1	0		
51354	绝境_聂云速度变慢	187	Invalid	1	0		
51355	绝境·调息时间变慢	187		1			
51356	绝境·无相诀减伤	187		1			沙漠风暴\无相诀结束判定.lua
51357	绝境·春泥护花	187		1			
51358	绝境_星楼月影	187		1			
51359	绝境_傍花触发	187		1			
51360	绝境_定军	187		1			
51362	绝境·疾如风免控加速	187		1			
51364	绝境_禁止隐身标记	187	Invalid	1	0		
51365	绝境_撼如雷会心	187		1			
51366	绝境_渊冲刺维持	187	Invalid	1	0		沙漠风暴\渊冲刺结束.lua
51367	绝境_渊承伤	187		1	0		
51368	绝境_破坚阵无法减伤	187		1			
51369	绝境_断魂刺免控	187		1			
51371	绝境_裂苍穹	187		1			
51377	绝境战场禁用技能镇派	187		1	0		
51394	献祭护盾	187		1			
51396	绝境女娲补天	187		1	0		
51399	绝境蟾啸禁止释放	187	Invalid	1			
51401	绝境鹤归眩晕	187	Invalid	1	0		
51402	绝境剑飞	187		1			
51464	绝境_鸟翔碧空	187		1	0		
51466	绝境_暗尘弥散隐身	187	Invalid	1		0	
51467	绝境_浮光掠影隐身	187	Invalid	1		0	
51468	绝境_啸如虎	187		1			
51846	绝境亢龙有悔	187		1			
51847	绝境_狂龙乱舞	187	Invalid	1	0		
51848	绝境_棒打狗头冲刺换动作	187		1			绝境战场/绝境_棒打狗头冲刺换动作.lua
51849	绝境_笑醉狂免控减伤	187	Invalid	1			
51856	绝境_丐帮棒打降低化劲	187	Invalid	1		0	
51857	绝境_丐帮定身	187		1	0		
51858	绝境_丐帮锁足	187		1	0		
