SkillName	SkillID	KindType	FunctionType	BelongKungfu	BelongSchool	IgnoreCamp	MapBanMask	ScriptFile	Design_Effect
气场_六合独尊	20845	NeutralMagic	Normal	10554	12	0	0	npc/副本BOSS/攻防boss前置/张桎辕_六合独尊.lua	直接伤害技能
气场_六合独尊母技能	20846	Physics	Normal	10554	12	0	0	npc/副本BOSS/攻防boss前置/张桎辕_六合独尊母技能.lua	直接伤害技能
张桎辕_剑出鸿蒙	20847	Physics	Normal	10554	12	0	0	npc/副本BOSS/攻防boss前置/张桎辕_剑出鸿蒙.lua	直接伤害技能
防守方死守增益	20848	Physics	Normal	10554	12	0	0	npc/副本BOSS/攻防boss前置/防守方死守增益.lua	直接伤害技能
通用_成就技能	20948	Physics	Normal	10554	12	0	0	npc/副本BOSS/攻防boss前置/通用_成就技能.lua	直接伤害技能
乐山大佛窟落石	20965	Physics	Normal	10551	12	0	0	Quest/竞技场障碍破坏/乐山落石击飞.lua	直接伤害技能
拭剑台鼓撞击	20971	Physics	Normal	10551	12	0	0	Quest/竞技场障碍破坏/拭剑台鼓撞击.lua	直接伤害技能
乐山大佛落石小	21016	Physics	Normal	10551	12	0	0	Quest/竞技场障碍破坏/乐山落石小.lua	直接伤害技能
奶妈加战阶技能	21065	Physics	Normal	10554	12	0	0	npc/副本BOSS/攻防boss前置/奶妈加战阶技能.lua	直接伤害技能
气灵珠	21067	Physics	Normal	10554	12	0	0	Carrier/攻防_气灵珠.lua	直接伤害技能
乐山柱子矩形AOE	21072	Physics	Normal	10551	12	0	0	Quest/竞技场障碍破坏/乐山柱子倒塌矩形AOE.lua	直接伤害技能
月弄痕_刀墙击退	21115	Physics	Normal	10554	12	0	0	npc/副本BOSS/攻防boss前置/月弄痕_刀墙击退.lua	直接伤害技能
阵营烟花_浩气	21121	Physics	Normal	10324	13	0	0	江湖/烟花技能_阵营浩气.lua	直接伤害技能
防守方死守增益删除	21142	Physics	Normal	10554	12	0	0	npc/副本BOSS/攻防boss前置/防守方死守增益删除.lua	直接伤害技能
阵营烟花_浩气分线	21146	Physics	Normal	10324	13	0	0	江湖/烟花技能_浩气分线.lua	直接伤害技能
阵营烟花_中立转浩气	21147	Physics	Normal	10324	13	0	0	江湖/烟花技能_中立转浩气.lua	直接伤害技能
阵营烟花_恶人分线	21148	Physics	Normal	10324	13	0	0	江湖/烟花技能_恶人分线.lua	直接伤害技能
阵营烟花_中立转恶人	21149	Physics	Normal	10324	13	0	0	江湖/烟花技能_中立转恶人.lua	直接伤害技能
阵营烟花_恶人	21150	Physics	Normal	10324	13	0	0	江湖/烟花技能_阵营恶人.lua	直接伤害技能
MOBA战场装备	21762	None	Normal	10254	16	0	8	装备/MOBA战场装备.lua	直接伤害技能
召唤boss存在时给友方加增益效果	21778	Physics	Normal	10554	12	0	0	npc/副本BOSS/攻防boss前置/召唤Boss存在时给友方增益效果.lua	直接伤害技能
召唤boss存在时给友方删除增益	21807	Physics	Normal	10554	12	0	0	npc/副本BOSS/攻防boss前置/召唤Boss存在时给友方删除增益.lua	直接伤害技能
召唤boss存在时给友方加增益复制版	21808	Physics	Normal	10554	12	0	0	npc/副本BOSS/攻防boss前置/召唤boss存在时给友方加增益复制版.lua	直接伤害技能
召唤boss给新来的加增益	21809	Physics	Normal	10554	12	0	0	npc/副本BOSS/攻防boss前置/召唤boss给新来的加增益.lua	直接伤害技能
分川手	22229	Physics	Normal	10556	13	0	0	Quest/经首道源岛阵营日常/莫雨分川手.lua	直接伤害技能
龙影剑	22270	Physics	Normal	10556	13	0	0	Quest/经首道源岛阵营日常/毛毛龙影剑.lua	直接伤害技能
召唤boss存在时给超弱友方加增益效果	22556	Physics	Normal	10554	12	0	0	npc/副本BOSS/攻防boss前置/召唤boss存在时给超弱友方加增益效果.lua	直接伤害技能
月轮	22673	Physics	Damage	10600	13	0	0	Quest/蔷薇列岛阵营日常/月轮.lua	直接伤害技能
冲刺	22682	Physics	Damage	10600	13	0	0	Quest/蔷薇列岛阵营日常/冲刺.lua	直接伤害技能
伤害加击飞	22692	Physics	Damage	10600	13	0	0	Quest/蔷薇列岛阵营日常/伤害加击飞.lua	直接伤害技能
技能吟唱	22693	Physics	Damage	10600	13	0	0	Quest/蔷薇列岛阵营日常/技能吟唱.lua	直接伤害技能
据点争夺改良型神机雷	22711	None	Normal	10311	13	0	424	Carrier/据点争夺改良神机雷.lua	直接伤害技能
据点争夺改良型神机雷低伤	22734	None	Damage	10311	13	0	0	Carrier\据点争夺改良神机雷低伤.lua	直接伤害技能
据点争夺改良型神机雷高伤	22735	None	Damage	10311	13	0	0	Carrier\据点争夺改良神机雷高伤.lua	直接伤害技能
月轮蓄力	22747	Physics	Damage	10600	13	0	0	Quest/蔷薇列岛阵营日常/月轮蓄力.lua	直接伤害技能
杀NPC用的	22748	Physics	Damage	10600	13	0	0	Quest/蔷薇列岛阵营日常/杀NPC用.lua	直接伤害技能
单体杀NPC用的	22749	Physics	Damage	10600	13	0	0	Quest/蔷薇列岛阵营日常/单体杀NPC用的.lua	直接伤害技能
一死方休	22790	Physics	Damage	10600	13	0	0	Quest/蔷薇列岛阵营日常/一死方休.lua	直接伤害技能
震地AOE击飞	22791	Physics	Damage	10600	13	0	0	Quest/蔷薇列岛阵营日常/震地AOE击飞.lua	直接伤害技能
隐身显形	22817	Physics	Normal	10600	13		0	Quest/蔷薇列岛阵营日常/隐身显形.lua	直接伤害技能
蔷薇列岛神机台_追星	22842	None	Normal	10600	13	0	504	Quest/蔷薇列岛阵营日常/蔷薇列岛神机台_追星.lua	直接伤害技能
蔷薇列岛神机台_追星子技能	22843	None	Normal	10600	13	0	504	Quest/蔷薇列岛阵营日常/蔷薇列岛神机台_追星子技能.lua	直接伤害技能
蔷薇列岛神机台_追星技能伤害	22845	None	Normal	10600	13	0	504	Quest/蔷薇列岛阵营日常/蔷薇列岛神机台_追星技能伤害.lua	直接伤害技能
蔷薇列岛神机台_箭雨	22846	None	Normal	10600	13	0	504	Quest/蔷薇列岛阵营日常/蔷薇列岛神机台_箭雨.lua	直接伤害技能
蔷薇列岛神机台_箭雨子技能	22847	None	Normal	10600	13	0	504	Quest/蔷薇列岛阵营日常/蔷薇列岛神机台_箭雨子技能.lua	直接伤害技能
蔷薇列岛神机台_箭雨技能伤害	22848	None	Normal	10600	13	0	504	Quest/蔷薇列岛阵营日常/蔷薇列岛神机台_箭雨技能伤害.lua	直接伤害技能
蔷薇列岛神机台_扫射	22861	None	Normal	10600	13	0	504	Quest/蔷薇列岛阵营日常/蔷薇列岛神机台_扫射.lua	直接伤害技能
蔷薇列岛神机台_扫射技能伤害	22862	None	Damage	10600	13	0	504	Quest/蔷薇列岛阵营日常/蔷薇列岛神机台_扫射技能伤害.lua	直接伤害技能
召唤boss存在时给友方删除增益复制版	23013	Physics	Normal	10554	12	0	0	npc/副本BOSS/攻防boss前置/召唤Boss存在时给友方删除增益复制版.lua	直接伤害技能
毒王杖·挥	23060	Physics	Normal	10600	13	0	0	Quest/蔷薇列岛阵营日常/毒王杖·挥_肖药儿.lua	直接伤害技能
毒王杖·爆	23061	Physics	Normal	10600	13	0	0	Quest/蔷薇列岛阵营日常/毒王杖·爆_肖药儿.lua	直接伤害技能
剑流星·挥	23065	Physics	Normal	10600	13	0	0	Quest/蔷薇列岛阵营日常/剑流星·挥_可人.lua	直接伤害技能
剑流星	23066	Physics	Normal	10600	13	0	0	Quest/蔷薇列岛阵营日常/剑流星_可人.lua	直接伤害技能
乱世藏剑阵营日常	24921	Physics	Normal	0	13	0	0	Default.lua	直接伤害技能
和藏剑弟子的连线表现	24922	Physics	Normal	24921	13	0	1023	Quest/乱世藏剑阵营日常/藏剑弟子连线表现.lua	直接伤害技能
藏剑弟子_九溪弥烟	24926	Physics	Damage	24921	13		0	Quest/乱世藏剑阵营日常/藏剑弟子_九溪弥烟.lua	直接伤害技能
藏剑弟子_风来吴山	24927	Physics	Normal	24921	13		0	Quest/乱世藏剑阵营日常/藏剑弟子_风来吴山.lua	直接伤害技能
藏剑弟子_探梅	24928	Physics	Normal	24921	13			Quest/乱世藏剑阵营日常/藏剑弟子_探梅.lua	直接伤害技能
24929 藏剑弟子_自己打自己	24929	Physics	Normal	24921	13	0	0	Quest/乱世藏剑阵营日常/藏剑弟子_自己打自己.lua	直接伤害技能
藏剑弟子_风来吴山_伤害子技能	24933	Physics	Damage	24921	13		0	Quest/乱世藏剑阵营日常/藏剑弟子_风来吴山_伤害.lua	直接伤害技能
藏剑弟子_探梅_对人	24937	Physics	Normal	24921	13		0	Quest/乱世藏剑阵营日常/藏剑弟子_探梅_对人.lua	直接伤害技能
藏剑弟子_探梅_解控	24938	Physics	Normal	24921	13		0	Quest/乱世藏剑阵营日常/藏剑弟子_探梅_解控.lua	直接伤害技能
藏剑弟子_受到治疗记录	24963	None	Normal	24921	13	0	0	Quest/乱世藏剑阵营日常/藏剑弟子_受到治疗记录.lua	直接伤害技能
小怪_普通攻击	24967	Physics	Damage	24921	13			Quest/乱世藏剑阵营日常/小怪_普通攻击.lua	直接伤害技能
玩家_受到小怪攻击呼救	24968	Physics	Normal	24921	13	0	0	Quest/乱世藏剑阵营日常/玩家_受到小怪攻击呼救.lua	直接伤害技能
藏剑弟子_查看附近小怪数量	24998	Physics	Damage	24921	13		0	Quest/乱世藏剑阵营日常/藏剑弟子_查看附近小怪数量.lua	直接伤害技能
玩家_加速冲浪	25012	Physics	Normal	24921	13	0	0	Quest/乱世藏剑阵营日常/玩家_加速冲浪.lua	直接伤害技能
玩家_加速冲浪结束	25024	Physics	Normal	24921	13	0	0	Quest/乱世藏剑阵营日常/玩家_加速冲浪结束.lua	直接伤害技能
玩家_下冲浪板	25041	Physics	Normal	24921	13	0	0	Quest/乱世藏剑阵营日常/玩家_下冲浪板.lua	直接伤害技能
玩家_冲浪板击退	25045	NeutralMagic	Normal	24921	13	0	0	Quest/乱世藏剑阵营日常/玩家_冲浪板击退.lua	直接伤害技能
玩家_水枪气泡	25049	None	Normal	24921	13		0	Quest/乱世藏剑阵营日常/玩家_水枪气泡.lua	直接伤害技能
玩家_水枪水弹	25050	NeutralMagic	Normal	24921	13	0	0	Quest/乱世藏剑阵营日常/玩家_水枪水弹.lua	直接伤害技能
玩家_水枪AOE	25051	NeutralMagic	Normal	24921	13			Quest/乱世藏剑阵营日常/玩家_水枪AOE.lua	直接伤害技能
玩家_水枪气泡子技能	25057	Physics	Normal	24921	13	1	0	Quest/乱世藏剑阵营日常/玩家_水枪气泡子技能.lua	直接伤害技能
玩家_水枪AOE子技能	25064	NeutralMagic	Damage	24921	13		0	Quest/乱世藏剑阵营日常/玩家_水枪AOE子技能.lua	直接伤害技能
竞技场用轰炸	25102	Physics	Normal	10516	13	0	0	沙漠风暴/竞技场用轰炸圈.lua	直接伤害技能
竞技场_AOE拉进战斗	25103	Physics	Normal	10516	13	0	0	沙漠风暴/乱斗_全场拉进战斗.lua	直接伤害技能
竞技场_毒圈	25104	Physics	Normal	10516	13	0	0	沙漠风暴/乱斗_毒圈.lua	直接伤害技能
玩家_退出泉眼状态	25105	Physics	Normal	24921	13	0	0	Quest/乱世藏剑阵营日常/玩家_退出泉眼技能.lua	直接伤害技能
玩家_喷泉落地击退AOE	25112	NeutralMagic	Normal	24921	13	0	0	Quest/乱世藏剑阵营日常/玩家_喷泉落地击退AOE.lua	直接伤害技能
玩家_选择喷射点	25127	NeutralMagic	Normal	24921	13			Quest/乱世藏剑阵营日常/玩家_选择喷射点.lua	直接伤害技能
玩家_水枪水量查看	25164	None	Normal	24921	13		0	Quest/乱世藏剑阵营日常/玩家_水枪水量查看.lua	直接伤害技能
玩家_水枪加水	25165	None	Normal	24921	13		0	Quest/乱世藏剑阵营日常/玩家_水枪加水.lua	直接伤害技能
藏剑弟子_受攻击记录血量	25211	Physics	Normal	24921	13	0	0	Quest/乱世藏剑阵营日常/通用_收到小怪攻击记录血量.lua	直接伤害技能
矿车AOE	25241	Physics	Normal	24921	13	0	0	npc/副本BOSS/浩气盟/95级阵营_黑戈壁矿车AOE.lua	直接伤害技能
玩家_进入泉眼空技能	25247	None	Normal	24921	13		0	Quest/乱世藏剑阵营日常/玩家_进入泉眼空技能.lua	直接伤害技能
竞技场用轰炸_母技能	25388	Physics	Normal	10516	13	0	0	沙漠风暴/乱斗_轰炸圈母技能.lua	直接伤害技能
玩家_解除隐身技能	25478	Physics	Normal	24921	13	0	0	Quest/乱世藏剑阵营日常/玩家_解除隐身.lua	直接伤害技能
花海战场_俞长生_箭雨	25564	Physics	Normal	25090	13	0	0	Quest/万花_乱世/花海战场_俞长生_箭雨.lua	直接伤害技能
花海战场_俞长生_破竹势	25565	Physics	Normal	25090	13	0	0	Quest/万花_乱世/花海战场_俞长生_破竹势.lua	直接伤害技能
花海战场_俞长生_破竹势伤害	25566	Physics	Normal	25090	13	0	0	Quest/万花_乱世/花海战场_俞长生_破竹势伤害.lua	直接伤害技能
花海战场_俞长生_远程放箭	25567	Physics	Normal	25090	13	0	0	Quest/万花_乱世/花海战场_俞长生_远程放箭.lua	直接伤害技能
天策弟子_战八方	25709	Physics	Normal	24921	13			Quest/乱世藏剑阵营日常/天策弟子_战八方.lua	直接伤害技能
天策弟子_战八方伤害	25786	Physics	Damage	24921	13	0	0	Quest/乱世藏剑阵营日常/天策弟子_战八方伤害.lua	直接伤害技能
天策弟子_灭	25787	Physics	Damage	24921	13			Quest/乱世藏剑阵营日常/天策弟子_灭.lua	直接伤害技能
天策弟子_渊	25791	Physics	Normal	24921	13		0	Quest/乱世藏剑阵营日常/天策弟子_渊.lua	直接伤害技能
天策弟子_渊_动作	25793	Physics	Normal	24921	13		0	Quest/乱世藏剑阵营日常/天策_渊_动作.lua	直接伤害技能
天策弟子_渊_删除	25798	Physics	Damage	24921	13			Quest\乱世藏剑阵营日常\天策弟子_删除渊技能.lua	直接伤害技能
玩家_水枪气泡母技能	25846	NeutralMagic	Normal	24921	13			Quest/乱世藏剑阵营日常/玩家_水枪气泡母技能.lua	直接伤害技能
玩家_水枪气泡子技能	25847	NeutralMagic	Normal	24921	13	0	0	Quest/乱世藏剑阵营日常/玩家_水枪气泡子技能.lua	直接伤害技能
玩家_下冲浪板	25898	None	Normal	24921	13		0	Quest/乱世藏剑阵营日常/玩家_下马.lua	直接伤害技能
骑乘_2020阵营坐骑_浩气_空格	26120	None	Normal	10005	0	0	0	江湖/骑乘_2020阵营坐骑_浩气_空格.lua	直接伤害技能
骑乘_2020阵营坐骑_恶人_空格	26121	None	Normal	10005	0	0	0	江湖/骑乘_2020阵营坐骑_恶人_空格.lua	直接伤害技能
据点_范围判断	26214	Physics	Normal	26213	12	0	0	npc/副本BOSS/相州_漳水南路/据点/据点_范围判断.lua	直接伤害技能
据点_地方判断	26615	Physics	Normal	26213	12	0	0	npc/副本BOSS/相州_漳水南路/据点/据点_地方判断.lua	直接伤害技能
通用阵营boss普攻	28993	Physics	Normal	10132	12		0	npc/副本BOSS/浩气盟/通用boss普攻.lua	直接伤害技能
天原绝境_滑翔翼	29021	Physics	Normal	10516	13	0	0	沙漠风暴/天原绝境_滑翔翼.lua	直接伤害技能
天原绝境_照明火把释放	29043	None	Damage	10516	13			沙漠风暴/天原绝境_照明火把释放.lua	直接伤害技能
天原绝境_照明火把实际效果	29044	None	Damage	10516	13			沙漠风暴/照明火把实际效果.lua	直接伤害技能
天原绝境_燧石单体	29051	Physics	Normal	10516	13	0	0	沙漠风暴/天原绝境_燧石点燃技能.lua	直接伤害技能
天原绝境_冰雹aoe	29055	Physics	Normal	10516	13	0	0	沙漠风暴/天原绝境_冰雹aoe.lua	直接伤害技能
天原绝境_剑宗深寒	29056	Physics	Normal	10516	13	0	0	沙漠风暴/天原绝境_剑宗深寒.lua	直接伤害技能
天原绝境_武家炽血	29061	Physics	Normal	10516	13	0	0	沙漠风暴/天原绝境_剑宗炽血.lua	直接伤害技能
天原绝境_橙色下装被击降攻击	29068	Physics	Normal	10516	13	0	0	沙漠风暴/天原绝境_橙胖次降攻击.lua	直接伤害技能
天原绝境_战象践踏	29146	None	Damage	10516	13			沙漠风暴/天原绝境战象践踏.lua	直接伤害技能
天原绝境_战象冲锋	29264	None	Damage	10516	13			沙漠风暴/天原绝境战象冲刺.lua	直接伤害技能
天原绝境_战象下车	29267	Physics	Normal	10516	13	0	0	沙漠风暴/天原绝境战象下车.lua	直接伤害技能
天原绝境_战象践踏母技能	29283	Physics	Normal	10516	13	0	0	沙漠风暴/天原绝境战象践踏母技能.lua	直接伤害技能
召唤_小七	29332	None	Normal	10554	12	0	0	npc/副本BOSS/攻防boss前置/召唤_小七.lua	直接伤害技能
召唤_游驹	29333	None	Normal	10554	12	0	0	npc/副本BOSS/攻防boss前置/召唤_游驹.lua	直接伤害技能
召唤_司徒一一	29334	None	Normal	10554	12	0	0	npc/副本BOSS/攻防boss前置/召唤_司徒.lua	直接伤害技能
召唤_白某	29335	None	Normal	10554	12	0	0	npc/副本BOSS/攻防boss前置/召唤_白某.lua	直接伤害技能
天原绝境_极寒掉血	29342	Physics	Normal	10516	13	0	0	Default.lua	直接伤害技能
天原绝境_战象推人母技能	29476	Physics	Normal	10516	13	0	0	沙漠风暴/天原绝境战象推人母技能.lua	直接伤害技能
天原绝境_天玄冰	29637	Physics	Normal	10516	13	0	0	沙漠风暴/天原绝境_天玄冰.lua	直接伤害技能
冬奥会踩圈AOE	30148	None	Normal	10516	13	1	0	沙漠风暴/天原绝境_冬奥踩圈AOE.lua	直接伤害技能
冬奥会空模AOE	30153	None	Normal	10516	13		0	沙漠风暴/天原绝境_冬奥空模AOE.lua	直接伤害技能
阵营首领掉血加战阶技能	30429	Physics	Normal	10554	12	0	0	npc/副本BOSS/攻防boss前置/阵营boss掉血加战阶.lua	直接伤害技能
杀鸡_退出战场	31269	Physics	Normal	10433	13	0	0	Quest/羊村/杀鸡_退出战场.lua	直接伤害技能
降落途中加速	31463	Physics	Normal	10516	13	0	0	沙漠风暴/天原绝境飞机加速.lua	直接伤害技能
恢复降落速度	31472	Physics	Normal	10516	13	0	0	沙漠风暴/天原绝境飞机加速.lua	直接伤害技能
天原绝境_冰封复活	31507	Physics	Normal	10516	13	0	0	沙漠风暴/天原主动复活.lua	直接伤害技能
长空浩荡	32352	None	Normal	10179	13	0	0	江湖/阵营喷绘_浩气.lua	直接伤害技能
逍遥无羁	32353	None	Normal	10179	13	0	0	江湖/阵营喷绘_恶人.lua	直接伤害技能
春泥护花_绝境战场	33285	NeutralMagic	Normal	10018	2			万花\万花_养心决_春泥护花.lua	直接伤害技能
洱海绝境_脱战附近aoe	35149	Physics	Normal	10516	13	0	0	沙漠风暴/洱海绝境脱战烫人.lua	直接伤害技能
绘影·穆玄英	35386	None	Normal	10179	13	0	0	江湖/阵营喷绘_穆玄英.lua	直接伤害技能
绘影·莫雨	35387	None	Normal	10179	13	0	0	江湖/阵营喷绘_莫雨.lua	直接伤害技能
绝境·扶摇直上	37681	Leap	Fly	64888	13			江湖/江湖轻功_扶摇直上.lua	轻功
绝境·蹑云逐月	37682	Leap	Fly	64888	13			江湖\江湖轻功_蹑云逐月.lua	轻功
绝境·凌霄揽胜	37683	Leap	Fly	64888	13			江湖\江湖轻功_凌霄揽胜.lua	轻功
绝境·瑶台枕鹤	37684	Leap	Fly	64888	13			江湖\江湖轻功_瑶台枕鹤.lua	轻功
绝境·迎风回浪	37685	Leap	Fly	64888	13			江湖\江湖轻功_迎风回浪.lua	轻功
绝境·后撤	37686	Leap	Fly	64888	13			江湖\后撤.lua	轻功
绝境·回风扫叶	37687	Adaptive	Damage	64888	13			绝境战场/绝境_回风扫叶.lua	直接伤害技能
绝境渊被击	37717	Physics	Damage	64902	13			绝境战场/绝境_渊触发技能事件.lua	直接伤害技能
绝境·骑乘	37746	None	Damage	64888	13		1	江湖\骑乘.lua	直接伤害技能
道具_临时飞爪_皆传	37923	Physics	Normal	64888	13	0	0	沙漠风暴/绝境·临时飞爪.lua	直接伤害技能
攻防BOSS检测周围敌对人数AOE	38252	Physics	Normal	10554	12	0	0	npc/副本BOSS/攻防boss前置/攻防boss检测周围敌对玩家人数.lua	直接伤害技能
绝境·扶摇直上·悟	38381	Leap	Fly	64888	13			江湖/绝境战场_移动端_扶摇.lua	轻功
绝境·蹑云逐月·悟	38382	Leap	Fly	64888	13			江湖/绝境战场_移动端_蹑云逐月.lua	轻功
玉石俱焚额外伤害	38644	Adaptive	Damage	64902	13			绝境战场/绝境玉石额外伤害.lua	直接伤害技能
绝境·雾暗迷云	39483	Adaptive	Normal	64888	13	0	0	绝境战场/绝境_雾暗迷云.lua	直接伤害技能
绝境·截阳	39492	Adaptive	Normal	64888	13	0	0	绝境战场/绝境·截阳.lua	直接伤害技能
绝境·引窍	39493	Adaptive	Normal	64888	13	0	0	绝境战场/绝境·引窍.lua	直接伤害技能
绝境·风流云散	39494	Leap	Normal	64888	13	0	0	绝境战场/绝境·风流云散.lua	直接伤害技能
绝境截阳实际伤害子技能	39526	Adaptive	Damage	64902	13			绝境战场/绝境截阳伤害子技能.lua	直接伤害技能
绝境引窍伤害子技能	39527	Adaptive	Damage	64902	13			绝境战场/绝境引窍伤害子技能.lua	直接伤害技能
绝境绝脉层数消除后造成伤害子技能	39528	Adaptive	Damage	64902	13			绝境战场/绝境绝脉爆炸伤害.lua	直接伤害技能
绝境·扶摇直上·林海	41281	Leap	Fly	64888	13			江湖/江湖轻功_扶摇直上绝境专用.lua	轻功
绝境·蹑云逐月·林海	41282	Leap	Fly	64888	13			江湖\江湖轻功_蹑云逐月绝境专用.lua	轻功
绝境·扶摇直上·悟·林海	41283	Leap	Fly	64888	13			江湖/绝境战场_移动端_扶摇.lua	轻功
绝境·蹑云逐月·悟·林海	41284	Leap	Fly	64888	13			江湖/绝境战场_移动端_蹑云逐月.lua	轻功
林海绝境进战	41291	Physics	Normal	64888	13	0	0	江湖/林海绝境进战.lua	直接伤害技能
林海绝境脱战	41292	Physics	Normal	64888	13	0	0	江湖/林海绝境脱战.lua	直接伤害技能
新攻防前置boss死亡人数检测	43084	None	Normal	10211	13	0	0	Quest/新攻防前置boss死亡.lua	直接伤害技能
攻防载具死亡范围加成就	45089	None	Normal	10315	13	0	0	Carrier/攻防载具死亡范围加成就.lua	直接伤害技能
绝境战场技能	64888	Physics	Normal	0	13	0	0	Default.lua	直接伤害技能
绝境_四象轮回（武器初始）	64889	Adaptive	Damage	64888	13			绝境战场\绝境_四象轮回.lua	直接伤害技能
绝境_穿云（武器初始）	64890	Adaptive	Damage	64888	13			绝境战场\绝境_穿云.lua	瞬间刺出多枪，随着等级提升，次数变化。直接伤害技能
绝境_普渡四方（武器初始）	64891	Adaptive	Damage	64888	13			绝境战场\绝境_普渡四方.lua	直接伤害技能
绝境_夺魄箭（武器初始）	64892	Adaptive	Damage	64888	13		0	绝境战场\绝境_夺魄箭.lua	直接伤害技能
绝境_夕照雷锋（武器初始）	64893	Adaptive	Damage	64888	13		0	绝境战场\绝境_夕照雷锋.lua	直接伤害技能
绝境_阳明指（武器初始）	64894	Adaptive	Damage	64888	13			绝境战场\绝境_阳明指.lua	直接伤害技能
绝境_蝎心（武器初始）	64895	Adaptive	Normal	64888	13		0	绝境战场\绝境_蝎心.lua	直接伤害技能
绝境_赤日轮（武器初始）	64896	Adaptive	Damage	64888	13		0	绝境战场\绝境_赤日轮.lua	直接伤害技能
绝境_江海凝光（武器初始）	64897	Adaptive	Damage	64888	13			绝境战场\绝境_江海凝光.lua	直接伤害技能
绝境_横扫六合	64898	Adaptive	Normal	64888	13			绝境战场\绝境_横扫六合.lua	直接伤害技能
绝境_捕风式	64899	Adaptive	Damage	64888	13			绝境战场\绝境_捕风式.lua	直接伤害技能
绝境_抱残式	64900	SolarMagic	Damage	64888	13			绝境战场\绝境_抱残式.lua	直接伤害技能
绝境_守缺式	64901	SolarMagic	Damage	64888	13			绝境战场\绝境_守缺式.lua	直接伤害技能
绝境战场子技能	64902	Physics	Normal	0	13	0	0	Default.lua	直接伤害技能
绝境_夕照雷锋伤害子技能	64903	Adaptive	Normal	64902	13	0	0	绝境战场\绝境_夕照雷锋伤害子技能.lua	直接伤害技能
赤日轮一段子技能	64983	Adaptive	Damage	64902	13		0	绝境战场\绝境_赤日轮一段.lua	直接伤害技能
赤日轮二段子技能	64984	Adaptive	Damage	64902	13		0	绝境战场\绝境_赤日轮二段.lua	直接伤害技能
赤日轮三段子技能	64985	Adaptive	Damage	64902	13		0	绝境战场\绝境_赤日轮三段.lua	直接伤害技能
绝境自动轮判断技能	64986	None	Normal	64902	13	0	0	绝境战场\绝境_赤日轮自动释放.lua	直接伤害技能
横扫六合单体伤害	64987	Adaptive	Damage	64902	13			绝境战场\绝境_横扫六合单体.lua	直接伤害技能
横扫六合AOE伤害	64988	Adaptive	Damage	64902	13			绝境战场\绝境_横扫六合AOE.lua	直接伤害技能
绝境守缺式一段	64989	Adaptive	Damage	64902	13			绝境战场\绝境_一段守缺.lua	直接伤害技能
绝境守缺式二段	64990	Adaptive	Damage	64902	13			绝境战场\绝境_二段守缺.lua	直接伤害技能
绝境_拿云式	64991	Adaptive	Damage	64888	13			绝境战场\绝境_拿云式.lua	直接伤害技能
绝境_长针	64992	None	Normal	64888	13			绝境战场\绝境_长针.lua	直接伤害技能
绝境_商阳指	64993	Adaptive	Damage	64888	13			绝境战场\绝境_商阳指.lua	直接伤害技能
绝境_钟林毓秀	64994	Adaptive	Damage	64888	13			绝境战场\绝境_钟林毓秀.lua	直接伤害技能
绝境·兰摧玉折	64995	Adaptive	Damage	64888	13			绝境战场\绝境_兰摧玉折.lua	直接伤害技能
绝境_破风	64996	Adaptive	Damage	64888	13			绝境战场\绝境_破风.lua	给予目标一个流血效果，可以反复叠加，加深伤害，达到5次后每次造成固定伤害并刷新，同时该技能有很大仇恨
破风额外流血	65019	Adaptive	Damage	64902	13			绝境战场\绝境_破风额外流血.lua	给予目标一个流血效果，可以反复叠加，加深伤害，达到5次后每次造成固定伤害并刷新，同时该技能有很大仇恨
破风普通流血	65020	Adaptive	Damage	64902	13			绝境战场\绝境_破风普通流血.lua	给予目标一个流血效果，可以反复叠加，加深伤害，达到5次后每次造成固定伤害并刷新，同时该技能有很大仇恨
绝境_穿	65022	Adaptive	Damage	64888	13			绝境战场\绝境_穿.lua	直接伤害技能
穿当前目标减速	65023	None	Slow	64902	13		0	绝境战场\绝境_穿当前减速.lua	直接伤害技能
绝境_太极无极	65024	Adaptive	Damage	64888	13			绝境战场\绝境_太极无极.lua	直接伤害技能
绝境_三环套月	65026	Adaptive	Damage	64888	13			绝境战场\绝境_三环套月.lua	瞬间刺出多枪，随着等级提升，次数变化。直接伤害技能
三环套月额外触发伤害	65027	Adaptive	Damage	64902	13			绝境战场\绝境_三环套月额外伤害.lua	直接伤害技能
绝境_剑飞惊天	65028	Adaptive	Damage	64888	13			绝境战场\绝境_剑飞惊天.lua	直接伤害技能
绝境_龙牙	65029	Adaptive	Damage	64888	13			绝境战场\绝境_龙牙.lua	直接伤害技能
绝境龙牙冲刺技能	65030	Physics	Damage	64902	13			绝境战场\绝境_绝境龙牙冲刺技能.lua	直接伤害技能
绝境_龙吟	65036	Adaptive	Damage	64888	13			绝境战场\绝境_龙吟.lua	直接伤害技能
绝境龙吟重置CD	65037	None	Normal	64902	13		0	绝境战场\绝境_龙吟重置CD.lua	直接伤害技能
绝境_灭	65038	Adaptive	Damage	64888	13			绝境战场\绝境_灭.lua	直接伤害技能
绝境·灭低血量目标伤害	65039	Adaptive	Damage	64902	13			绝境战场\绝境_灭低血量目标.lua	直接伤害技能
绝境·灭高血量目标伤害	65040	Adaptive	Damage	64902	13			绝境战场\绝境_灭高血量目标.lua	直接伤害技能
