ID	Name	Useage	BuffType	Level	MapBanMask	ScriptFile
15817	通用_主T强仇buff总控	40		2		npc\副本BOSS\攻防boss前置\小攻防免拉buff.lua
15820	蔷薇列岛阵营日常人数检测buff	88		1		
15847	每跳上传战阶数据	116		1		
15858	BattlePass大攻防周完成标记	51		1		
15859	BattlePass小攻防周完成标记	51		1		
15865	加分特效	88		1		
15886	BattlePass据点贸易完成标记	51		1		
15903	据点争夺CD计时器	116		1		
15918	蔷薇列岛载具维持判断	114		1		
15947	一死方休	88		1		
15954	攻防霸刀标记	53		1		
15977	100级阵营拾取CD1	88		1		
15978	100级阵营拾取CD2	88		1		
15979	100级阵营拾取CD3	88		1		
16007	蔷薇列岛新手免伤	88		1		
16120	召唤张桎辕标记	40		1		
16123	召唤司空仲平标记	40		1		
16124	召唤影标记	40		1		
16125	召唤米丽古丽标记	41		1		
16126	召唤烟标记	41		1		
16127	召唤陶寒亭标记	41		1		
16195	100级阵营拾取CD4	88		1		
16586	绝境的馈赠_少林	187		1	255	
16586	绝境的馈赠_天策	187		2	255	
16586	绝境的馈赠_纯阳	187		3	255	
16586	绝境的馈赠_藏剑	187		4	255	
16586	绝境的馈赠_丐帮	187		5	255	
16586	绝境的馈赠_苍云	187		6	255	
16586	绝境的馈赠_五毒	187		7	255	
16586	绝境的馈赠_明教	187		8	255	
16586	绝境的馈赠_凌雪	187		9	255	
16586	绝境的馈赠_衍天	187		10	255	
16586	绝境的馈赠_长歌	187		11	255	
16586	绝境的馈赠_唐门	187		12	255	
16586	绝境的馈赠_七秀	187		13	255	
16586	绝境的馈赠_万花	187		14	255	
16586	绝境的馈赠_药宗	187		15	255	
16586	绝境的馈赠_霸刀	187		16	255	
16586	绝境的馈赠_蓬莱	187		17	255	
16586	绝境的馈赠_刀宗	187		18	255	
16586	绝境的馈赠_唐门天罗诡道	187		19	255	
16586	绝境的馈赠_纯阳太虚剑意	187		20	255	
16586	绝境的馈赠_万灵山庄	187		21	255	
16586	绝境的馈赠_段氏	187		22	255	
16586	绝境的馈赠_无相楼	187		23	255	
16598	蔷薇列岛阵营区域死亡计数	88		1		
16654	竞技场能力修正	13		1		
16654	竞技场能力修正	13		2		
16664	剑纯实际减疗效果	3		1		
16664	剑纯实际减疗效果	3		2		
16664	剑纯实际减疗效果	3		3		
16664	剑纯实际减疗效果	3		4		
16664	剑纯实际减疗效果	3		5		
16665	延迟处理减疗添加	3		1		纯阳/套路及子技能/延迟删表现buff.lua
16717	大小攻防开战地图标记	116		1		
16735	帮会转阵营个人补转buff	53		1		
16745	拍卖BUG_欠债还钱	51		1		
16928	5号_安小逢_普攻流血	240		1		npc/副本BOSS/范阳夜变/5号_安小逢/加减疗.lua
16928	5号_安小逢_普攻流血	240		2		npc/副本BOSS/范阳夜变/5号_安小逢/加减疗.lua
16967	新苍云特殊武器_减疗	39		1		
17076	斩火降低目标化劲	8		1		
17200	内功通用不脱战减疗	220		1		
17468	[17468]扰乱阵营秩序	116		1		
17488	名剑大会每周五场胜利标记	42		1		
17644	竞技场55机器人减疗修正	13		1		
17678	竞技场OB防被打	13		1		
17753	小攻防占坑延迟神行过图	116		1		
17787	小攻防过图延迟	116		1		
17791	小攻防占坑过图记录地图	116		1		
17792	小攻防占坑过图记录x坐标	116		1		
17793	小攻防占坑过图记录y坐标	116		1		
17794	小攻防占坑过图记录z坐标	116		1		
17915	藏剑弟子探梅冲刺表现	88		1		Quest/乱世藏剑阵营日常/藏剑弟子_探梅动作buff.lua
17931	藏剑弟子治疗记录实际记录的buff	88		1		Quest/乱世藏剑阵营日常/藏剑弟子_受到治疗记录buff.lua
17938	藏剑弟子和玩家相连	88		1		Quest\乱世藏剑阵营日常\玩家_有跟随记号.lua
17938	藏剑弟子和玩家相连	88		2		Quest\乱世藏剑阵营日常\玩家_有跟随记号.lua
17980	阵营日常_冲浪最大速度	88		1		
17981	阵营日常_冲浪加速中	88		1		
17987	阵营日常_冲浪中	88		1		Quest/乱世藏剑阵营日常/玩家_冲浪状态buff.lua
17989	阵营日常_冲浪实际加速	88		1		
17992	阵营日常_控制水枪	88		1		Quest\乱世藏剑阵营日常\玩家_控制水枪拥有buff.lua
17993	阵营日常_伤害水枪	88		1		Quest\乱世藏剑阵营日常\玩家_伤害水枪拥有buff.lua
17994	阵营日常_水泡	88		1		Quest\乱世藏剑阵营日常\玩家_水枪水泡消失.lua
18004	持续减疗效果	260		1		
18019	[18019]阵营日常_进入泉眼状态_玩家	88		1		Quest\乱世藏剑阵营日常\进入泉眼状态buff.lua
18023	阵营日常_跳出泉眼状态	88		1		Quest\乱世藏剑阵营日常\跳出泉眼状态buff.lua
18024	竞技场场中标记	187		1		
18029	[18029]阵营日常_进入泉眼状态_npc	88		1		Quest\乱世藏剑阵营日常\进入泉眼状态buff.lua
18031	百步穿杨减化劲	7		1		
18038	减疗免疫	260		1		
18047	阵营日常_隐身区域判断	88		1		
18048	阵营日常_隐身	88		1		Quest\乱世藏剑阵营日常\隐身区域判断.lua
18080	阵营日常_拾取CD1	88		1		
18095	藏剑弟子观察血量buff	88		1		
18104	藏剑弟子持续扣血	88		1		Quest\乱世藏剑阵营日常\藏剑弟子扣血状态buff.lua
18107	藏剑弟子跟随状态	88		1		Quest\乱世藏剑阵营日常\藏剑弟子跟随状态buff.lua
18107	藏剑弟子跟随状态	88		2		Quest\乱世藏剑阵营日常\藏剑弟子跟随状态buff.lua
18142	阵营日常_水枪水量记录	88		1		
18144	阵营日常_矿车拾取权限	88		1		
18145	阵营日常_加分buff	88		1		
18146	阵营日常_冲浪减速中	88		1		
18262	4号_特殊减疗	252		1		
18262	4号_特殊减疗	252		2		
18262	4号_特殊减疗	252		3		
18267	阵营日常_冲浪跳跃中	88		1		Quest\乱世藏剑阵营日常\玩家_冲浪板跳跃.lua
18305	阵营日常_冲浪板	88		1		Quest\乱世藏剑阵营日常\玩家_冲浪板拥有buff.lua
18333	周边_受伤的万花弟子减疗	258		1		
18522	天策弟子_渊	88		1		
18531	天策弟子_渊_换动作	88		1		Quest/乱世藏剑阵营日常/天策弟子_渊动作buff.lua
18534	天策弟子_骑马换模	88		1		Quest\乱世藏剑阵营日常\天策弟子_奔跑.lua
18534	天策弟子_骑马换模	88		2		Quest\乱世藏剑阵营日常\天策弟子_奔跑.lua
18534	天策弟子_骑马换模	88		3		Quest\乱世藏剑阵营日常\天策弟子_奔跑.lua
18535	天策弟子跟随状态	88		1		Quest\乱世藏剑阵营日常\藏剑弟子跟随状态buff.lua
18608	阵营日常_npc水泡	88		1		
18614	阵营日常_npc跳跃判定	88		1		Quest/乱世藏剑阵营日常/气泡npc跳跃判定.lua
18660	阵营日常_水中判定	88		1		
18661	阵营日常_溺水	88		1		Quest/乱世藏剑阵营日常/通用溺水.lua
18663	阵营日常_操作泉眼	88		1		
18674	阵营日常_冲浪最小速度	88		1		
18688	1102战阶积分记录	51		1		
18762	乱世藏剑新手免伤	88		1		
18823	伪·万剑归宗减疗	51		1		
18875	据点_玩家标记	274		1		
18877	据点_敌军标记	274		1		
19008	许愿树·名剑大会	247		1		
19009	许愿树·驰骋战场	247		1		
19210	一号据点增益_回血	274		1		
19210	一号据点增益_回血	274		2		
19211	二号据点增益_减伤	274		1		
19212	三号据点增益_增伤	274		1		
19213	一号据点减益_掉血	274		1		
19213	一号据点减益_掉血	274		2		
19214	二号据点减益_易伤	274		1		
19215	三号据点减益_减伤	274		1		
19263	禁令·阵营日常	13		1		
19263	禁令·阵营日常	13		2		
19263	禁令·阵营日常	13		3		
19264	禁令·阵营战场	13		1		
19264	禁令·阵营战场	13		2		
19264	禁令·阵营战场	13		3		
19265	禁令·名剑大会 	13		1		
19265	禁令·名剑大会 	13		2		
19265	禁令·名剑大会 	13		3		
19266	禁令·阵营攻防	13		1		
19266	禁令·阵营攻防	13		2		
19266	禁令·阵营攻防	13		3		
19404	战场本周双倍威望	42		1		
19419	弱势阵营威望加成	53		1		
19419	弱势阵营威望加成	53		2		
19419	弱势阵营威望加成	53		3		
19461	阵营随机日常完成标记	13		1		
19548	竞技场练习机器人标记	13		1		
19582	战场领10000威望触发黑白路标记	42		1		
19583	禁行·阵营日常	13		1		
19584	禁行·阵营战场	13		1		
19585	禁行·名剑大会	13		1		
19585	禁行·名剑大会	13		2		
19585	禁行·名剑大会	13		3		
19586	禁行·阵营攻防	13		1		
19590	禁行·绝境战场	13		1		
19621	江湖行记记录战场每周发奖次数	42		1		
19652	战场站旗时长统计	12		1		
19819	阵营日常_伤害水枪_置灰	88		1		
19820	阵营日常_控制水枪_置灰	88		1		
19888	首领的震怒·阵营攻防	13		1		
19904	禁书·阵营日常	13		1		
19905	禁书·绝境战场	13		1		
19906	禁书·名剑大会	13		1		
19906	禁书·名剑大会	13		2		
19906	禁书·名剑大会	13		3		
19909	禁书·阵营攻防	13		1		
19968	修罗僧_P1_减疗	270		1		
20116	竞技场--赛季段位继承	13		1		Quest/竞技场_赛季结算buff.lua
20216	攻防NPC浮空慢慢下落	40		1		
20249	道具_平沙递减标记Buff	187		1		
20307	伊夜影豹buff	40		1		
20382	伊夜持续转面向控制	40		1		
20391	攻防boss不自动转面向-AI判	40		1		
20397	丁丁冰霜buff	40		1		
20812	[20812]铁骨奇穴_慑服_御劲	139		1		
20815	[20815]玄一逐层驱散表现	3		1		纯阳\减疗表现Buff结束相关处理.lua
20881	攻防boss通用自我循环检测	40		1		
21027	神占标记Buff	260		1		衍天/套路及子技能/移除三星临无视化劲标记.lua
21027	神占标记Buff	260		2		衍天/套路及子技能/移除三星临无视化劲标记.lua
21027	神占标记Buff	260		3		衍天/套路及子技能/移除三星临无视化劲标记.lua
21124	天原绝境_滑翔维持	187		1	255	沙漠风暴/天原绝境_滑翔翼维持.lua
21139	天原绝境_火焰表现	187		1		
21142	天原绝境_烟雾表现	187		1		
21172	天原绝境_燧石点燃	187		1		
21174	天原绝境_照明弹范围显示	187		1		
21175	天原绝境_温度层数	187		1		
21181	天原绝境_寒冷	187		1		
21181	天原绝境_极寒	187		2		
21182	天原绝境_寒冷降低血上限	187		1		
21188	天原绝境_武家饮血dot	187		1		
21193	天原绝境_剑宗饮冰冻结	187		1		
21194	天原绝境_剑宗饮冰内置cd	187		1		
21226	天原绝境_橙胖次降攻击	187		1		
21409	天原绝境_战象冲锋标记	187		1		
21410	天原绝境_战象骑乘	187		1		沙漠风暴/天原战象维持.lua
21428	天原绝境_人数显示	187		1		
21436	天原绝境_滑索cd	187		1		
21438	攻防奇袭场禁用轻功	53		1		
21438	攻防奇袭场禁用轻功	53		2		
21454	天原绝境_谷风降温	187		1		沙漠风暴/天原绝境谷风debuff.lua
21458	天原绝境_温暖区	187		1		
21589	天原绝境_战象每秒推人	187		1		
21824	玄一逐层驱散实际	3		1		纯阳\减疗实际Buff结束相关处理.lua
21824	玄一逐层驱散实际	3		2		纯阳\减疗实际Buff结束相关处理.lua
21824	玄一逐层驱散实际	3		3		纯阳\减疗实际Buff结束相关处理.lua
21824	玄一逐层驱散实际	3		4		纯阳\减疗实际Buff结束相关处理.lua
21824	玄一逐层驱散实际	3		5		纯阳\减疗实际Buff结束相关处理.lua
21831	用于NPC延迟删除减疗表现	3		1		纯阳/NPC减疗被转移处理.lua
21847	凌云梯_竞技场出来后尝试触发	109		1		
21977	系统_精神对应减疗	290		1		
22024	徒弟和师父一起战场结算的标记buff	13		1		
22040	小攻防全程参与时长	88		1		
22041	大攻防全程参与时长	88		1		
22131	三星临无视化劲判定标记	260		1		
22132	三星临无视化劲实际效果	260		1		
22357	攻防BOSS奖励标记	53		1		
22358	攻防BOSS奖励标记	53		1		
22359	攻防BOSS奖励标记	53		1		
22360	攻防BOSS奖励标记	53		1		
22361	攻防BOSS奖励标记	53		1		
22362	攻防BOSS奖励标记	53		1		
22469	战场入场时已结束标记	13		1		
22601	战阶_上周战阶积分排名	53		1		
22743	国际服监狱减杀气buff	13		1		
22743	一心向善	13		2		
22939	名剑大会获取威望上限记录	42		1		
23071	[23071]霸刀七刀无视化劲	163		1		
23137	竞技场每周记录拭剑宝箱数量	13		1		
23145	铁血之王buff	53		1		Quest/逐鹿中原/铁血之王buff移除.lua
# matched 800 (limit 800)
