SerialID	Desc	Phase_A_AniID	Phase_B_AniID	Phase_C_AniID	Haste
32013	下棋落子_白	32013			
32014	应援棒	32014			
32015	甩烟花	32015			
32016	放灯	32016			
32017	二胡外装	32017			
32018	二胡挂件1	32018	32020		
32019	二胡挂件2	32019			
32021	外装179捞月ab	32021	32022		
32023	外装179捞月cd	32023	32024		
32025	外装179捞月ef	32025	32026		
32027	外装179捞月g	32027			
32029	外装184_登高ab	32029	32030		
32031	外装184_登高cd	32031	32032		
32033	外装184_登高ef	32033	32034		
32035	外装184_登高g	32035			
32036	外装186_面具	32036	32037		
32038	外装187_面具	32038	32039		
32040	外装189_水袖ab	32040	32041		
32042	外装189_水袖cd	32042	32043		
32044	外装189_水袖ef	32044	32045		
32046	外装189_水袖g	32046			
32047	外装189_水袖ab	32047	32048		
32049	外装189_水袖cd	32049	32050		
32051	外装189_水袖ef	32051	32052		
32053	外装189_水袖g	32053			
32054	水袖待机防卡	32054			
32055	水袖待机防卡	32055			
32056	坐下	32056	32057		
32058	撒鱼食	32058	32057		
32059	抛竿	32059	32060		
32061	钓鱼拉扯	32061			
32062	钓鱼收竿	32062	32057		
32063	外装191_琵琶01	32063			
32064	琵琶01_start01	32064	32065		
32066	琵琶01_end01	32066			
32067	琵琶01_start01	32067	32068		
32069	琵琶01_end01	32069			
32070	外装191_琵琶01	32070			
32072	暖炉退出	32072			
32073	暖炉提起1	32073			
32074	暖炉提起2	32074			
32075	暖炉放下	32075	32077		
32076	暖炉放下	32076			
32078	暖炉进入	32078			
32082	暖炉烤火	32082			
32083	外装194_冬至ab	32083	32084		
32085	外装194_冬至cd	32085	32086		
32087	外装194_冬至ef	32087	32088		
32089	外装194_冬至g	32089			
32090	外装195	32090	32091		
32092	外装196_花滑ab	32092	32093		
32094	外装196_花滑cd	32094	32095		
32096	外装196_花滑ef	32096	32097		
32098	外装196_花滑g	32098			
32099	外装197_速滑	32099			
32101	拂尘退出	32101			
32102	拂尘01	32102			
32103	拂尘02	32103			
32105	拂尘进入	32105			
32110	拂尘退出	32110			
32111	拂尘01	32111			
32112	拂尘02	32112			
32114	拂尘进入	32114			
32119	拂尘退出	32119			
32120	拂尘01	32120			
32121	拂尘02	32121			
32123	拂尘进入	32123			
32128	拂尘退出	32128			
32129	拂尘01	32129			
32130	拂尘02	32130			
32132	拂尘进入	32132			
32143	佩囊表现1	32143			
32144	佩囊亮包12	32144			
32145	佩囊收包12	32145			
32146	外装205面具01	32146	32147		
32148	外装205面具02	32148	32149		
32150	外装208ab	32150	32151		
32152	外装208cd	32152	32153		
32154	外装208ef	32154	32155		
32156	外装208g	32156			
32158	星杖退出	32158			
32159	星杖01	32159			
32160	星杖02	32160			
32162	星杖进入	32162			
32166	箜篌进入	32166	32167		
32168	箜篌退出	32168			
32169	外装212乘凉	32169			
32170	外装217	32170			
32171	外装216	32171			
32172	外装214ab	32172	32173		
32174	外装214cd	32174	32175		
32176	外装214ef	32176	32177		
32178	外装214g	32178			
32179	外装221ab	32179	32180		
32181	外装222cd	32181	32182		
32183	外装223ef	32183	32184		
32185	外装224g	32185			
32196	拔灯笼	32196			
32197	背挂_铃鼓	32197			
32198	抱玄晶	32198			
32199	踩玄晶	32199			
32200	摊手	32200			
32201	做手势	32201			
32202	坐下	32202			
40001	表情序列动作_跪下	167	168	169	
40002	表情序列动作_睡觉	928	929	930	
40003	表情序列动作_画圈圈	943	944	945	
40004	荻花任务传功动作	1033	1034	1034	
40008	表情序列动作_被推倒	955	956	957	
40009	情人节烟花系列动作_躺地	3302	3303	3304	
40010	貂上插槽序列	60151	60146		
40011	貂在插槽待机		60146		
40012	接貂序列	60145	60149		
40013	貂表现1	60147			
40014	貂表现2	60148			
40015	放貂序列	60150			
40016	表情序列动作_BP表情	983	984	985	
44006	拔剑	44005	44006		
44007	拔剑成功	44007			
44008	拔剑失败	44008			
48506	半蹲	48506	48507		
48508	震鳞潜手套左01	48508	48509		
48510	震鳞潜手套右01	48510	48511		
48512	震鳞潜手套01	48512	48513		
48514	大BP动作抖肩	48514	48515		
48516	大BP动作抱腿	48516	48517		
48533	bp动作甩手	48533	48534		
50561	上高跷	50561			
51156	通用开伞_20171217	51156			
51157	通用开伞_20171217	51157			
51179	喝酒_左摇回复	51179			
51180	喝酒_左摇晃倒	51180			
51181	喝酒_右摇回复	51181			
51182	喝酒_右摇晃倒	51182			
51186	坐地上持续	51186			
51190	抱起箱子b段	51190			
52000	灯笼孔雀01a	52000			
52001	灯笼孔雀01b	52001			
52002	灯笼孔雀01c	52002			
52003	灯笼孔雀02	52003			
52004	灯笼孔雀01a	52004			
52005	灯笼孔雀01a_黑金	52005			
52006	灯笼孔雀01b_黑金	52006			
52007	灯笼孔雀01c_黑金	52007			
52008	灯笼孔雀02_黑金	52008			
52009	灯笼孔雀01a_黑金	52009			
55044	神机车收起	45044			
55071	神机车解体	45071			
55138	神机台上车	45138			
55139	神机台下车	45139			
55156	摧城车收起	45156			
55160	摧城车上车	45160			
55161	摧城车下车	45161			
55162	苍云收盾动作	2627			
55163	苍云击倒后起身	2658			
55164	发红包1	45164			
55165	发红包2	45165			
55166	发红包3	45166			
55167	献花	3257			
55168	面具舞蹈	3258			
55170	自拍动作1	11200			
60001	双人动作M2拥抱F2序列	60001	60002		
60002	双人动作M2拥抱F1序列	60004	60005		
60003	双人动作M2拥抱M1序列	60007	60008		
60004	双人动作F2拥抱F1序列	60010	60011		
60005	双人动作F2拥抱M1序列	60013	60014		
60006	双人动作M1拥抱F1序列	60016	60017		
60007	双人动作同体型主序列	60019	60020		
60008	双人动作同体型被序列	60022	60023		
60009	M2拥抱F1放开	60006			
60012	F2拥抱F1放开	60012			
60018	M1拥抱F1放开	60018			
60021	F1拥抱F1放开	60021			
60025	搬重物行走	60025			
60028	放下重物	60028			
60029	倾注剑气	60029			
60030	精血祭剑A	60030			
60031	精血祭剑B	60031			
60032	精血祭剑C	60032			
60033	搬起重物	60033			
60034	循环锻造	60034			
60044	凝神聚气	60044			
60047	上八相连弩	60047			
60048	召唤八相连弩	60048			
60059	方士_入定	60059			
60060	方士_入定持续	60060			
60061	方士_还魂	60061			
60062	方士_招魂起手	60062			
60063	方士_招魂持续	60063			
60064	方士_招魂结束	60064			
60068	绿林_陷阱制作中	60068			
60071	艺人_献花	60071			
60072	双人动作	60072	60073		
60075	双人动作	60075	60076		
60078	双人动作	60078	60079		
60081	双人动作	60081	60082		
60084	双人动作	60084	60085		
60087	双人动作	60087	60088		
60090	双人动作	60090	60091		
60092	4体型公主抱F1放开	60092			
60093	双人动作	60093	60094		
60096	双人动作2	60096	60097		
60099	双人动作2	60099	60100		
60102	双人动作2	60102	60103		
60105	双人动作2	60105	60106		
60108	双人动作2	60108	60109		
60111	双人动作2	60111	60112		
60114	双人动作2	60114	60115		
60117	双人动作2	60117	60118		
60120	寻首击山a	60120			
60121	寻首击山b	60121			
60122	寻首击山c	60122			
60123	争神焱舞	60123			
60124	收盾	60124			
60125	炎帝反击	60125			
60126	坐地喝酒	60126			
60127	坐地喝酒待机	60127			
60131	站立到跪坐	60131	60132		
60132	跪坐待机	60132			
60133	跪坐到站立	60133			
60134	坐地喝酒	60134	60135		
60135	坐地喝酒待机	60135			
60136	祭拜开始	60136	60137	60137	
60137	祭拜待机	60137			
60138	祭拜磕头	60138	60137	60137	
60139	祭拜结束	60139			
60140	大力锻造	60140			
60141	喷嚏	60141			
60142	浇水	60142			
60143	浇水待机	60143			
60154	双人动作3	60154	60155		
60157	双人动作3	60157	60158		
60160	双人动作3	60160	60161		
60163	双人动作3	60163	60164		
60166	双人动作3	60166	60167		
60169	双人动作3	60169	60170		
60172	双人动作3	60172	60173		
60174	4体型依偎F1放开	60174			
60175	双人动作3	60175	60176		
60178	扇子	60178			
60179	扇子	60179			
60180	扇子	60180			
60181	扇子	60181			
60182	吹埙	60182			
60183	倚身壶饮酒	60183			
60196	M2H龙舟_普通待机01.ani	60196			
60197	M2H龙舟_前进01.ani	60197			
60198	M2H龙舟_后退01.ani	60198			
60199	M2H龙舟_左转01.ani	60199			
60200	M2H龙舟_钓鱼01a.ani	60200			
60201	M2H龙舟_钓鱼01b.ani	60201			
60202	M2H龙舟_钓鱼01b.ani	60202			
60203	M2H龙舟_钓鱼01b.ani	60203			
60204	M2H龙舟_钓鱼01b.ani	60204			
60205	M2H龙舟_普通待机01.ani	60205			
60206	M2H龙舟_普通待机01.ani	60206			
60207	M2H龙舟_普通待机01.ani	60207			
60212	七夕弹琴	60212			
60213	琵琶弹奏	60228	60229		
60214	开伞	3364			
60215	关伞	3365			
60316	儿童节挂件_吃糖葫芦	60316			
60318	端午节挂件_鸡毛掸子_训斥	60318			
60319	端午节挂件_鸡毛掸子_被训斥	60319			
60320	茶馆弹琴	60320			
60424	拿出灯	60424			
60435	拿出A包	60435			
60436	收起A包	60436			
60445	拿出B包	60445			
60446	收起B包	60446			
60477	关伞白	60477			
60478	开伞白	60478			
60479	关伞黑	60479			
60480	开伞黑	60480			
60481	坐椅子	70122			
60538	拿出C包	60538			
60539	收起C包	60539			
60612	端午1扇开	60612			
60613	端午1扇关	60613			
60614	端午2扇开	60614			
60615	端午2扇关	60615			
60675	中秋印章	60675			
60685	浪客行印章	60685			
60687	站立到跪坐	60687	60688		
61014	扔石头	61014			
61015	触发	61015			
61016	加水	61016			
61017	倒水	61017			
61018	家园吃饭	61018			
61019	站立（恢复用）	61019			
62019	吃饭	62019			
62104	搬起医疗箱	62104			
62105	搬医疗箱起	62105			
62106	搬医疗箱待机	62106			
62107	搬医疗箱终	62107			
62108	木盾释放	62108			
62109	五步拳	62109			
62110	给他人喷雾	62110			
62111	给自己喷雾	62111			
62112	循环锤子	62112			
62116	破石头	62116			
62121	笔释放	62121			
62134	坐_原点	62134			
62135	万象江湖开伞	62135			
62136	万象江湖收伞	62136			
62137	指向前方	62137			
70017	长歌战斗待机	70017			
70106	起跑	70106			
70107	起飞	70107			
70108	起飞	70108			
70109	起飞	70109			
70110	起飞	70110			
70111	起飞	70111			
70112	起飞	70112			
70113	落地	70113			
70400	吃鸡落地	70400			
70401	藏剑动作轻功	70401			
70402	藏剑动作轻功2	70402			
70403	麻布绷带	70403			
70428	清明盒子（粉）开	70428			
70429	清明盒子（粉）闭	70429			
70430	清明盒子（黄）开	70430			
70431	清明盒子（黄）闭	70431			
70432	清明盒子（绿）开	70432			
70433	清明盒子（绿）闭	70433			
70434	清明盒子（白）开	70434			
70435	清明盒子（白）闭	70435			
70437	清明盒子（黑）开	70437			
70438	清明盒子（黑）闭	70438			
70440	推树桩	70440			
70441	礼物车交互	70441			
71511	双人动作2	71511	71512		
71514	双人动作2	71514	71515		
71517	双人动作2	71517	71518		
71520	双人动作2	71520	71521		
71522	摸头结束动作	71522			
71523	双人动作2	71523	71524		
71526	双人动作2	71526	71527		
71528	摸头结束动作	71528			
71529	双人动作2	71529	71530		
71532	双人动作2	71532	71533		
71536	曲云传伞	71536			
71540	李渡城僵尸跳劈	71540			
71555	伞	71555			
71565	掷砂	71565			
71657	长歌空战待机	71657			
74002	唐门下车	74002			
74003	唐门上车	74003			
74004	唐门普通攻击1	74004			
74225	刀宗收刀	74225			
85411	通用免控击落缓冲	85411			
85441	明教空中贪魔体表现衔接	85441			
85452	苍云军阵释放	85452			
85500	海螺吹起来	85500			
85501	海螺吹呀吹	85501			
85502	海螺放回去	85502			
85505	踢人	85505			
85508	天策吹号角	85508			
85510	躺倒状态	929			
85511	躺椅躺下	85510	85511		
85512	躺椅站起	85512			
85531	地面丢鞭炮	85531			
85532	拾取	85532	85534		
85535	连续扔	85535			
85536	对掌	85536			
85537	踢球	85537			
85538	空中丢鞭炮	85538			
85547	鞭挞动作	85547			
85549	秦高相技能被击	85549			
85550	浇水可打断	85550			
85558	空战收链	85558			
85565	空战出链左手	85565			
85566	空战出链右手	85566			
85572	凌雪阁乱天狼剩余空战	85572			
91025	出链左手	91025			
91028	铁马冰河快	91028			
91058	收链	91058			
91060	铁马冰河慢	91060			
91067	出链右手	91067			
91077	击倒起身	91077			
91078	击倒	91078			
91080	凌雪阁十方玄机	91080			
91081	豪迈的喝酒	91081			
91087	凌雪阁钩索交通	91087			
91088	被拳击	91088			
91089	凌雪阁乱天狼剩余	91089			
91092	扭秧歌	91092			
91094	清明节扫地	91094			
91154	快速浇水	91154			
91166	吃饭	91166			
91167	储锋锐弩箭	91167			
91171	行礼：叉手礼	91171			
91172	挂件：摇铃铛	91172			
91174	挂件：卜算A（无特效）	91174			
91175	挂件：卜算A	91175			
91176	挂件：卜算B·地	91176			
91177	挂件：卜算B·天	91177			
91178	挂件：卜算B·山	91178			
91179	挂件：卜算B·水	91179			
91180	挂件：卜算B·泽	91180			
91181	挂件：卜算B·火	91181			
91182	挂件：卜算B·雷	91182			
91183	挂件：卜算B·风	91183			
91187	无声弹奏	91187			
91188	白帝江关撕符	91188			
91189	白帝江关被抱摔	100112			
91190	白帝江关被狂劲搬山摔	100113			
91191	主角二段跳	60544			
91192	扇风动作	91191			
91193	篝火舞蹈1	91193			
91194	篝火舞蹈2	91194			
91195	篝火舞蹈3	91195			
91198	篝火舞蹈1	91198			
91199	篝火舞蹈2	91199			
91200	篝火舞蹈3	91200			
91201	药宗任务叫阵	91201			
91202	药宗任务抄书	91202			
91203	药宗任务喂盐	91203			
91204	药宗任务萨满	91204			
91205	药宗任务寒冷	91205			
91206	雷域大泽鬼虫格挡	91206			
91207	雷雨大泽鬼虫格挡后退	91207			
91208	雷域大泽鬼虫格挡逼退	91208			
91209	挂件烟花棒	91209			
91210	唐小珂大招	91210			
91211	吃饭待机	91211			
91212	吃饭小动作1	200158			
91213	吃饭小动作2	200159			
91214	大鲎投技	91214			
91215	海大宝投技	91215			
91216	切西瓜	91216			
91217	擦刀坐下	91217	91218		
91218	擦刀循环	91218			
91219	擦刀起身	91219			
91220	武器升级	91220			
91221	海豚上坐骑	91221			
91222	海豚下坐骑	91222			
91223	蝠鲼待机	91223			
91224	蝠鲼待机小动作	91224			
91225	蝠鲼奔跑	91225			
91226	蝠鲼上坐骑	91226			
91227	蝠鲼下坐骑	91227			
91228	运功	91228			
91229	运功结束	91229			
91230	水下冲刺	91230			
92000	剑纯特殊武器任务_格挡	636			
92001	安小逢	100073			
92002	安小逢	100074			
92003	安小逢	100075			
92004	安小逢	100076			
92005	安小逢	100085			
92006	舞狮动作一	1374			
92007	舞狮动作二	1375			
92008	舞狮动作三	1377			
93000	用以打断鹤归孤山和风来吴山的动作	71001			
93001	漂浮待机	71002			
93002	喂食	200167			
93003	张望	200175			
93004	招手	200170			
93500	百战异闻录玩家技能_血龙影	100985			
93501	百战异闻录_绝音甲人_蓄力	100993			
93502	百战异闻录_绝音甲人_蓄力释放	100994			
94000	河阳之战溺水	109999			
94001	河阳之战立盾	326378			
94003	团圆月饼_送月饼动作	326380			
94002	移动端_明教_幻光步_落地	1009622			
200166	弹灰	200166			
200167	喂食	200167			
200168	遮阳	200168			
200169	敲门	200169			
200170	招手	200170			
200171	站立倚靠	200171	200172		
200173	坐下倚靠	200173	200174		
200175	左右张望	200175			
200176	向左张望	200176	200177		
200178	向右张望	200178	200179		
200180	自抱	200180	200181		
320007	表情动作_懒躺	320007	320008		
