AnimationID	KindID	SheathType	AnimationRatio	AnimationSpeed	IsLoop	AnimationFile	ShadowFile	是否禁止自动转头	IsLookAtCamera(0面朝前方，1跟随焦点，2无视该功能）	PoseState	锁定朝向
1144	58	2		1.2	1	Data\source\player\M1\动作\M1b09nq后退02.tani					
1145	6	2			1	Data\source\player\M1\动作\M1b02tm挪步左.ani					
1146	6	2			1	Data\source\player\M1\动作\M1b02tm挪步右.ani					
1147	7	1			0	Data\source\player\M1\动作\M1stm09拔武器01a.tani			2		
1148	7	2			0	Data\source\player\M1\动作\M1stm09拔武器01b.tani			2		
1149	7	2			0	Data\source\player\M1\动作\M1stm09插武器01a.tani			2		
1150	7	1			0	Data\source\player\M1\动作\M1stm09插武器01b.ani			2		
1151	15	2			0	Data\source\player\M1\动作\M1stm09弩蓄力03演武.tani			2		
1152	12	1			0	Data\source\player\M1\动作\M1stm09普通攻击01_普攻HD.tani			2		
1153	12	1			0	Data\source\player\M1\动作\M1stm09普通攻击02_普攻HD.tani			2		
1154	12	1			0	Data\source\player\M1\动作\M1stm09普通攻击03_普攻HD.tani			2		
1155	60	1			1	Data\source\player\M1\动作\M1stm09伪装待机01.tani			2		
1156	56	2			1	Data\source\player\M1\动作\m1b09nq行走.tani					
1157	14	2			0	Data\source\player\M1\动作\M1stm09弩蓄力03_演武.ani			2		
1158	55	1			1	Data\source\player\M1\动作\M1b02dj站立引导b.tani					
1159	14	2			0	Data\source\player\M1\动作\M1stm09弩蓄力05千机01.tani			2		
1160	52	2			0	Data\source\player\M1\动作\M1stm09炮台释放01装弹.tani			2		
1161	61	1			1	Data\source\player\M1\动作\M1stm09伪装行走01.ani			2		
1162	55	1			1	Data\source\player\M1\动作\M1b02dj弓弩制造.tani					
1163	15	2			0	Data\source\player\M1\动作\M1scj07胧蛇剑舞a.ani			2		
1164	15	2			0	Data\source\player\M1\动作\m1stm09特殊武器_回旋镖b发招_hd.tani			2		
1165	55	2			0	Data\source\player\M1\动作\M1stm09特殊武器_回旋镖a发招.tani			2		
1166	55	2			0	Data\source\player\M1\动作\M1stm09特殊武器_重弩a发射.tani			2		
1167	67	1			1	Data\source\player\M1\动作\M1stm09特殊武器_重弩b.ani			2		
1168	29	1			1	Data\source\player\M1\动作\M1stm09特殊武器_重弩c01.ani			2		
1170	14	2			0	Data\source\player\M1\动作\M1stm09弩攻击01爆裂矢a.tani			2		
1171	14	2			0	Data\source\player\M1\动作\M1stm09弩攻击03奇穴.tani			2		
1172	68	2			1	Data\source\player\M1\动作\M1stm09弩攻击06_01.tani			2		
1173	55	2			0	Data\source\player\M1\动作\M1stm09弩蓄力08_01.tani			2		
1174	2	2			1	data\source\player\M1\动作\M1stm09飞天待机01_HD.tani			2		
1175	55	2			0	Data\source\player\M1\动作\M1stm09弩蓄力07_01.tani			2		
1176	14	2			0	Data\source\player\M1\动作\M1stm09弩攻击07_01.tani			2		
1177	68	2			1	Data\source\player\M1\动作\M1stm09弩攻击06b_01.tani			2		
1178	68	2			1	Data\source\player\M1\动作\M1stm09弩攻击06c_01.tani			2		
1204	16	1			0	Data\source\player\M1\动作\M1b02yd小跳a.tani			2		
1205	17	1			1	Data\source\player\M1\动作\M1b02yd小跳b.ani			2		
1206	18	1			0	Data\source\player\M1\动作\M1b02yd小跳c.tani			2		
1224	19	1			0	Data\source\player\M1\动作\M1b02yd二段跳a.tani			1		
1225	20	1			1	Data\source\player\M1\动作\m1b02yd二段跳b.ani			1		
1226	21	1			0	Data\source\player\M1\动作\m1b02yd二段跳c.tani			1		
1260	18				1	Data\source\player\M1\动作\M1b02yd向后下滑.ani					
1261	18				1	Data\source\player\M1\动作\M1b02yd向前下滑.ani					
1262	17				1	Data\source\player\M1\动作\M1b02yd握拳小跳b.ani			2		
1263	17				1	Data\source\player\M1\动作\M1b02yd握拳小跳b.ani			2		
1300	51	1			1	Data\source\player\M1\动作\M1b02dj传功02.tani					
1301	12	1			0	Data\source\player\M1\动作\M1b02dj扔馒头02.tani					
1302	60	1			1	Data\source\player\M1\动作\M1b02yd持灯笼待机.ani					
1303	56	1			1	Data\source\player\M1\动作\M1b02yd持灯笼行走.ani					
1304	5	1			1	Data\source\player\M1\动作\M1b02yd持灯笼奔跑.ani			1		
1305	57	1			1	Data\source\player\M1\动作\M1b02yd持灯笼后退01.ani					
1306	58	1			1	Data\source\player\M1\动作\M1b02yd持灯笼后退02.ani					
1307	31	1			0	Data\source\player\M1\动作\M1b02dj吃月饼.tani					
1308	31	1			1	Data\source\player\M1\动作\M1b02dj如来神掌_喷火.tani					
1309	60	1			1	Data\source\player\M1\动作\M1b02yd持伞待机.ani			1		
1310	56	1			1	Data\source\player\M1\动作\M1b02yd持伞行走.tani			1		
1311	5	1			1	Data\source\player\M1\动作\M1b02yd持伞奔跑.tani			1		
1312	57	1			1	Data\source\player\M1\动作\M1b02yd持伞后退01.tani			1		
1313	58	1			1	Data\source\player\M1\动作\M1b02yd持伞后退02.tani			1		
1314	7	1			0	Data\source\player\M1\动作\M1b02ty开伞01_D001003.tani					
1315	7	1			0	Data\source\player\M1\动作\M1b02ty收伞01_D001003.tani					
1316	59	1			1	Data\source\player\M1\动作\M1b02yd风筝.ani					
1317	7	1			0	Data\source\player\M1\动作\M1b02ty开伞01_D001003b.tani					
1318	7	1			0	Data\source\player\M1\动作\M1b02ty收伞01_D001003b.tani					
1319	7	1			0	Data\source\player\M1\动作\M1b02ty开伞01_D001003c.tani					
1320	7	1			0	Data\source\player\M1\动作\M1b02ty收伞01_D001003c.tani					
1321	7	1			0	Data\source\player\M1\动作\M1b02ty开伞01_wq.tani					
1322	7	1			0	Data\source\player\M1\动作\M1b02ty收伞01_wq.tani					
1323	14	1			0	Data\source\player\M1\动作\M1b02dj扔彩球01.tani					
1324	14	1			0	Data\source\player\M1\动作\M1b02dj扔彩球02.tani					
1325	14	1			0	Data\source\player\M1\动作\M1b02dj扔彩球03.tani					
1326	14	1			0	Data\source\player\M1\动作\M1b02dj扔饺子.tani					
1328	49	1			0	Data\source\player\M1\动作\M1b02dj踢球03.tani					
1329	14	1			0	Data\source\player\M1\动作\M1b02dj扔煤球.tani					
1330	14	1			0	Data\source\player\M1\动作\M1b02dj扔彩球01_大.tani					
1331	14	1			0	Data\source\player\M1\动作\M1b02dj扔彩球01_小.tani					
1332	14	1			0	Data\source\player\M1\动作\M1b02ty经脉01.tani					
1333	14	1			0	Data\source\player\M1\动作\M1b02ty经脉02.tani					
1334	59	1			1	Data\source\player\M1\动作\M1b02yd乘大雕.ani					
1335	59	1			1	Data\source\player\M1\动作\M1b02yd被抓.ani					
1336	55	1			0	data\source\player\M1\动作\M1stc04蓄力01-陆战01.tani			2		
1337	14	1			0	data\source\player\M1\动作\M1stc04枪攻击20-陆战01.tani			2		
1338	11	1			0	data\source\player\M1\动作\M1stc04蓄力01-陆战01.tani			2		
1339	14	1			0	data\source\player\M1\动作\M1stc04枪攻击20-陆战01.tani			2		
1340	11	1			0	Data\source\player\M1\动作\M1b02dj点燃草堆.tani					
1341	14	1			0	Data\source\player\M1\动作\M1b01aq攻击24.tani			2		
1342	14	1			0	data\source\player\M1\动作\M1stc04枪攻击20-陆战02.tani			2		
1343	7	1			0	Data\source\player\M1\动作\M1b02ty开伞01_wq.tani					
1344	7	1			0	Data\source\player\M1\动作\M1b02ty收伞01_wq.tani					
1345	7	1			0	Data\source\player\M1\动作\M1b02ty开伞01_wq.tani					
1346	7	1			0	Data\source\player\M1\动作\M1b02ty收伞01_wq.tani					
1347	7	1			0	Data\source\player\M1\动作\M1b02ty开伞01_wq.tani					
1348	7	1			0	Data\source\player\M1\动作\M1b02ty收伞01_wq.tani					
1349	6	1			1	Data\source\player\M1\动作\M1b02yd持伞挪步左.tani			1		
1350	6	1			1	Data\source\player\M1\动作\M1b02yd持伞挪步右.tani			1		
1351	17	1			1	Data\source\player\M1\动作\M1b02dj被抓.ani					
1352	20	1			1	Data\source\player\M1\动作\M1b02dj被吸血.ani					
1353	5	1			1	Data\source\player\M1\动作\M1b02dj被摔倒.ani					
1354	11	1			1	Data\source\player\M1\动作\M1b06sh钓鱼_hd.tani					
1355	11	1			0	Data\source\player\M1\动作\M1b06sh抛竿_hd.tani					
1356	11	1			0	Data\source\player\M1\动作\M1b06sh上钩_hd.tani					
1357	11	1			0	Data\source\player\M1\动作\M1b06sh收竿_hd.tani					
1358	11	1			0	Data\source\player\M1\动作\M1b06sh浇水.tani					
1359	11	1			0	Data\source\player\M1\动作\M1b06sh捕虫.tani					
1360	11	1			1	Data\source\player\M1\动作\m1b06sh扫地_hd.tani					
1361	11	1			0	Data\source\player\M1\动作\M1b06sh施肥.tani					
1362	11	1			0	Data\source\player\M1\动作\M1b06sh祝福.ani					
1363	11	1			0	Data\source\player\M1\动作\M1b06sh播种.tani					
1364	11	1			0	data/source/player/M1/动作/m1b06sh收竿_收空竿hd.tani					
1365	11	1			0	Data\source\player\M1\动作\M1b06sh读书_hd.tani					
1366	29				0	Data\source\player\M1\动作\M1b02dj被击退.ani					
1367	11	1			1	Data\source\player\M1\动作\M1b06sh宣讲.ani					
1368	11	1			0	Data\source\player\M1\动作\M1b06sh看信.tani					
1369	31	1			1	Data\source\player\M1\动作\M1b06sh蛮族舞蹈01.ani					
1371	7	1			0	Data\source\player\M1\动作\M1b02ty开伞01_芭蕉扇.tani					
1372	7	1			0	Data\source\player\M1\动作\M1b02ty收伞01_芭蕉扇.tani					
1373	14	1			0	Data\source\player\M1\动作\M1s06sh赶猪01.tani					
1374	55	1			1	Data\source\player\M1\动作\M1b02yd舞狮待机01a撒花瓣02.tani					
1375	55	1			1	Data\source\player\M1\动作\M1b02yd舞狮待机01b撒花瓣03.tani					
1376	56	1			1	Data\source\player\M1\动作\M1b02yd舞狮行走01c.tani					
1377	55	1			0	Data\source\player\M1\动作\M1b02yd舞狮待机01撒花瓣01.tani					
1378	5	1			1	Data\source\player\M1\动作\M1b02yd舞狮奔跑01b.tani			1		
1379	60	1			1	Data\source\player\M1\动作\M1b02yd舞狮待机02a.tani					
1380	57	1			1	Data\source\player\M1\动作\M1b01ty舞狮后退01a.tani					
1381	58	1			1	Data\source\player\M1\动作\M1b01ty舞狮后退02a.tani					
1382	6	1			1	Data\source\player\M1\动作\M1b02yd舞狮挪步右a.tani					
1383	6	1			1	Data\source\player\M1\动作\M1b02yd舞狮挪步左a.tani					
1384	5	1			1	Data\source\player\M1\动作\M1b02dj被捆.ani					
1385	7	1			0	Data\source\player\M1\动作\M1b02ty开伞01_wq.tani					
1386	7	1			0	Data\source\player\M1\动作\M1b02ty收伞01_wq.tani					
1387	31	1			1	Data\source\player\M1\动作\M1b02dj吹笛子03.tani					
1388	7	1			0	Data\source\player\M1\动作\M1b02ty开伞01_wq.tani					
1389	7	1			0	Data\source\player\M1\动作\M1b02ty收伞01_wq.tani					
1390	1	1			1	Data\source\player\M1\动作\M1b02ty被拖走.ani					
1391	11	1			1	Data\source\player\M1\动作\M1b06sh读书.tani					
1400	15	2			0	data\source\player\M1\动作\M1smj10双刀攻击01.tani		1	2		
1401	15	2			0	data\source\player\M1\动作\M1smj10双刀攻击02.tani		1	2		
1402	15	2			0	data\source\player\M1\动作\M1smj10双刀攻击03.tani		1	2		
1403	15	2			0	data\source\player\M1\动作\M1smj10双刀攻击04_月斩.tani		1	2		
1404	15	2			0	data\source\player\M1\动作\M1smj10双刀攻击05月照.tani		1	2		
1405	14	2			0	data\source\player\M1\动作\M1smj10组合刀攻击01_日轮.tani		1	2		
1406	14	2			0	data\source\player\M1\动作\M1smj10组合刀攻击02_日轮.tani		1	2		
1407	15	2			0	data\source\player\M1\动作\M1smj10组合刀攻击03_日轮.tani		1	2		
1408	14	2			0	data\source\player\M1\动作\M1smj10组合刀攻击04_日斩.tani		1	2		
1409	15	2			0	data\source\player\M1\动作\M1smj10组合刀攻击05_日照.tani		1	2		
1410	14	2			0	data\source\player\M1\动作\M1smj10圣火诀buff04光日.tani		1	2		
1411	14	2			0	data\source\player\M1\动作\M1smj10双刀buff04光月.tani		1	2		
1412	14	2			0	data\source\player\M1\动作\M1smj10圣火诀buff02a.tani		1	2		
1413	14	2			0	data\source\player\M1\动作\M1smj10乾坤大法buff04.tani		1	2		
1414	29	2			1	data\source\player\M1\动作\M1smj10双刀攻击06a跑动.tani		1	2		
1415	14	2			0	data\source\player\M1\动作\M1smj10组合刀攻击06_杀戮日.tani		1	2		
1416	14	2			0	data\source\player\M1\动作\M1smj10乾坤大法buff01_01.tani		1	2		
1417	15	2			0	data\source\player\M1\动作\M1smj10乾坤大法buff02沙化.tani		1	2		
1418	15	2			0	data\source\player\M1\动作\M1smj10乾坤大法buff03a瞬移.tani		1	2		
1419	14	2			0	data\source\player\M1\动作\M1smj10乾坤大法buff04格挡.tani		1	2		
1420	15	2			0	data\source\player\M1\动作\M1smj10乾坤大法buff05.tani		1	2		
1421	14	2			0	data\source\player\M1\动作\M1smj10乾坤大法buff06.tani		1	2		
1422	14	2			0	data\source\player\M1\动作\M1smj10双刀buff03隐匿.tani		1	2		
1423	14	2			0	data\source\player\M1\动作\M1smj10双刀攻击09.ani		1	2		
1424	15	2			0	data\source\player\M1\动作\M1smj10双刀攻击07a.tani		1	2		
1425	14	2			0	data\source\player\M1\动作\M1smj10双刀攻击08.tani		1	2		
1426	15	2			0	data\source\player\M1\动作\M1smj10双刀攻击09闪击.tani		1	2		
1427	14	2			0	data\source\player\M1\动作\M1smj10双刀攻击10.ani		1	2		
1428	14	2			0	data\source\player\M1\动作\M1smj10圣火诀buff01.tani		1	2		
1429	14	2			0	data\source\player\M1\动作\M1smj10圣火诀buff02.tani		1	2		
1430	14	2			0	data\source\player\M1\动作\M1smj10圣火诀buff03.tani		1	2		
1431	14	2			0	data\source\player\M1\动作\M1smj10圣火诀buff04.tani		1	2		
1432	14	2			0	data\source\player\M1\动作\M1smj10圣火诀buff05.tani		1	2		
1433	52	2		0.7	0	data\source\player\M1\动作\M1smj10圣火诀buff06hd.tani		1	2		
1434	5				1	data\source\player\M1\动作\M1b10bsd奔跑01.tani		1	1		
1435	2	2			1	data\source\player\M1\动作\M1b10bsd战斗待机.ani		1			
1436	5	2			1	data\source\player\M1\动作\M1smj10隐身奔跑.ani		1	2		
1437	1	2			1	data\source\player\M1\动作\M1smj10隐身持武器待机.ani		1	2		
1438	57	2			1	data\source\player\M1\动作\M1smj10隐身后退.ani		1	2		
1439	6	2			1	data\source\player\M1\动作\M1smj10隐身下挪步左.ani		1	2		
1440	6	2			1	data\source\player\M1\动作\M1smj10隐身下挪步右.ani		1	2		
1441	56	2			1	data\source\player\M1\动作\M1b10bsd行走01.tani		1			
1442	57	2			1	data\source\player\M1\动作\M1b10bsd后退01.tani		1			
1443	58	2		1.2	1	data\source\player\M1\动作\M1b10bsd后退02.tani		1			
1445	6	2			1	data\source\player\M1\动作\M1b10bsd挪步左.ani		1			
1446	6	2			1	data\source\player\M1\动作\M1b10bsd挪步右.ani		1			
1447	14	2			0	data\source\player\M1\动作\M1smj10乾坤大法buff01.ani		1	2		
1448	14	2			0	data\source\player\M1\动作\M1smj10双刀buff04杀意.tani		1	2		
1449	14	2			0	data\source\player\M1\动作\M1smj10双刀buff05.ani		1	2		
1450	12	2			0	data\source\player\M1\动作\M1smj10普通攻击01_刀光hd.tani		1	2		
1451	12	2			0	data\source\player\M1\动作\M1smj10普通攻击02_刀光hd.tani		1	2		
1452	12	2			0	data\source\player\M1\动作\M1smj10普通攻击03_刀光hd.tani		1	2		
1453	7	2			0	data\source\player\M1\动作\M1smj10插武器01a.tani		1	2		
1454	7	1			0	data\source\player\M1\动作\M1smj10插武器01b.tani		1	2		
1455	7	1			0	data\source\player\M1\动作\M1smj10拔武器01a.tani		1	2		
1456	7	2			0	data\source\player\M1\动作\M1smj10拔武器01b.tani		1	2		
1457	1	2			1	data\source\player\M1\动作\M1smj10持武器普通待机01.ani		1	1		
1458	44	2			0	data\source\player\M1\动作\m1smj10躲闪01.tani		1	2		
1459	43	2			0	data\source\player\M1\动作\M1smj10格挡01.tani		1	2		
1460	10	2			0	data\source\player\M1\动作\M1smj10被击01.tani		1	2		
1461	15	0			0	data\source\player\M1\动作\M1smj10乾坤大法buff03b.tani		1	2		
1462	15	2			0	data\source\player\M1\动作\M1smj10双刀攻击10连杀.tani		1	2		
1463	14	2			0	data\source\player\M1\动作\M1smj10圣火诀buff04反伤.tani		1	2		
1464	14	2			0	data\source\player\M1\动作\M1smj10圣火诀buff04逆袭.tani		1	2		
1465	14	2			0	data\source\player\M1\动作\M1smj10乾坤大法buff04刺眼.tani		1	2		
1466	14	2			0	data\source\player\M1\动作\M1smj10双刀攻击06b三连.tani		1	2		
1467	15	2			0	Data\source\player\M1\动作\m1smj10明教场景演武_01.tani		1	2		
1468	15	2			0	data\source\player\M1\动作\M1smj10乾坤大法buff03a瞬移.ani		1	2		
1469	47	1			1	data\source\player\M1\动作\M1s06sh江南style.ani					
1470	12	1			0	data\source\player\M1\动作\M1smj10戴帽.ani			2		
1471	12	1			0	data\source\player\M1\动作\M1smj10摘帽.ani			2		
1472	47	1			1	data\source\player\M1\动作\M1bqg风筝轻功01b白羽燕翼.tani					
1473	47	1			1	data\source\player\M1\动作\M1b02yd持伞待机芭蕉伞.tani			1		
1474	52	2			0	data\source\player\m1\动作\m1smj10双绞龙卷_hd.tani			2		
1475	31	1			0	data\source\player\M1\动作\M1b02dj开启屠杀_01.tani					
1476	31	1			0	data\source\player\M1\动作\M1b02dj关闭屠杀_01.tani					
1477	41	1			0	data\source\player\m1\动作\m1stc04乘龙箭吟唱-前hd.tani			2		
1478	41	1			0	data\source\player\m1\动作\m1stc04乘龙箭释放-前hd.tani			2		
1479	31	1		1.145	1	data\source\player\M1\动作\M1b06sh骑木马.tani					
1480	7	1			0	Data\source\player\M1\动作\M1b02ty开伞01_wq.tani					
1481	7	1			0	Data\source\player\M1\动作\M1b02ty收伞01_wq.tani					
1482	7	1			0	Data\source\player\M1\动作\M1b02ty开伞01_wq.tani					
1483	7	1			0	Data\source\player\M1\动作\M1b02ty收伞01_wq.tani					
1484	31	1			1	Data\source\player\M1\动作\M1b06sh拉二胡.tani					
1485	53	2			0	Data\source\player\M1\动作\M1smj10乾坤大法buff02c1.tani		1	2		
1486	53	2			0	Data\source\player\M1\动作\M1smj10乾坤大法buff02c2.tani		1	2		
1487	14	2			0	Data\source\player\M1\动作\M1smj10组合刀攻击06_杀戮日a.tani		1	2		
1488	31	2			0	Data\source\player\M1\动作\M1smj10持武器普通待机01a.ani					
1489	16				0	Data\source\player\M1\动作\M1b02yd握拳小跳a.tani			2		
1490	17				1	Data\source\player\M1\动作\M1b02yd握拳小跳b.ani			2		
1491	18				0	Data\source\player\M1\动作\M1b02yd握拳小跳c.tani			2		
1492	19				0	Data\source\player\M1\动作\M1b02yd握拳二段跳a.tani					
1493	20				1	Data\source\player\M1\动作\M1b02yd握拳小跳b.ani			2		
1494	21				0	Data\source\player\M1\动作\M1b02yd握拳小跳c.tani			2		
1495	1	1			1	Data\source\player\M1\动作\M1b04ty持长笔待机.tani					
1496	57	1			1	Data\source\player\M1\动作\M1b04ty持长笔画后退.tani					
1497	16	1			0	Data\source\player\M1\动作\M1b04ty持长笔小跳a.tani			2		
1498	52	1			0	Data\source\player\M1\动作\M1b04ty长笔拔笔.tani					
1499	52	1			0	Data\source\player\M1\动作\m1b04ty持长笔收笔.tani					
1500	17	1			1	Data\source\player\M1\动作\M1b04ty持长笔小跳b.tani			2		
1501	18	1			0	Data\source\player\M1\动作\M1b04ty持长笔小跳c.tani			2		
1502	6	1			1	Data\source\player\M1\动作\M1b04ty持长笔左转.tani					
1503	6	1			1	Data\source\player\M1\动作\M1b04ty持长笔右转.tani					
1504	57	1			1	Data\source\player\M1\动作\m1b04ty持长笔画左走.tani					
1505	57	1			1	Data\source\player\M1\动作\m1b04ty持长笔画右走.tani					
1506	5	1			1	Data\source\player\M1\动作\M1b04ty持长笔跑.tani					
1507	5	1			1	Data\source\player\M1\动作\M1b04ty持长笔走.tani					
1508	14	2			0	data\source\player\M1\动作\M1smj10组合刀攻击07_焚影.tani		1	2		
1509	14	2			0	data\source\player\M1\动作\M1smj10组合刀攻击08_明尊.tani		1	2		
1600	14	1			0	data\source\player\M1\动作\M1ssl04技能01.tani			2		
1601	14	1			0	data\source\player\M1\动作\M1ssl04技能02-01.tani			2		
1602	14	1			0	data\source\player\M1\动作\M1ssl04技能02-02.tani			2		
1603	14	2			0	data\source\player\m1\动作\m1s04sl技能16_hd01.tani				2	
1604	14	1			0	data\source\player\m1\动作\m1s04sl技能11_hd01.tani				2	
1605	14	1			0	data\source\player\m1\动作\m1s04sl技能15_HD01.tani				2	
1606	14	2			0	data\source\player\m1\动作\m1s04sl技能14_HD01.tani				2	
1607	14	2			0	data\source\player\m1\动作\m1s04sl技能12_HD01.tani				2	
1608	14	1			0	data\source\player\M1\动作\M1ssl04技能03.tani			2		
1609	15	1			0	data\source\player\M1\动作\M1ssl04技能04.tani			2		
1610	14	1			0	data\source\player\M1\动作\M1ssl04技能05.tani			2		
1611	14	1			0	data\source\player\m1\动作\m1ssl04技能06_hd01.tani				2	
1612	14	1			0	data\source\player\m1\动作\m1ssl04吟唱12_HD01.tani				2	
1613	15	2			0	data\source\player\m1\动作\m1s04sl棍技能12_HD02.tani				2	
1614	15	2			0	data\source\player\M1\动作\M1ssl04棍攻击01.tani			2		
1615	15	2			0	data\source\player\M1\动作\M1ssl04棍攻击03-01a.tani			2		
1616	15	2			0	data\source\player\m1\动作\m1s04sl棍技能13_HD01.tani				2	
1617	15	2			0	data\source\player\M1\动作\M1ssl04棍攻击04.tani			2		
1618	15	2			0	data\source\player\m1\动作\m1s04sl棍技能14_HD03.tani				2	
1619	14	2			0	data\source\player\m1\动作\m1s04sl棍技能11b_HD01.tani				2	
1620	14	2			0	data\source\player\m1\动作\m1s04sl爪技能11_HD01.tani				2	
1621	14	1			0	data\source\player\M1\动作\M1ssl04爪攻击02.tani			2		
1622	14	2			0	data\source\player\m1\动作\m1s04sl爪技能12_HD01.tani				2	
1623	14	2			0	data\source\player\m1\动作\m1s04sl爪技能15a_HD01.tani				2	
1624	55	2			1	data\source\player\m1\动作\m1s04sl爪技能14a_HD01.tani				2	
1625	14	2			0	data\source\player\m1\动作\m1s04sl爪技能14c_HD01.tani				2	
1626	15	2			0	data\source\player\m1\动作\m1s04sl爪技能13a_HD01.tani				2	
1627	14	2			0	data\source\player\m1\动作\m1s04sl技能13_hd01.tani				2	
1628	14	2			0	data\source\player\m1\动作\m1s04sl棍技能15_hd01.tani				2	
1629	14	1			0	data\source\player\M1\动作\M1ssl04袈裟攻击03.tani			2		
1630	14	1			0	data\source\player\M1\动作\M1ssl04袈裟攻击04.tani			2		
1631	14	1			0	data\source\player\M1\动作\M1ssl04袈裟攻击05.tani			2		
1632	14	1			0	data\source\player\M1\动作\M1ssl04袈裟攻击06.tani			2		
1633	14	1			0	data\source\player\M1\动作\M1ssl04技能02-08.tani			2		
1634	17	1			1	data\source\player\M1\动作\M1ssl04轻功01.ani			2		
1635	13	1			0	data\source\player\M1\动作\M1ssl04轻功01缓冲.tani			2		
1636	7	1			0	Data\source\player\M1\动作\M1b04ty拔武器02a.tani					
1637	7	2			0	Data\source\player\M1\动作\M1b04ty拔武器02b.tani					
1638	20	1			1	data\source\player\M1\动作\M1ssl04轻功01.ani			2		
1639	14	2			0	data\source\player\M1\动作\M1ssl04buff01_zp金刚诀.tani			2		
1640	14	1			0	data\source\player\M1\动作\M1ssl04爪攻击01摩天式.tani			2		
1641	15	2			0	data\source\player\M1\动作\M1ssl04攻击01_zp诵佛西渡.tani			2		
1642	15	2			0	data\source\player\m1\动作\m1ssl04攻击02_zp_hd01.tani			2		
1643	15	2			0	data\source\player\M1\动作\M1ssl04少林浮空技能_金刚01.tani			2		
1646	55	2			1	data\source\player\M1\动作\M1ssl04少林防御_金刚 .ani			2		
1647	15	2			0	data\source\player\M1\动作\M1ssl04少林防御反击_金刚01.tani			2		
1648	15	2			0	data\source\player\M1\动作\M1ssl04棍攻击02a.tani			2		
1649	14	2			0	data\source\player\m1\动作\m1ssl04技能12_hd01.tani			2		
1650	14	2			0	data\source\player\m1\动作\m1ssl04技能13_HD01.tani			2		
1651	14	2			0	data\source\player\m1\动作\m1s04sl技能11b_舍身决收01hd.tani				2	
1999	15	2			0	data\source\player\m1\动作\M1b01ty处死01.ani			1		
2000	1	2			1	Data\source\player\M1\动作\M1b07ty持武器普通待机01.ani			1		
2001	2	2			1	Data\source\player\M1\动作\M1b07ty战斗待机.ani					
2002	5	2			1	Data\source\player\M1\动作\M1b07ty奔跑.tani			1		
2003	56	2			1	Data\source\player\M1\动作\M1b07ty行走.tani					
2004	57	2			1	Data\source\player\M1\动作\M1b07ty战斗待机后退01.tani					
2005	58	2		1.2	1	Data\source\player\M1\动作\M1b07ty战斗待机后退02.tani					
2006	6	2			1	Data\source\player\M1\动作\M1b07yd挪步左.tani					
2007	6	2			1	Data\source\player\M1\动作\M1b07yd挪步右.tani					
2008	7	2			0	Data\source\player\M1\动作\M1b07ty插武器01a.tani					
2009	7	1			0	Data\source\player\M1\动作\M1b07ty插武器01b.ani					
2010	7	1			0	Data\source\player\M1\动作\M1b07ty拔武器01a.tani					
2011	7	2			0	Data\source\player\M1\动作\M1b07ty拔武器01b.tani					
2015	12	2			0	Data\source\player\M1\动作\M1b07cj普通攻击11_四季剑法HD.tani			2		
2016	12	2			0	Data\source\player\M1\动作\M1b07cj普通攻击12_四季剑法HD.tani			2		
2017	13	2			0	Data\source\player\M1\动作\M1b07cj普通攻击13_四季剑法HD.tani			2		
2018	10	2	0.7		0	data\source\player\M1\动作\M1b07ty被击01.tani					
2019	43	2			0	data\source\player\M1\动作\M1b07ty格挡.tani					
2020	44	2			0	data\source\player\M1\动作\M1b07ty闪避.tani					
2021	14	2			0	data\source\player\M1\动作\M1s07cj轻剑技能11_九溪HD.tani			2		
2022	1	2			1	data\source\player\M1\动作\M1scj07演武02.ani			2		
2023	6				1	Data\source\player\M1\动作\M1b02yd挪步左.tani					
2024	6				1	Data\source\player\M1\动作\M1b02yd挪步右.tani					
2025	68	1			1	Data\source\player\M1\动作\M1b01ty喂草_01.tani					
2026	68	1			1	Data\source\player\M1\动作\M1b01ty刷马_01.tani					
2027	14	1			1	Data\source\player\M1\动作\M1b01ty套马01a01.tani					
2028	14	1			0	Data\source\player\M1\动作\M1b01ty套马01b.tani					
2029	14	1			0	data\source\player\M1\动作\M1stc04蓄力射箭-骑乘赛马活动.tani			2		
2030	14	1			0	data\source\player\M1\动作\M1stc04蓄力射箭释放-骑乘赛马活动.tani			2		
2031	38	1			0	data\source\player\M1\动作\M1b02ty势如破竹01.ani					
2032	41	1			0	data\source\player\M1\动作\M1stc04蓄力射箭-骑乘赛马活动.tani			2		
2033	41	1			0	data\source\player\M1\动作\M1stc04蓄力射箭释放-骑乘赛马活动.tani			2		
2034	41	1			0	data\source\player\M1\动作\M1stc04蓄力01-骑乘骑射.tani			2		
2035	41	1			0	data\source\player\M1\动作\M1stc04枪攻击20-骑乘骑射.tani			2		
2100	51	1			1	data\source\player\M1\动作\M1b01qt战斗待机01.ani					
2101	15	1			0	data\source\player\M1\动作\M1b02xs攻击01.tani			2		
2102	51	1			0	data\source\player\M1\动作\M1bqg疾退02.ani					
2103	51	1			0	data\source\player\M1\动作\M1ssl04轻功01缓冲.ani			2		
2104	51	1			1	data\source\player\M1\动作\M1s01ty挣扎.ani					
2105	51	1			0	data\source\player\M1\动作\M1b01bi攻击12.ani			2		
2106	51	1			0	data\source\player\M1\动作\M1smj10乾坤大法buff04格挡.tani			2		
