Keyword	ID	Name	FunctionType	DecayType	MoveStateMask	MoveStateMask2	MapBanMask	MapInvalidMask	BeginAttrib1	BeginValue1A	Count	Interval	MaxStackNum	ScriptFile
免控	7699	藏剑_梦泉虎跑免控			3758030846	63			atImmunity	2	7	16	1	
免控	8293	千险免控效果			3758030846	63			atImmunity	2	1	128	1	
免控	8302	盾墙消失减伤和免控	ResistDamage		3758030846	63			atLunarDamageCoefficient	-307	1	80	1	
免控	8449	血怒免控			3758030846	63			atImmunity	2	1	64	1	苍云\劫化生结束.lua
免控	8458	水月免控			3758030846	63			atImmuneSkillMove	1	1	96	1	
免控	8483	盾毅免控			67108864	63		0	atImmunity	2	1	80	1	
免控	8716	盾墙队友免控			3758030846	63		0	atImmuneSkillMove	1	1	18	1	
免控	8742	鹊踏枝_免控加强版本			3758030846	63			atImmunity	2	1	128	1	
免控	8864	千碟_免控buff			147634	60			atImmunity	2	1	16	1	五毒/镇派/千蝶结束.lua
免控	9059	太阴免控			3758030846	63			atImmunity	2	1	64	1	
免控	9068	拿云免控			3758030846	63			atImmunity	2	1	80	1	
免控	9107	太阴延迟加免控			1407582208	60			atExecuteScript	skill/万花/太阴延迟加免控.lua	1	48	1	
免控	9293	孤影化双_残影减伤免控			3758030846	63		0	atCallSubBuff	33086	1	128	1	
免控	9294	孤影化双_残影免控			3758030846	63		0	atImmunity	2	1	128	1	
免控	9342	石间意_梅花三弄期间免控免封内			3758030846	63		0	atImmunity	2	1	16	1	
免控	9354	捣衣_羽免控效果			3758030846	63			atImmunity	2	1	48	1	
免控	9511	青霄飞羽秘籍免控			3758030846	63		0	atSetTalentRecipe	2217	1	8	1	
免控	9848	探梅免控			3758030846	63			atImmunity	2	1	64	1	
免控	9855	蝶弄足3秒免控			3758030846	63			atImmunity	2	1	16	1	
免控	9999	捣衣_疏影横斜免控相知			3758030846	63			atImmunity	2	1	80	1	
免控	10245	破重围3秒免控			3758030846	63			atImmunity	2	1	63	1	
免控	10514	节日花朝节_BOSS免控			3758030846	63			atImmunity	2	1	0	1	
免控	10748	免控全			4294967294	63			atImmunity	2	1	57600	1	
免控	11204	封渊震煞免控Buff			3758030846	63			atImmunity	2	1	16	1	
免控	11205	封渊震煞免控监控Buff			67108864	63		0	atExecuteScript	skill/霸刀/监控封渊震煞添加免控.lua	1	48	1	
免控	11310	封渊震煞后翻免控			67108864	63			atImmunity	2	1	24	1	
免控	11319	跑墙免控无操作			3758030846	63			atImmunity	2	1	37	1	
反伤	5111	一线天_苏清_无懈可击反伤			3758030846	63			atLifeReplenishExt	900	1	16	10	
反伤	5280	一线天_霹雳_减伤反伤buff			3758030846	63			atLunarMagicReflectionPercent	1024	1	16	10	
反伤	5709	大明宫_无名_反伤			3758030846	63		0	atLunarMagicReflection	492	1	16	1	
反伤	7517	风雪稻香村_黑鹰_愁虑反伤			3758030846	63		0			100	80	25	
反伤	7809	风雪稻香村_黑鹰_愁虑额外反伤			3758030846	63		0			100	80	1	
反伤	11018	1号_心魔反伤			3758030846	63		0	atLunarMagicReflectionPercent	10	1	0	4	
反伤	11912	柳秀岳_金反伤盾			3758030846	63		0	atLunarMagicReflectionPercent	100	1	160	25	
反伤	14816	4号_猴子反伤			3758030846	63		0	atNeutralMagicReflectionPercent	1024	1	80	1	
反伤	15755	反伤效果			3758030846	63		0	atLunarMagicReflectionPercent	512	6	16	1	
反伤	15942	友善反伤效果			3758030846	63		0	atLunarMagicReflectionPercent	307	10	16	1	
反伤	17011	狼牙首领_反伤			3758030846	63		0	atLunarMagicReflectionPercent	512	8	16	1	Quest/ACT_场景预热/狼牙首领_反伤蓄力.lua
反伤	17596	卦象·水坎固定减伤反伤			3758030846	63			atSkillEventHandler	1858	1	160	4	
反伤	19969	修罗僧_P1_反伤			3758030846	63		0			1	0	100	
反伤	20695	上杉勇刀_枪法_铁林_内功反伤			3758030846	63		0	atLunarMagicReflectionPercent	5	1	16	10	
反伤	22347	谢云流_移除反伤监控			3758030846	63		0			39	4	1	
反伤	26394	通用_百战技能反伤			3758030846	63		0			1	16	100	
反伤	26463	牡丹_血涂风暴_反伤			3758030846	63	0	0	atPhysicsReflectionPercent	102	1	320	1	
反伤	29649	2号_韦柔丝_外功反伤			3758030846	63	0	0	atSkillEventHandler	2768	1	0	1	
反伤	29650	2号_韦柔丝_内功反伤			3758030846	63	0	0	atSkillEventHandler	2767	1	0	1	
反伤	30069	PVP上衣反伤_内置CD			3758096382	63	0	0			1	160	1	
反伤	31393	5号_尹雪尘_定波抵澜_反伤			3758030846	63		0	atPhysicsReflectionPercent	820	1	16	1	
反弹	371	反弹			4294967294	63			atPhysicsReflection	100	1	320	1	
反弹	768	少林反弹			3758030846	63			atPhysicsReflection	50	1	80	1	
反弹	1078	反弹			3758030846	63			atPhysicsReflection	50	1	4800	1	
反弹	4147	战斗塔_伤害反弹			3758030846	63			atLunarMagicReflectionPercent	102	1	160	1	
反弹	4780	门派活动_九子连环固反弹			3758030846	63			atPhysicsReflection	98518	1	16	1	
反弹	5703	少林_无相诀_反弹			3758030846	63		0	atLunarMagicReflectionPercent	205	1	160	1	
反弹	5875	少林_反弹			3758030846	63		0	atSkillEventHandler	956	1	16	5	
反弹	5876	少林_反弹眩晕	Stun	0	3758030846	63		0	atHalt		1	32	1	
反弹	5877	少林_反弹眩晕计时器			3758030846	63		0			1	240	1	
反弹	5878	少林_反弹眩晕计时器2			3758030846	63		0			1	320	1	
反弹	6076	预热反弹			3758030846	63		0	atPhysicsReflection	100000	1	16	1	
反弹	8090	胖妹子反弹			3758030846	63		0	atActiveThreatCoefficient	0	1	16	1	
反弹	8388	苍云反弹技能buff			3758030846	63		0	atMirrorShield		1	160	1	
反弹	9804	罗汉金身5%反弹几率解控			3758030846	63			atLunarMagicReflectionPercent	204	1	16	1	
反弹	9805	罗汉金身15%反弹几率解控			3758030846	63			atLunarMagicReflectionPercent	307	1	16	1	
反弹	9806	罗汉金身25%反弹几率解控			3758030846	63			atLunarMagicReflectionPercent	154	1	16	1	少林\金身结束.lua
反弹	9807	罗汉金身_30%反弹加强			3758030846	63			atLunarMagicReflectionPercent	307	1	16	1	
反弹	9808	罗汉金身_45%反弹加强			3758030846	63			atLunarMagicReflectionPercent	461	1	16	1	
反弹	9809	罗汉金身_60%反弹加强			3758030846	63			atLunarMagicReflectionPercent	230	1	16	1	少林\金身结束.lua
反弹	10390	纯阳_北冥盾反弹			3758030846	63		0	atNegativeShield	1	500	16	1	
反弹	14233	4号_没藏呼月_反弹沉默	Silence		3758030846	63		0	atSilenceAll		1	16	1	
反弹	16750	厌夜_斩无常反弹			3758030846	63			atLunarMagicReflectionPercent	10	1	16	1	
反弹	17273	5号_安小逢_斧卫反弹			3758030846	63			atLunarMagicReflectionPercent	512	1	16	1	
反弹	19301	前5秒额外反弹			3758030846	63			atLunarMagicReflectionPercent	205	1	80	1	
反弹	19403	2号_机关弩箭伤害反弹			3758030846	63		0	atLunarMagicReflectionPercent	1024	1	160	1	
反弹	19533	神器_蓄力猛击_减伤反弹buff			16590	63	0	0	atGlobalResistPercent	819	40	4	1	
反弹	23217	邵烨霖_打断反弹			3758030846	63			atLunarMagicReflectionPercent	512	5	16	1	
反弹	24269	无可证被击反弹			3758030846	63		0			1	80	5	
反弹	24361	游风飘踪反弹减速	Slow		3757998078	63			atMoveSpeedPercent	-102	1	80	1	
反弹	25729	3号_反弹			3758030846	63		0	atAllDamageAddPercent	-102	5	16	1	
反弹	27119	万灵山庄_上岩反弹			3758030846	63	0	0	atDamageFeedbackPercent	81	4	8	1	
反弹	27464	大乌龟反弹			3758030846	63		0	atSkillEventHandler	2567	1	24	1	
反弹	28017	3号_喜雅_诺布心诀·炽烈伤害反弹与伤害吸收盾			3758030846	63	0	0	atSkillEventHandler	2593	1	192	1	
反弹	28330	剑舞反弹_监控与被击buff			3758030846	63	0	0	atSkillEventHandler	2616	16	4	1	
反弹	28331	剑舞反弹_护盾			3758030846	63		0	atPhysicsDamageAbsorb	2000000	1	80	5	
反弹	28351	剑舞反弹_单体延时			3758030846	63	0	0			1	8	1	
反弹	28500	剑舞反弹_替换内部技能			4294967294	63		0	atNoLimitChangeSkillIcon	28202	1	0	1	
反弹	28954	剑舞反弹_反弹颜色标记用buff			3758030846	63	0	0			1	16	1	
反弹	29091	水晶共鸣反弹伤害			3758030846	63			atLunarMagicReflectionPercent	21	1	16	1	
反弹	30768	转乾坤反弹内置			3758030846	63		0			1	4	1	
反弹	31721	营地_诺布众_NPC反弹			3758030846	63	0	0	atLunarMagicReflectionPercent	512	1	16	1	
反弹	32533	营地_通用_反弹			4294967294	63	0	0	atSkillEventHandler	3037	1	28800	1	
反弹	32535	营地_通用_反弹CD			3758030846	63	0	0			1	80	1	
破防	552	天策-破风-破防	Damage		3758030846	63			atPhysicsShieldBase	-7	1	480	5	
破防	703	剑法·破防			3758030846	63			atPhysicsShieldPercent	-205	1	240	1	
破防	1394	英雄空雾峰_辅助NPC_外功易伤NPC_破防			3758030846	63			atPhysicsDamageCoefficient	2048	1	48	1	
破防	1405	英雄空雾峰_辅助NPC_外功易伤NPC_破防(释放)			3758030846	63					9600	16	1	
破防	2806	七秀_碎冰_剑气长江加破防			3758030846	63			atSolarOvercomePercent	51	1	80	1	
破防	3146	南诏铁爪侍卫_碎骨击_破防	Damage		3758030846	63			atPhysicsShieldBase	-100	1	160	5	
破防	4419	节日特殊小药外功破防			4294967294	63	520		atPhysicsOvercomeBase	265	1	28800	1	
破防	4420	节日特殊小药内功破防			4294967294	63	520		atMagicOvercome	265	1	28800	1	
破防	5037	南诏破军套_提高破防值			3758030846	63			atPhysicsOvercomeBase	4	1	96	10	
破防	5112	一线天_苏清_盾舞破防			3758030846	63			atPhysicsDefenceAdd	-102	10	16	1	
破防	5146	气纯特殊武器_加破防用buff			3758030846	63					1	1	1	
破防	6221	五毒_奇穴_蝎心破防			3758030846	63		0	atPoisonOvercomePercent	153	1	160	2	
破防	6343	丐帮_阵眼加破防			3758030846	63		0	atPhysicsOvercomePercent	306	1	80	1	
破防	6344	丐帮_阵眼加破防CD			3758030846	63					1	320	1	
破防	6376	丐帮_龙战加破防			3758030846	63		0	atPhysicsOvercomePercent	102	1	160	1	
破防	8403	苍云攻击阵破防效果			3758030846	63		0	atPhysicsCriticalDamagePowerBaseKiloNumRate	20	1	480	5	
破防	8484	攻击阵第四重破防			3758030846	63		0	atPhysicsOvercomePercent	153	1	80	1	
破防	9489	长歌输出阵法破防等级提高10%			3758030846	63		0	atLunarOvercomePercent	102	1	80	1	
破防	9596	外功破防			4294967294	63		0	atPhysicsOvercomeBase	74	1	28800	1	
破防	9597	内功破防			4294967294	63		0	atMagicOvercome	74	1	28800	1	
破防	9616	外功破防			4294967294	63		0	atPhysicsOvercomeBase	111	1	28800	1	
破防	9617	内功破防			4294967294	63		0	atMagicOvercome	111	1	28800	1	
破防	9770	剑主天地小队5%破防			3758030846	63		0	atLunarOvercomePercent	102	1	192	1	
破防	9920	龙曲_破防5%			3758030846	63		0	atPhysicsOvercomePercent	51	1	480	2	
破防	9949	玄门_5%破防和会心			3758030846	63		0	atPhysicsOvercomePercent	204	1	640	3	
破防	10216	阳春白雪破防加层表现			3758030846	63		0	atExecuteScript	skill/长歌/套路及子技能/阳春白雪标记buff消失删除实际效果.lua	1	96	3	
破防	12574	小队破防加速			3758030846	63		0	atUnlimitHasteBasePercentAdd	3	1	20	1	
破防	12939	3号_铁狱机关阵_破防			3758030846	63		0	atMoveSpeedPercent	-307	1	160	1	
破防	14100	翼绝云天加小队破防			3758030846	63		0	atPhysicsOvercomePercent	31	1	192	5	
破防	14309	血怒外功破防加15%			3758030846	63		0	atPhysicsAttackPowerPercent	154	30	16	1	
破防	14941	MOBA光环BUFF—破防			3758030846	63			atAllTypeOvercomeBase	102	1	16	1	
破防	14942	MOBA破防光环			4294967294	63		0			10	16	1	
破防	15436	破防等级提高			3758030846	63		0	atAllTypeOvercomeBase	207	1	480	1	
破防	17851	破防增益			3758030846	63		380	atNeutralOvercomeBase	11162	10	16	1	
破防	18214	修罗暗度内功破防等级			3758030846	63		0	atMagicOvercome	300	1	16	125	
破防	18459	测试用外功破防			3758030846	63			atPhysicsOvercomeBase	500	1	3600	99	
破防	18460	测试用混元破防			3758030846	63			atNeutralOvercomeBase	500	1	3600	99	
破防	18461	测试用阴性破防			3758030846	63			atLunarOvercomeBase	500	1	3600	99	
破防	18462	测试用阳性破防			3758030846	63			atSolarOvercomeBase	500	1	3600	99	
破防	18463	测试用毒性破防			3758030846	63			atPoisonOvercomeBase	500	1	3600	99	
破防	20699	养荣千枝绽蕊加破防			3758030846	63		0	atPoisonOvercomePercent	256	1	16	1	
破防	25472	破防增益			3758030846	63		380	atAllTypeOvercomeBase	6400	15	16	1	
破防	29504	助战npc未满级破防特殊处理			3758030846	63	0	0	atPhysicsOvercomePercent	-830	1	0	1	
破防	29505	助战npc未满级破防特殊处理（李星云）			3758030846	63	0	0	atPhysicsOvercomePercent	-1079	1	0	1	
破防	29526	黄字鞋子加破防_低品			3758030846	63		8	atAllTypeOvercomeBase	4218	1	160	1	
破防	29536	黄字腰坠破防			3758030846	63		8	atAllTypeOvercomeBase	270	1	192	5	
破防	29636	测试用加会心减破防			3758030846	63	0	0	atAllTypeCriticalStrike	500	1	0	99	
破防	29637	测试用减会心加破防			3758030846	63	0	0	atAllTypeCriticalStrike	-500	1	0	99	
破防	29642	测试用减破防加破招			3758030846	63	0	0	atSurplusValueBase	500	1	0	99	
破防	29643	测试用加破防减破招			3758030846	63	0	0	atSurplusValueBase	-500	1	0	99	
破防	29644	测试用加破防减加速			3758030846	63	0	0	atHasteBase	-500	1	0	99	
破防	29645	测试用减破防加加速			3758030846	63	0	0	atHasteBase	500	1	0	99	
破防	30511	JJC插旗大王-破防			4294967294	63		0	atAllTypeOvercomeBase	1000	1	5760	100	
破防	30743	精简腰带提高属性_高级版_破防			3758030846	63		8	atAllTypeOvercomeBase	8506	1	320	1	
破防	30749	精简下装适应之力破防_高级版			3758030846	63		8	atAllTypeOvercomeBase	12152	1	0	1	
破防	30752	精简下装适应之力破防_循环判定_山海源流			3758030846	63		8			3333	16	1	
破防	30755	精简戒指1加破防			3758030846	63		8	atAllTypeOvercomeBase	1412	1	160	1	
破防	31367	破防			3758030846	63	0	0	atLunarMagicShieldPercent	-307	1	480	1	
破防	50678	被动技能_破防提升			4294901758	7	0		atAllTypeOvercomeBase	202	3600	16	1	
破防	50718	衰减的破防			4294901758	7	0		atAllDamageAddPercent	102	1	40	5	
化劲	1455	增加化劲			4294967294	63			atDecriticalDamagePowerBase	54	1	28800	1	
化劲	1854	藏剑_西子情_梅隐香_香梅(带化劲)			3758030846	63			atToughnessBase	16	1	48	1	
化劲	3431	增加化劲50点			3758030846	63			atDecriticalDamagePowerBase	50	1	999999	100	
化劲	3435	减化劲50点			3758030846	63			atDecriticalDamagePowerBase	-50	1	999999	100	
化劲	7505	春点减化劲			3758030846	63		0	atDecriticalDamagePowerBaseKiloNumRate	-1000	1	80	1	
化劲	11873	追命箭降低目标化劲			3758030846	63		0	atDecriticalDamagePowerPercent	-51	1	192	1	
化劲	12597	兰摧降低目标化劲			3758030846	63		0	atDecriticalDamagePowerPercent	-154	7	48	1	
化劲	13052	普通大道无术减化劲	Halt	2	1405100032	60			atFreeze	0	1	32	1	
化劲	13053	强化大道无术减化劲	Halt	2	1405100032	60			atFreeze	0	1	48	1	
化劲	13924	翔极碧落降低目标化劲等级			3758030846	63		0	atDecriticalDamagePowerPercent	-205	1	80	1	
化劲	13939	还璧减化劲			3758030846	63		0	atDecriticalDamagePowerPercent	-154	1	80	1	
化劲	17076	斩火降低目标化劲			3758030846	63		0	atDecriticalDamagePowerPercent	-51	1	240	3	
化劲	18031	百步穿杨减化劲			3758030846	63		0	atDecriticalDamagePowerPercent	-103	1	192	2	
化劲	22131	三星临无视化劲判定标记			3758030846	63			atSkillEventHandler	2153	1	320	1	
化劲	22132	三星临无视化劲实际效果			3758030846	63		0	atSetTalentRecipe	2873	1	192	1	
化劲	23071	[23071]霸刀七刀无视化劲			3758030846	63		0	atDecriticalDamagePowerPercent	-102	1	4	1	
化劲	24181	触碰身行减少目标化劲			3758030846	63		0	atDecriticalDamagePowerPercent	-103	1	16	1	
化劲	24554	已废弃_灭影追风额外降化劲版			3758030846	63			atPhysicsOvercomePercent	51	1	4	1	刀宗/套路及子技能/灭影结束处理.lua
化劲	24761	灭影追风减化劲等级			3758030846	63		0	atDecriticalDamagePowerPercent	-61	1	176	1	
化劲	25272	[25272]丐帮_温酒_无视化劲			3758030846	63		0	atDecriticalDamagePowerPercent	-359	1	4	1	
化劲	27064	明教_净恶瑕诛无视化劲			3758030846	63		0	atDecriticalDamagePowerPercent	-410	1	4	1	
化劲	28807	提高化劲			4294967295	63		520	atDecriticalDamagePowerBaseKiloNumRate	10	1	160	15	
化劲	29195	日破无视化劲			3758030846	63		0	atDecriticalDamagePowerPercent	-154	1	4	1	
化劲	30056	输出PVP护手减化劲_内置CD			3758030846	63	0	0			1	480	1	
化劲	30057	治疗PVP护手加化劲_内置CD			3758030846	63	0	0			1	480	1	
化劲	30059	输出PVP护手减化劲			3758030846	63		8	atDecriticalDamagePowerBase	-2756	1	160	1	
化劲	30060	治疗PVP护手加化劲			3758030846	63		8	atDecriticalDamagePowerBase	2756	1	160	1	
化劲	30074	PVP项链化劲加御劲			3758030846	63		8	atToughnessBase	160	1	0	10	
化劲	30306	奇穴_雾灭_降低化劲			3758030846	63		0	atDecriticalDamagePowerPercent	-51	1	16	2	
化劲	30307	奇穴_雾灭_提高化劲			3758030846	63		0	atDecriticalDamagePowerPercent	51	1	16	2	
化劲	30516	JJC插旗大王-化劲			4294967294	63		0	atDecriticalDamagePowerBase	1000	1	5760	100	
化劲	30708	PVP附魔2腰带拍卖_化劲转御劲_太极秘录			3758030846	63		8	atToughnessBase	120	1	0	10	
化劲	31776	七情减化劲			3758030846	63		0	atDecriticalDamagePowerPercent	-11	8	8	99	
化劲	33182	孤锋破浪无视化劲			3758030846	63	0	0	atDecriticalDamagePowerPercent	-256	1	4	1	
化劲	51856	绝境_丐帮棒打降低化劲	Normal	-1	3758030846	63		0	atDecriticalDamagePowerPercent	-62	1	120	1	
御劲	1072	御劲			3758030846	63			atToughnessBase	162	1	4800	1	
御劲	1444	T增加御劲			3758030846	63			atToughnessBase	11	1	960	1	
御劲	1458	增加御劲			4294967294	63			atToughnessBase	50	1	28800	1	
御劲	1800	藏剑_快剑40级内功_梅隐香增加御劲值			3758030846	63					1	0	1	
御劲	1880	25人天王殿_御劲壁垒			3758030846	63			atSolarMagicResistPercent	204	1	0	5	
御劲	2198	铁壁_加20%御劲			3758030846	63			atToughnessPercent	205	1	192	1	
御劲	2199	溃甲_减20%御劲			3758030846	63			atToughnessPercent	-205	1	192	1	
御劲	3430	增加御劲50点			3758030846	63			atToughnessBase	50	1	999999	100	
御劲	3434	减御劲50点			3758030846	63			atToughnessBase	-50	1	999999	100	
御劲	9864	风20%会心换20%御劲			3758030846	63		0	atToughnessBaseRate	3000	1	160	1	
御劲	12989	持国天王殿_御劲壁垒			3758030846	63			atSolarMagicResistPercent	204	1	0	5	
御劲	14980	御劲提高			3758030846	63		0	atToughnessBaseRate	500	1	128	1	
御劲	20812	[20812]铁骨奇穴_慑服_御劲			3758030846	63		0	atToughnessBaseRate	512	1	128	1	
御劲	24411	离经_妙手御劲			3758030846	63		0	atToughnessBaseRate	500	1	240	1	
御劲	28314	御劲统一			3758030846	63	0	0			1	16	20	
御劲	29614	海龙御劲_监控与被击buff			3758030846	63	0	0	atSkillEventHandler	2775	40	4	1	
御劲	29616	海龙御劲_被击计数			3758030846	63	0	0			1	16	10	
御劲	29624	绝地反击_御劲统一cd			3758030846	63	0	0			1	16	1	
御劲	29776	海龙御劲_替换内部技能			4294967294	63	0	0	atNoLimitChangeSkillIcon	28202	1	0	1	
御劲	30074	PVP项链化劲加御劲			3758030846	63		8	atToughnessBase	160	1	0	10	
御劲	30515	JJC插旗大王-御劲			4294967294	63		0	atToughnessBase	100	1	5760	100	
御劲	30707	PVP附魔1腰带拍卖_被击加御劲_太极秘录			3758030846	63		8	atToughnessBase	10800	1	48	1	
御劲	30708	PVP附魔2腰带拍卖_化劲转御劲_太极秘录			3758030846	63		8	atToughnessBase	120	1	0	10	
御劲	33175	离经_新积势_炸黑御劲			3758030846	63		0	atToughnessBaseRate	1000	1	16	1	
名剑	6472	偿还名剑币_天佑中华			4294967294	63					8640000	16	1	
名剑	6476	扣除名剑币道具_天佑中华			4294967294	63					8640000	16	1	
名剑	7094	加速buff-威望名剑币5			4294967295	63		0	atAddPrestigePercentForAll	51	1	960	1	
名剑	7096	加速buff-名剑币10			4294967295	63		0			1	960	1	
名剑	11924	JJC扣名剑币			4294967294	63		0			3600	80	1	
名剑	13211	名剑大会举报复查buff			4294967294	63		0			1	0	1	
名剑	17488	名剑大会每周五场胜利标记			4294967295	63		0			1	57600	1	
名剑	19008	许愿树·名剑大会			4294967294	63		0			1	960	1	
名剑	19265	禁令·名剑大会 			4294967294	63					1	9676800	14	
名剑	19585	禁行·名剑大会			4294967294	63					1	9676800	14	
名剑	19906	禁书·名剑大会			4294967294	63					1	9676800	14	
名剑	22939	名剑大会获取威望上限记录			4294967295	63		0			1	960	1	
名剑	30633	名剑大会·对局火热			3758030846	63		0	atGamePlayTherapyFinalCof	-71	1	4800	10	
名剑	33612	名剑·保锋帖			4294967294	63	0	0			1	16	1	
竞技	2554	任务_竞技场时间控制			3758030846	63					1	640	1	
竞技	3369	竞技场_删辅助类食品			3758030846	63					1	16	1	
竞技	3370	竞技场_删增强类食品			3758030846	63					1	16	1	
竞技	3371	竞技场_删宴席			3758030846	63					1	16	1	
竞技	3372	竞技场_删辅助类药品			3758030846	63					1	16	1	
竞技	3373	竞技场_删增强类药品			3758030846	63					1	16	1	
竞技	3381	竞技场_战旗A			4294967294	63					1	57600	1	
竞技	3386	竞技场_战旗B			4294967294	63					1	57600	1	
竞技	3387	竞技场_删撼如雷			3758030846	63					1	16	1	
竞技	3388	竞技场_删清心静气			3758030846	63					1	16	1	
竞技	3389	竞技场_删秀气			3758030846	63					1	16	1	
竞技	3390	竞技场_删雨霖铃			3758030846	63					1	16	1	
竞技	3391	竞技场_删般若诀			3758030846	63					1	16	1	
竞技	3392	竞技场_删药石气劲			3758030846	63					1	16	1	
竞技	3393	竞技场_删BUFF用I			3758030846	63					1	0	1	
竞技	3394	竞技场_删BUFF用I			3758030846	63					1	0	1	
竞技	3395	竞技场_删BUFF用I			3758030846	63					1	0	1	
竞技	3396	竞技场_删BUFF用I			3758030846	63					1	0	1	
竞技	3397	竞技场_删BUFF用I			3758030846	63					1	0	1	
竞技	3398	竞技场_删BUFF用I			3758030846	63					1	0	1	
竞技	3449	竞技场_标记战阶			4294967294	63					1	16	1	
竞技	3602	竞技场_清内功标记			4294967294	63					1	28800	1	
竞技	3849	竞技场_回蓝回豆			3758030846	63					60	16	1	
竞技	3913	竞技场_删玄水			3758030846	63					1	16	1	
竞技	5015	竞技场_反隐形BUFF			3758030846	63			atCounterStealthRange	1920	1	16	1	
竞技	7869	记录竞技场周结算buff			4294967295	63		0			1	960	1	
竞技	8547	竞技场精英赛			4294967295	63		0			1	16	10	
竞技	10274	竞技场周常			4294967294	63		0			1	57600	1	
竞技	11837	竞技场禁止换心法			4294967294	63	520	0			15	32	1	
竞技	11839	竞技场准备时间_可奇穴切换			4294967294	63		0	atSetSelectableType	2	1	16	1	Quest\竞技场_切奇穴.lua
竞技	11840	竞技场倒计时_无法切换奇穴			4294967294	63		0			1	16	1	
竞技	11878	竞技场排队标记			4294967294	63		0			16	32	1	世界规则/名剑大会监控是否完成对局.lua
竞技	11880	竞技场惩罚			4294967294	63		0			5	960	1	
竞技	11881	竞技场三层			4294967294	63		0			1	57600	3	
竞技	12476	阵营披风碎片竞技场			4294967294	63		0			1	960	1	
竞技	12855	女生竞技场			4294967294	63		0			48	57600	1	
竞技	13120	竞技场_赛点标记			3758030846	63		0			1	16	1	
竞技	13479	进入竞技场标记			4294967294	63		0			1	0	1	
竞技	13597	竞技场状态机无敌buff			4294967294	63			atNegativeShield	1	400	48	1	
竞技	13598	竞技场状态机减伤buff			4294967294	63			atRepulsedRate	-1024	40000	48	1	
竞技	13695	竞技场状态机附近打斗破坏buff			4294967294	63	1014	0	atSkillEventHandler	1523	192	80	1	
竞技	13698	竞技场状态机溅射cdBuff			3758030846	63		0			1	16	1	
竞技	14326	竞技场延时释放冲击波技能			3758030846	63					1	4	1	Quest/竞技场障碍破坏/通用延时AOE.lua
竞技	14390	竞技场延时设置血量10%			3758030846	63					1	4	1	Quest/竞技场障碍破坏/通用延时设置血量10%.lua
竞技	14544	战场竞技场排队CD			4294967294	63		0			5	16	1	
竞技	15011	记录竞技场房间号			4294967295	63		0			1	80	1	Quest/竞技场_开房间访客buff.lua
竞技	15088	记录竞技场房间类型			3758030846	63		0			1	160	1	
竞技	16654	竞技场能力修正			3758030846	63		0	atBeTherapyCoefficient	-41	1	960	33	
竞技	17644	竞技场55机器人减疗修正			3758030846	63		0	atBeTherapyCoefficient	-51	1	16	10	
竞技	17678	竞技场OB防被打	Stun		4294967295	63			atIgnoreGravity		1	0	1	
竞技	18024	竞技场场中标记			3758030846	63		0	atDisableSprintFlag		1	16	1	
竞技	19548	竞技场练习机器人标记			4294967294	63		0			10080	960	1	
竞技	20116	竞技场--赛季段位继承			4294967295	63		0			1	480	1	Quest/竞技场_赛季结算buff.lua
竞技	21847	凌云梯_竞技场出来后尝试触发			4294967295	63		0			1	16	1	
竞技	23137	竞技场每周记录拭剑宝箱数量			4294967295	63		0			1	16	20	
竞技	23239	竞技场最高分记录			4294967295	63		0			1	0	1	
竞技	23240	竞技场最高分记录2			4294967295	63		0			1	0	1	
竞技	23242	竞技对局			4294967295	63		0			1	960	1	
竞技	24086	2号竞技场存档点判定buff			3758096382	63		0			1	0	1	
竞技	24087	1号竞技场存档点判定buff			3758096382	63		0			1	0	1	
战场	1189	神农洇_战场BOSS_大毒尸_狂暴			3758030846	63			atSkillPhysicsDamage	310000	1	0	1	
战场	3149	战场举报_偷懒耍滑			4294967294	63					1	480	1	
战场	3150	战场举报_内置CD			4294967294	63					1	480	1	
战场	3152	战场举报_被举报的debuff			4294967294	63					1	480	25	
战场	4122	战场标记			4294967294	63					1	960	5	
战场	7551	战场为帮会加分			4294967295	63		0			1	9600	1	
战场	11614	战场任务buff			4294967294	63		0			5	57600	1	
战场	11962	战场首胜buff			4294967295	63		0			1	960	1	
战场	12009	战场禁止切心法			4294967294	63	520	0			180	160	1	
战场	12015	战场YY队			4294967294	63		0			45	640	1	
战场	12203	战场触发奇遇			4294967294	63		0			1	1920	1	
战场	12455	体验战场回血			3758030846	63					1	8	1	
战场	12456	体验战场狂暴			3758030846	63			atPhysicsCriticalStrikeBaseRate	6000	30	16	1	
战场	12466	体验战场监控buff			4294967294	63		0	atImmuneSkillMove	1	1	16	1	
战场	12476	阵营披风碎片战场			4294967294	63		0			1	960	1	
战场	12595	体验战场倒计时传送buff			4294967294	63		0			10	16	1	
战场	12800	战场排队倒计时			4294967294	63		0	atExecuteScript	Map/战场通用/skill/战场排队通用.lua	1	16	1	
战场	12821	战场禁止排队			4294967294	63		0			15	640	1	
战场	13211	战场举报复查buff			4294967294	63		0			1	0	1	
战场	13395	战场提前逃出处理			4294967294	63		0			1	16	1	
战场	14543	离开战场倒计时			4294967294	63		0			1	16	1	
战场	14544	战场竞技场排队CD			4294967294	63		0			5	16	1	
战场	14577	战场到钦佩buff			4294967294	63		0			1	0	1	
战场	14726	战场禁止用奇穴提示			4294901758	63		0			1	99999	1	
