skill\绝境战场\绝境_蛊虫献祭.lua:36	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	7, 10000 skill.AddAttribute(
skill\绝境战场\绝境_蛊虫献祭.lua:42	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	2, 10000 skill.AddAttribute(
skill\绝境战场\绝境_裂苍穹.lua:68	CALL_BUFF	51371, 1 --skill.BindBuff(1, 788, 1);	-- 减速95%Buff
skill\绝境战场\绝境_镇山河.lua:37	CALL_BUFF	3851, -- 属性值1 1															-- 属性值2 skill.AddAttribute(
skill\绝境战场\绝境_鸟翔碧空.lua:39	DEL_SINGLE_BUFF_BY_ID	1298, 1 skill.AddAttribute(
skill\绝境战场\绝境_鸟翔碧空.lua:46	DEL_SINGLE_BUFF_BY_ID	1299, 1 ----------------- 技能施放Buff需求 ---------------------------------------------
skill\绝境战场\绝境_鹊踏枝.lua:41	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	4, 10000 skill.AddAttribute(
skill\绝境战场\绝境_鹊踏枝.lua:47	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	8, 10000 skill.AddAttribute(
skill\绝境战场\绝境_鹊踏枝.lua:53	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	7, 10000 skill.AddAttribute(
skill\绝境战场\绝境_鹊踏枝.lua:59	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	2, 10000 skill.AddAttribute(
skill\绝境战场\绝境_鹤归孤山.lua:50	CALL_BUFF	51335, 1 skill.AddAttribute(
skill\绝境战场\绝境_鹤归孤山.lua:57	CALL_BUFF	1695, 1 skill.AddAttribute(
skill\绝境战场\绝境_鹤归孤山.lua:64	CALL_BUFF	1953, 1 ----------------- 设置CoolDown ---------------------------------------------------------------------
skill\阵法\少林攻击阵法第五重.lua:28	CALL_BUFF	--        920,		--BUFFID --        1		-- --    );
