ParkourMoveID	TotalFrame	PointCount	PointFrame1	PointFrame2	PointFrame3	PointFrame4	Frame0	VelocityXY0	VelocityZ0	DirectionXY0	Frame1	VelocityXY1	VelocityZ1	DirectionXY1	Frame2	VelocityXY2	VelocityZ2	DirectionXY2	Frame3	VelocityXY3	VelocityZ3	DirectionXY3	Frame4	VelocityXY4	VelocityZ4	DirectionXY4	Frame5	VelocityXY5	VelocityZ5	DirectionXY5	Frame6	VelocityXY6	VelocityZ6	DirectionXY6	Frame7	VelocityXY7	VelocityZ7	DirectionXY7	Frame8	VelocityXY8	VelocityZ8	DirectionXY8	Frame9	VelocityXY9	VelocityZ9	DirectionXY9	Frame10	VelocityXY10	VelocityZ10	DirectionXY10	Frame11	VelocityXY11	VelocityZ11	DirectionXY11	Frame12	VelocityXY12	VelocityZ12	DirectionXY12	Frame13	VelocityXY13	VelocityZ13	DirectionXY13	Frame14	VelocityXY14	VelocityZ14	DirectionXY14	Frame15	VelocityXY15	VelocityZ15	DirectionXY15	Frame16	VelocityXY16	VelocityZ16	DirectionXY16	Frame17	VelocityXY17	VelocityZ17	DirectionXY17	Frame18	VelocityXY18	VelocityZ18	DirectionXY18	Frame19	VelocityXY19	VelocityZ19	DirectionXY19	Frame20	VelocityXY20	VelocityZ20	DirectionXY20	Frame21	VelocityXY21	VelocityZ21	DirectionXY21	Frame22	VelocityXY22	VelocityZ22	DirectionXY22	Frame23	VelocityXY23	VelocityZ23	DirectionXY23	Frame24	VelocityXY24	VelocityZ24	DirectionXY24	Frame25	VelocityXY25	VelocityZ25	DirectionXY25	Frame26	VelocityXY26	VelocityZ26	DirectionXY26	Frame27	VelocityXY27	VelocityZ27	DirectionXY27	Frame28	VelocityXY28	VelocityZ28	DirectionXY28	Frame29	VelocityXY29	VelocityZ29	DirectionXY29	Frame30	VelocityXY30	VelocityZ30	DirectionXY30	Frame31	VelocityXY31	VelocityZ31	DirectionXY31	Frame32	VelocityXY32	VelocityZ32	DirectionXY32	Frame33	VelocityXY33	VelocityZ33	DirectionXY33	Frame34	VelocityXY34	VelocityZ34	DirectionXY34	Frame35	VelocityXY35	VelocityZ35	DirectionXY35	Frame36	VelocityXY36	VelocityZ36	DirectionXY36	Frame37	VelocityXY37	VelocityZ37	DirectionXY37	Frame38	VelocityXY38	VelocityZ38	DirectionXY38	Frame39	VelocityXY39	VelocityZ39	DirectionXY39	Frame40	VelocityXY40	VelocityZ40	DirectionXY40	Frame41	VelocityXY41	VelocityZ41	DirectionXY41	Frame42	VelocityXY42	VelocityZ42	DirectionXY42	Frame43	VelocityXY43	VelocityZ43	DirectionXY43	Frame44	VelocityXY44	VelocityZ44	DirectionXY44	Frame45	VelocityXY45	VelocityZ45	DirectionXY45	Frame46	VelocityXY46	VelocityZ46	DirectionXY46	Frame47	VelocityXY47	VelocityZ47	DirectionXY47	Frame48	VelocityXY48	VelocityZ48	DirectionXY48	Frame49	VelocityXY49	VelocityZ49	DirectionXY49	Frame50	VelocityXY50	VelocityZ50	DirectionXY50	Frame51	VelocityXY51	VelocityZ51	DirectionXY51	Frame52	VelocityXY52	VelocityZ52	DirectionXY52	Frame53	VelocityXY53	VelocityZ53	DirectionXY53	Frame54	VelocityXY54	VelocityZ54	DirectionXY54	Frame55	VelocityXY55	VelocityZ55	DirectionXY55	Frame56	VelocityXY56	VelocityZ56	DirectionXY56	Frame57	VelocityXY57	VelocityZ57	DirectionXY57	Frame58	VelocityXY58	VelocityZ58	DirectionXY58	Frame59	VelocityXY59	VelocityZ59	DirectionXY59	Frame60	VelocityXY60	VelocityZ60	DirectionXY60	Frame61	VelocityXY61	VelocityZ61	DirectionXY61	Frame62	VelocityXY62	VelocityZ62	DirectionXY62	Frame63	VelocityXY63	VelocityZ63	DirectionXY63	Frame64	VelocityXY64	VelocityZ64	DirectionXY64	Frame65	VelocityXY65	VelocityZ65	DirectionXY65	Frame66	VelocityXY66	VelocityZ66	DirectionXY66	Frame67	VelocityXY67	VelocityZ67	DirectionXY67	Frame68	VelocityXY68	VelocityZ68	DirectionXY68	Frame69	VelocityXY69	VelocityZ69	DirectionXY69	Frame70	VelocityXY70	VelocityZ70	DirectionXY70	Frame71	VelocityXY71	VelocityZ71	DirectionXY71	Frame72	VelocityXY72	VelocityZ72	DirectionXY72	Frame73	VelocityXY73	VelocityZ73	DirectionXY73	Frame74	VelocityXY74	VelocityZ74	DirectionXY74	Frame75	VelocityXY75	VelocityZ75	DirectionXY75	Frame76	VelocityXY76	VelocityZ76	DirectionXY76	Frame77	VelocityXY77	VelocityZ77	DirectionXY77	Frame78	VelocityXY78	VelocityZ78	DirectionXY78	Frame79	VelocityXY79	VelocityZ79	DirectionXY79	Frame80	VelocityXY80	VelocityZ80	DirectionXY80	Frame81	VelocityXY81	VelocityZ81	DirectionXY81	Frame82	VelocityXY82	VelocityZ82	DirectionXY82	Frame83	VelocityXY83	VelocityZ83	DirectionXY83	Frame84	VelocityXY84	VelocityZ84	DirectionXY84	Frame85	VelocityXY85	VelocityZ85	DirectionXY85	Frame86	VelocityXY86	VelocityZ86	DirectionXY86	Frame87	VelocityXY87	VelocityZ87	DirectionXY87	Frame88	VelocityXY88	VelocityZ88	DirectionXY88	Frame89	VelocityXY89	VelocityZ89	DirectionXY89	Frame90	VelocityXY90	VelocityZ90	DirectionXY90	Frame91	VelocityXY91	VelocityZ91	DirectionXY91	Frame92	VelocityXY92	VelocityZ92	DirectionXY92	Frame93	VelocityXY93	VelocityZ93	DirectionXY93	Frame94	VelocityXY94	VelocityZ94	DirectionXY94	Frame95	VelocityXY95	VelocityZ95	DirectionXY95	Frame96	VelocityXY96	VelocityZ96	DirectionXY96	Frame97	VelocityXY97	VelocityZ97	DirectionXY97	Frame98	VelocityXY98	VelocityZ98	DirectionXY98	Frame99	VelocityXY99	VelocityZ99	DirectionXY99	Frame100	VelocityXY100	VelocityZ100	DirectionXY100	Frame101	VelocityXY101	VelocityZ101	DirectionXY101	Frame102	VelocityXY102	VelocityZ102	DirectionXY102	Frame103	VelocityXY103	VelocityZ103	DirectionXY103	Frame104	VelocityXY104	VelocityZ104	DirectionXY104	Frame105	VelocityXY105	VelocityZ105	DirectionXY105	Frame106	VelocityXY106	VelocityZ106	DirectionXY106	Frame107	VelocityXY107	VelocityZ107	DirectionXY107	Frame108	VelocityXY108	VelocityZ108	DirectionXY108	Frame109	VelocityXY109	VelocityZ109	DirectionXY109	Frame110	VelocityXY110	VelocityZ110	DirectionXY110	Frame111	VelocityXY111	VelocityZ111	DirectionXY111	Frame112	VelocityXY112	VelocityZ112	DirectionXY112	Frame113	VelocityXY113	VelocityZ113	DirectionXY113	Frame114	VelocityXY114	VelocityZ114	DirectionXY114	Frame115	VelocityXY115	VelocityZ115	DirectionXY115	Frame116	VelocityXY116	VelocityZ116	DirectionXY116	Frame117	VelocityXY117	VelocityZ117	DirectionXY117	Frame118	VelocityXY118	VelocityZ118	DirectionXY118	Frame119	VelocityXY119	VelocityZ119	DirectionXY119	Frame120	VelocityXY120	VelocityZ120	DirectionXY120	Frame121	VelocityXY121	VelocityZ121	DirectionXY121	Frame122	VelocityXY122	VelocityZ122	DirectionXY122	Frame123	VelocityXY123	VelocityZ123	DirectionXY123	Frame124	VelocityXY124	VelocityZ124	DirectionXY124	Frame125	VelocityXY125	VelocityZ125	DirectionXY125	Frame126	VelocityXY126	VelocityZ126	DirectionXY126	Frame127	VelocityXY127	VelocityZ127	DirectionXY127	Frame128	VelocityXY128	VelocityZ128	DirectionXY128	Frame129	VelocityXY129	VelocityZ129	DirectionXY129	Frame130	VelocityXY130	VelocityZ130	DirectionXY130	Frame131	VelocityXY131	VelocityZ131	DirectionXY131	Frame132	VelocityXY132	VelocityZ132	DirectionXY132	Frame133	VelocityXY133	VelocityZ133	DirectionXY133	Frame134	VelocityXY134	VelocityZ134	DirectionXY134	Frame135	VelocityXY135	VelocityZ135	DirectionXY135	Frame136	VelocityXY136	VelocityZ136	DirectionXY136	Frame137	VelocityXY137	VelocityZ137	DirectionXY137	Frame138	VelocityXY138	VelocityZ138	DirectionXY138	Frame139	VelocityXY139	VelocityZ139	DirectionXY139	Frame140	VelocityXY140	VelocityZ140	DirectionXY140	Frame141	VelocityXY141	VelocityZ141	DirectionXY141	Frame142	VelocityXY142	VelocityZ142	DirectionXY142	Frame143	VelocityXY143	VelocityZ143	DirectionXY143	Frame144	VelocityXY144	VelocityZ144	DirectionXY144	Frame145	VelocityXY145	VelocityZ145	DirectionXY145	Frame146	VelocityXY146	VelocityZ146	DirectionXY146	Frame147	VelocityXY147	VelocityZ147	DirectionXY147	Frame148	VelocityXY148	VelocityZ148	DirectionXY148	Frame149	VelocityXY149	VelocityZ149	DirectionXY149	Frame150	VelocityXY150	VelocityZ150	DirectionXY150	Frame151	VelocityXY151	VelocityZ151	DirectionXY151	Frame152	VelocityXY152	VelocityZ152	DirectionXY152	Frame153	VelocityXY153	VelocityZ153	DirectionXY153	Frame154	VelocityXY154	VelocityZ154	DirectionXY154	Frame155	VelocityXY155	VelocityZ155	DirectionXY155	Frame156	VelocityXY156	VelocityZ156	DirectionXY156	Frame157	VelocityXY157	VelocityZ157	DirectionXY157	Frame158	VelocityXY158	VelocityZ158	DirectionXY158	Frame159	VelocityXY159	VelocityZ159	DirectionXY159
79	19	4	0	5	13	18	0	0	0	64	1	1	235	-64	2	4	383	0	3	5	323	0	4	6	330	0	5	9	265	0	6	14	143	0	7	18	74	0	8	20	33	0	9	21	9	0	10	22	0	0	11	25	-13	0	12	24	-47	0	13	19	-105	0	14	12	-210	0	15	7	-307	0	16	5	-345	0	17	5	-396	0	18	1	-371	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
80	19	4	0	5	13	18	0	0	0	64	1	0	160	-64	2	2	333	0	3	5	327	0	4	6	380	0	5	10	325	0	6	16	154	0	7	20	74	0	8	23	33	0	9	24	9	0	10	24	0	0	11	27	-13	0	12	27	-47	0	13	21	-105	0	14	13	-217	0	15	7	-316	0	16	5	-341	0	17	4	-334	0	18	1	-356	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
81	9	2	0	8			0	0	0	64	1	22	-46	-64	2	14	-49	0	3	12	-72	0	4	12	-150	0	5	8	-159	0	6	5	-149	0	7	4	-174	0	8	2	-146	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																												
82	9	2	0	8			0	0	0	64	1	22	-73	-64	2	14	-104	0	3	12	-124	0	4	12	-169	0	5	8	-192	0	6	5	-203	0	7	4	-221	0	8	2	-174	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																												
83	11	2	0	10			0	0	0	64	1	8	-16	-64	2	13	-57	0	3	10	-86	0	4	10	-95	0	5	10	-112	0	6	9	-135	0	7	8	-210	0	8	6	-255	0	9	3	-300	0	10	1	-265	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
84	12	2	0	11			0	0	0	64	1	13	-20	-64	2	19	-63	0	3	11	-92	0	4	10	-110	0	5	8	-135	0	6	6	-183	0	7	4	-230	0	8	4	-283	0	9	2	-278	0	10	1	-259	0	11	1	-204	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																
85	14	2	0	13			0	0	0	64	1	13	-22	-64	2	18	-61	0	3	9	-80	0	4	7	-85	0	5	6	-95	0	6	6	-109	0	7	6	-135	0	8	4	-201	0	9	3	-289	0	10	3	-377	0	11	2	-317	0	12	1	-297	0	13	0	-138	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
86	15	2	0	14			0	0	0	64	1	15	-19	-64	2	20	-64	0	3	9	-92	0	4	8	-99	0	5	6	-110	0	6	6	-126	0	7	5	-151	0	8	3	-203	0	9	2	-236	0	10	2	-254	0	11	1	-270	0	12	1	-280	0	13	0	-328	128	14	0	-287	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
87	16	2	0	15			0	0	0	64	1	15	-14	-64	2	20	-69	0	3	8	-113	0	4	6	-122	0	5	5	-134	0	6	5	-149	0	7	5	-167	0	8	6	-258	0	9	4	-296	0	10	2	-249	0	11	1	-242	0	12	0	-240	0	13	0	-243	0	14	0	-288	128	15	0	-250	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																
88	18	2	0	17			0	0	0	64	1	16	-41	-64	2	21	-100	0	3	8	-118	0	4	6	-120	0	5	5	-125	0	6	4	-134	0	7	4	-145	0	8	5	-159	0	9	5	-250	0	10	3	-291	0	11	1	-247	0	12	1	-244	0	13	1	-241	0	14	0	-238	0	15	0	-235	0	16	2	-247	189	17	5	-174	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
89	19	3	0	9	18		0	0	0	64	1	0	32	64	2	0	83	0	3	0	113	0	4	3	137	0	5	15	200	0	6	16	170	0	7	15	84	0	8	14	50	0	9	6	62	0	10	3	96	-128	11	7	108	0	12	10	98	0	13	13	86	0	14	16	67	0	15	17	26	0	16	19	3	0	17	16	-21	0	18	9	-21	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
90	23	3	0	11	22		0	0	0	64	1	0	57	64	2	0	137	0	3	0	168	0	4	3	169	0	5	13	210	0	6	18	129	0	7	23	38	0	8	20	39	0	9	19	37	0	10	18	69	0	11	19	179	0	12	4	216	0	13	2	221	-128	14	7	183	0	15	15	167	0	16	20	138	0	17	22	88	0	18	27	39	0	19	27	10	0	20	22	-17	0	21	20	-98	0	22	14	-98	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
91	22	4	0	6	14	21	0	0	0	64	1	0	133	-64	2	2	308	0	3	4	372	0	4	4	464	0	5	5	481	0	6	8	398	0	7	13	233	0	8	17	124	0	9	20	56	0	10	21	15	0	11	22	-2	0	12	25	-30	0	13	24	-85	0	14	18	-167	0	15	11	-262	0	16	7	-316	0	17	4	-344	0	18	3	-357	0	19	3	-333	0	20	1	-345	0	21	0	-341	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
92	16	4	0	6	10	15	0	0	0	64	1	4	242	-64	2	6	363	0	3	4	245	0	4	4	237	0	5	4	209	0	6	5	162	0	7	7	87	0	8	9	23	0	9	10	-1	0	10	12	-42	0	11	8	-152	0	12	6	-262	0	13	6	-323	0	14	6	-336	0	15	6	-452	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																
93	15	4	0	4	10	14	0	0	0	64	1	1	173	-64	2	4	297	0	3	11	291	0	4	15	234	0	5	17	97	0	6	18	40	0	7	17	8	0	8	15	-4	0	9	14	-25	0	10	13	-66	0	11	14	-147	0	12	15	-293	0	13	5	-332	0	14	0	-272	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
94	15	4	0	4	10	14	0	0	0	64	1	0	73	-64	2	1	177	0	3	3	220	0	4	15	376	0	5	21	217	0	6	22	65	0	7	19	11	0	8	16	-6	0	9	14	-28	0	10	13	-65	0	11	13	-120	0	12	12	-204	0	13	8	-263	0	14	1	-452	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
95	15	4	0	4	11	14	0	0	0	64	1	2	171	-64	2	5	329	0	3	7	248	0	4	11	191	0	5	17	110	0	6	21	61	0	7	22	27	0	8	21	3	0	9	21	-10	0	10	20	-39	0	11	19	-86	0	12	15	-221	0	13	11	-331	0	14	5	-452	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
96	16	4	0	5	10	15	0	0	0	64	1	2	283	-64	2	5	344	0	3	5	337	0	4	6	307	0	5	12	204	0	6	23	84	0	7	30	22	0	8	30	0	0	9	32	-23	0	10	24	-86	0	11	12	-209	0	12	6	-313	0	13	4	-341	0	14	5	-339	0	15	2	-270	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																
97	17	4	0	4	12	16	0	0	0	64	1	1	228	-64	2	4	390	0	3	8	385	0	4	11	359	0	5	15	157	0	6	18	71	0	7	20	32	0	8	21	8	0	9	22	0	0	10	24	-12	0	11	25	-45	0	12	22	-101	0	13	16	-389	0	14	8	-484	0	15	2	-328	0	16	1	-234	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																												
98	18	4	0	4	12	17	0	0	0	64	1	1	228	-64	2	4	390	0	3	7	390	0	4	11	361	0	5	17	141	0	6	21	59	0	7	23	26	0	8	24	7	0	9	23	0	0	10	24	-7	0	11	23	-25	0	12	21	-56	0	13	17	-142	0	14	10	-384	0	15	6	-390	0	16	3	-317	0	17	1	-243	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
99	16	4	0	5	10	15	0	0	0	64	1	2	283	-64	2	5	344	0	3	5	337	0	4	7	307	0	5	11	204	0	6	21	84	0	7	28	22	0	8	25	0	0	9	25	-23	0	10	19	-88	0	11	11	-211	0	12	7	-312	0	13	5	-338	0	14	5	-338	0	15	2	-270	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																
100	19	3	0	9	18		0	0	0	64	1	4	-7	64	2	10	-17	0	3	13	-19	0	4	14	-13	0	5	15	0	0	6	21	17	0	7	12	29	0	8	5	40	0	9	2	37	0	10	3	28	-128	11	8	24	0	12	11	21	0	13	17	17	0	14	22	11	0	15	22	2	0	16	22	-1	0	17	20	-6	0	18	11	-5	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
