ID	Name	DisplayName	Perform	Broadcast	MaxLootRange	bCanPK	bCanDuel	Type	MaxCopyCount	FarmerMaxCopyCount	MinPlayerCount	MaxPlayerCount	MaxFullLevelPlayerCount	MaxFarmerCount	KeepTime	ManualReset	RefreshCycle	RefreshOffset	MapDrop	ReviveInSitu	UseLastEntry	LimitTimes	BanSkillMask	BattleRelationMask	RevieCycle	AllScenePlayerInFight	ResourcePath	MiniMapResourcePath	ScriptFile	LoginIntervalTime	PreQueuePlayerCount	DoNotGoThroughRoof	QuestCountAchID	CampType	FightList	NeedCampBuff	MaxMapLevel	bCanTongWar	CanJoinBattleField	BanUseItemMask	CanJoinArena	IsArenaMap	NewCampFight	CanJoinTongBattlefield	MapCostThew	InvalidBuffMask	SingleMap	BanChangeTalent	CanSprint	DisableChangeEquip	DisableTalk	QueueForSwitchWhenFull	CampQueue	MaxNeutralPlayerCount	MaxGoodPlayerCount	MaxEvilPlayerCount	InvalidEnchantMask	ForceCheckProgress	IsTongWarMap	MaxCastleVIPPlayerCount	CanJoinCastleVIPQueue	BanTradeItemMask	CanTradeMoney	BanEquipItemMask	CanExistItemMask	IsBattlefield	IsDungeonRoleProgressMap	MapCostVigor	SyncTempData	IsTongLeagueMap	OperationMask	EnableNav	EnableNavAutoFly	AutoSelectIndex	LackMapPakBitIndex	NavWaterG
113	英雄寂灭厅	英雄寂灭厅	100	2	4	0	0	1	320		1	5			2	1	1440	420		0	1	0	128	0	0	0	data\source\maps\英雄寂灭厅\英雄寂灭厅.jsonmap			0	0	1		1	0	0		0	0	16	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0			80				1	0			10
114	英雄无量宫	英雄无量宫	100	2	4	0	0	1	320		1	5			2	1	1440	420		0	1	0	128	0	0	0	data\source\maps\英雄无量宫\英雄无量宫.jsonmap			0	0	0		1	0	0		0	0	16	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0			80				1	0			10
115	英雄法王窟	英雄法王窟	100	2	4	0	0	1	320		1	5			2	1	1440	420		0	1	0	128	0	0	0	data\source\maps\英雄法王窟\英雄法王窟.jsonmap			0	0	0		1	1	0		0	0	16	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0			80				1	0			10
116	低级仙踪林	低级仙踪林	100	2	4	0	0	1	128		1	5			2	1	1440	420		0	1	0	128	0	0	0	data\source\maps\低级仙踪林\低级仙踪林.jsonmap			0	0	0		1	1	0		0	0	16	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0			50				1	0			10
117	25人英雄龙渊泽	25人英雄龙渊泽	100	3	6	0	1	1	256		1	25			2	1	10080	6180		0	1	0	128	0	0	0	data\source\maps\25人英雄龙渊泽\25人英雄龙渊泽.jsonmap			0	0	0		1	1	0		0	0	16	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0							1	0			10
118	25人普通龙渊泽	25人普通龙渊泽	100	3	6	0	1	1	256		1	25			2	1	10080	6180		0	1	0	128	0	0	0	data\source\maps\25人普通龙渊泽\25人普通龙渊泽.jsonmap			0	0	0		1	1	0		0	0	16	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0							1	0			10
119	10人英雄龙渊泽	10人英雄龙渊泽	100	3	6	0	1	1	256		1	10			2	1	4320	420		0	1	0	128	0	0	0	data\source\maps\10人英雄龙渊泽\10人英雄龙渊泽.jsonmap			0	0	0		1	1	0		0	0	16	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0							1	0			10
120	荻花洞窟	荻花洞窟	100	3	6	0	0	1	256		1	10			2	0	4320	420		0	1	0	128	0	0	0	data\source\maps\荻花洞窟\荻花洞窟.jsonmap			0	0	1		1	1	0		0	0	16	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0							1	0			10
121	英雄神农洇	英雄神农洇	100	4	5	0	0	2	512		1	34			2	0	0	0		0	1	0	256	2	160	0	data\source\maps\英雄神农洇\英雄神农洇.map			0	0	0		5	0	0		0	0	16	0	0	0	0		256	0	0	0			1	0	0	0	0	2	0				2	0	1	0						7	0	0			10
122	唐门	唐门	100	1	2	0	1	0	2		1	1500	1200		10	0	0	0	8	1	0	0	0	0	0	0	data\source\maps\唐门\唐门.jsonmap			0	0	0	2705	1	0	0		0	1	16	1	0	0	0		0	0	0	1			1	0	0	0	0	2	0				1	1	1	0				1			1	1	1		10
123	低级唐门密室	低级唐门密室	100	3	4	0	0	1	128		1	5			10	1	1440	420		0	1	0	128	0	0	0	data\source\maps\低级唐门密室\低级唐门密室.jsonmap			0	0	0		1	1	0		0	0	16	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0			50				1	0			10
125	唐门密室	唐门密室	100	3	4	0	0	1	320		1	5			2	1	1440	420		0	1	0	128	0	0	0	data\source\maps\唐门密室\唐门密室.jsonmap			0	0	1		1	0	0		0	0	16	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0			90				1	0			10
126	神剑冢	神剑冢	100	3	6	0	0	1	256		1	25			10	0	1440	420		0	1	0	131	0	0	0	data\source\maps\神剑冢\神剑冢.jsonmap			0	0	1		1	1	0		0	0	16	0	0	0	0		131	0	0	0			1	0	0	0	0	1	0				1	1	1	0						7	1	0			10
127	天山碎冰谷	天山碎冰谷	100	4	1	0	0	2	2048		1	1024			2	0	0	0		0	0	0	8	2	0	0	data\source\maps\天山碎冰谷\天山碎冰谷.jsonmap			0	0	0		4	0	0		0	0	1	0	1	0	0		8	0	0	0	1		1	0	0	0	0	4	0				2	0	1	0						7	0	0			10
128	乐山大佛窟	乐山大佛窟	100	4	1	0	0	2	2048		1	1024			2	0	0	0		0	0	0	8	2	0	0	data\source\maps\乐山大佛窟\乐山大佛窟.jsonmap			0	0	0		4	0	0		0	0	1	0	1	0	0		8	0	0	0	1		1	0	0	0	0	4	0				2	0	1	0						7	0	0			10
129	华山之巅	华山之巅	100	4	1	0	0	2	2048		1	1024			2	0	0	0		0	0	0	8	2	0	0	data\source\maps\华山之巅\华山之巅.jsonmap			0	0	0		4	0	0		0	0	1	0	1	0	0		8	0	0	0	1		1	0	0	0	0	4	0				2	0	1	0						7	0	0			10
130	英雄荻花洞窟	英雄荻花洞窟	100	3	6	0	0	1	256		1	25			2	1	10080	6180		0	1	0	128	0	0	0	data\source\maps\英雄荻花洞窟\英雄荻花洞窟.jsonmap			0	0	1		1	1	0		0	0	16	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0							1	0			10
131	持国天王回忆录	持国天王回忆录	100	3	4	0	0	1	320		1	10			2	0	4320	420		0	1	0	128	0	0	0	data\source\maps\持国天王回忆录\持国天王回忆录.jsonmap			0	0	1		1	1	0				16				0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0							1	0			10
133	25人英雄烛龙殿	25人英雄烛龙殿	100	3	6	0	0	1	512		1	25			2	1	10080	6180		0	1	0	128	0	0	0	data\source\maps\25人英雄烛龙殿\25人英雄烛龙殿.jsonmap			0	0	1		1	1	0		0	0	16	0	0	0	0		128	0	0	0			1	0	0	0	0	1	1				1	1	1	0							1	0			10
134	烛龙殿	烛龙殿	100	3	6	0	0	1	256		1	10			10	0	4320	420		0	1	0	128	0	0	0	data\source\maps\烛龙殿\烛龙殿.jsonmap			0	0	1		1	1	0		0	0	16	0	0	0	0		128	0	0	0			1	0	0	0	0	1	1				1	1	1	0							1	0			10
135	三国古战场	三国古战场	100	4	5	0	0	2	512		1	34			2	0	0	0		0	1	0	0	2	160	0	data\source\maps\三国古战场\三国古战场.jsonmap			0	0	0		5	0	0		0	0	16	0	0	0	0		256	0	0	1			1	0	0	0	0	2	0				2	0	1	0	1					7	0	0			10
136	会战唐门	会战唐门	100	3	6	0	0	1	256		1	10			10	0	4320	420		0	1	0	128	0	0	0	data\source\maps\会战唐门\会战唐门.jsonmap			0	0	1		1	1	0		0	0	16	0	0		0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0							1	0			10
137	大漠楼兰	大漠楼兰	100	4	1	0	0	2	2048		1	1024			2	0	0	0		0	1	0	8	2	0	0	data\source\maps\大漠楼兰\大漠楼兰.map			0	0	0		4	1	0		0	0	1	0	1	0	0		8	0	1	0	1		1	0	0	0	0	4	0				2	0	1	0						7	0	0			10
138	25人英雄会战唐门	25人英雄会战唐门	100	3	6	0	0	1	256		1	25			2	1	10080	6180		0	1	0	128	0	0	0	data\source\maps\25人英雄会战唐门\25人英雄会战唐门.jsonmap			0	0	1		1	1	0		0	0	16	0	0		0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0							1	0			10
139	枫华谷_安史之乱	枫华谷·战乱	100	1	2	1	1	0	1		1	1000			10	0	0	0	24	1	0	0	0	0	0	0	data\source\maps\枫华谷_安史之乱\枫华谷_安史之乱.jsonmap			0	0	0	3478	4	0	0		1	1	16	1	0	1	0		0	0	0	1			1	1	100	450	450	2	0				1	1	1	0							1	1			10
140	南诏皇宫	南诏皇宫	100	3	6	0	0	1	256		1	10			10	0	4320	420		0	1	0	128	0	0	0	data\source\maps\南诏皇宫\南诏皇宫.jsonmap			0	0	1		1	1	0		0	0	16	0	0		0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0							1	0			10
141	光明顶秘道	光明顶秘道	100	3	4	0	0	1	320		1	5			2	1	1440	420		0	1	0	128	0	0	0	data\source\maps\光明顶秘道\光明顶秘道.jsonmap			0	0	1		1	0	0		0	0	16	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0			90				1	0			10
142	低级光明顶秘道	低级光明顶秘道	100	3	4	0	0	1	128		1	5			2	1	1440	420		0	1	0	128	0	0	0	data\source\maps\低级光明顶秘道\低级光明顶秘道.jsonmap			0	0	1		1	1	0		0	0	16	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0			50				1	0			10
143	试炼秘境1	试炼之地	100	1	2	0	0	1	1024		1	1			1	1	0	0		0	0	0	32	0	0	0	data\source\maps\试炼秘境1\试炼秘境1.jsonmap			0	0	0		1	0	0	0	0	0	2	0	0	0	0		32	1	0	0			1	0	0	0	0	1	0				1	1	1	0							0	0			10
144	试炼秘境2	试炼之地	100	1	2	0	0	1	1024		1	1			1	1	0	0		0	0	0	32	0	0	0	data\source\maps\试炼秘境2\试炼秘境2.jsonmap			0	0	0		1	0	0	0	0	0	2	0	0	0	0		32	1	0	0			1	0	0	0	0	1	0				1	1	1	0							0	0			10
145	试炼秘境3	试炼之地	100	1	2	0	0	1	1024		1	1			1	1	0	0		0	0	0	32	0	0	0	data\source\maps\试炼秘境3\试炼秘境3.jsonmap			0	0	0		1	0	0	0	0	0	2	0	0	0	0		32	1	0	0			1	0	0	0	0	1	0				1	1	1	0							0	0			10
146	试炼秘境4	试炼之地	100	1	2	0	0	1	1024		1	1			1	1	0	0		0	0	0	32	0	0	0	data\source\maps\试炼秘境4\试炼秘境4.jsonmap			0	0	0		1	0	0	0	0	0	2	0	0	0	0		32	1	0	0			1	0	0	0	0	1	0				1	1	1	0							0	0			10
147	试炼秘境5	试炼之地	100	1	2	0	0	1	1024		1	1			1	1	0	0		0	0	0	32	0	0	0	data\source\maps\试炼秘境5\试炼秘境5.jsonmap			0	0	0		1	0	0	0	0	0	2	0	0	0	0		32	1	0	0			1	0	0	0	0	1	0				1	1	1	0							0	0			10
148	英雄持国回忆录	英雄持国回忆录	100	3	4	0	0	1	320		1	25			2	1	10080	6180		0	1	0	128	0	0	0	data\source\maps\英雄持国回忆录\英雄持国回忆录.jsonmap			0	0	1		1	1	0				16				0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0							1	0			10
149	帮会约战	雪原争锋	100	4	5	0	0	2	2048		1	54			2	0	0	0		0	1	0	256	216	160	0	data\source\maps\帮会约战\帮会约战.jsonmap			0	0	0		5	0	0		0	0	16	0	0	0	0		256	0	0	1			1	0	0	0	0	2	0	1			1	1	1	0						7	0	0			10
150	明教	明教	100	1	2	0	1	0	2		1	1500	1200		10	0	0	0	13	1	0	0	0	0	0	0	data\source\maps\明教\明教.jsonmap			0	0	0	3294	1	0	0		0	1	16	1	0	0	0		0	0	0	1			1	0	0	0	0	2	0				1	1	1	0							1	1	1		10
151	洛阳_安史之乱	洛阳·战乱	100	1	2	1	1	0	1		1	1000	900		10	0	0	0	24	1	0	0	0	0	0	0	data\source\maps\洛阳_安史之乱\洛阳_安史之乱.jsonmap			0	0	0	3460	4	0	0	0	1	1	16	1	0	0	0		0	0	0	1			1	1	100	450	450	2	0				1	1	1	0							1	1			10
152	大唐监狱	大唐监狱	100	1	2	1	1	0	1		1	1500			10	0	0	0		1	0	0	64	2	0	0	data\source\maps\大唐监狱\大唐监狱.jsonmap			0	0	0		4	0	0		0	0	16	0	0	0	0		64	0	0	1			1	0	0	0	0	2	0				1	1	1	0							0	0			10
153	马嵬驿	马嵬驿	100	1	2	1	1	0	1		1	1000			10	0	0	0	24	1	0	0	0	0	0	0	data\source\maps\马嵬驿\马嵬驿.jsonmap			0	0	0	3484	4	0	0	0	1	1	16	1	0	1	1		0	0	0	1			1	1	100	450	450	2	0				1	1	1	0							1	1			10
155	英雄南诏皇宫	英雄南诏皇宫	100	3	6	0	0	1	256		1	25			2	1	10080	6180		0	1	0	128	0	0	0	data\source\maps\英雄南诏皇宫\英雄南诏皇宫.jsonmap			0	0	1		1	1	0		0	0	16	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0							1	0			10
156	长安_安史之乱	长安·战乱	100	1	2	1	1	0	1		1	1800	1770		10	0	0	0	24	1	0	0	0	0	0	0	data\source\maps\长安_安史之乱\长安_安史之乱.jsonmap			0	0	0	3466	4	0	0	0	1	1	16	1	0	0	0		0	0	0	1			1	0	0	0	0	2	0				1	1	1	0							1	1			10
157	英雄一线天	英雄一线天	100	3	4	0	0	1	400		1	5			10	1	1440	420		0	1	0	128	0	0	0	data\source\maps\英雄一线天\英雄一线天.jsonmap			0	0	1		1	0	0		0	0	16	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0			120				1	0			10
158	天策_安史之乱	天策·战乱	100	1	2	1	1	0	1		1	1800	1500		10	0	0	0	24	1	0	0	0	0	0	0	data\source\maps\天策_安史之乱\天策_安史之乱.jsonmap			0	0	0	3472	1	0	0	0	0	1	16	1	0	0	0		0	0	0	1			1	0	0	0	0	2	0				1	1	1	0							1	1			10
159	丐帮	丐帮	100	1	2	0	1	0	2		1	1500	1200		10	0	0	0	14	1	0	0	0	0	0	0	data\source\maps\丐帮\丐帮.jsonmap			0	0	0	3454	1	0	0		0	1	16	1	0	0	0		131	0	0	1			1	0	0	0	0	2	0				1	1	1	0				1			1	1	1		10
160	战宝军械库	战宝军械库	100	3	6	0	0	1	256		1	10			2	0	4320	420		0	1	0	128	0	0	0	data\source\maps\战宝军械库\战宝军械库.jsonmap			0	0	1		1	1	0		0	0	16	0	0		0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0							1	0			10
161	华清宫	华清宫	100	3	4	0	0	1	320		1	5			10	1	1440	420		0	1	0	128	0	0	0	data\source\maps\华清宫\华清宫.jsonmap			0	0	1		1	0	0		0	0	16	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0							1	0			10
162	英雄华清宫	英雄华清宫	100	3	4	0	0	1	400		1	5			10	1	1440	420		0	1	0	128	0	0	0	data\source\maps\英雄华清宫\英雄华清宫.jsonmap			0	0	1		1	0	0		0	0	16	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0			120				1	0			10
163	华清宫回忆录	华清宫回忆录	100	3	4	0	0	1	400		1	5			10	1	1440	420		0	1	0	128	0	0	0	data\source\maps\华清宫回忆录\华清宫回忆录.jsonmap			0	0	1		1	0	0		0	0	16	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0			120				1	0			10
164	大明宫	大明宫	100	3	6	0	0	1	256		1	10			10	0	4320	420		0	1	0	128	0	0	0	data\source\maps\大明宫\大明宫.jsonmap			0	0	1		1	1	0		0	0	16	0	0	0	0		128	0	0	0			1	0	0	0	0	1	1				1	1	1	0							1	0			10
165	英雄大明宫	英雄大明宫	100	3	6	0	0	1	256		1	25			2	1	10080	6180		0	1	0	128	0	0	0	data\source\maps\英雄大明宫\英雄大明宫.jsonmap			0	0	1		1	1	0		0	0	16	0	0	0	0		128	0	0	0			1	0	0	0	0	1	1				1	1	1	0							1	0			10
167	一线天	一线天	100	3	4	0	0	1	320		1	5			10	1	1440	420		0	1	0	128	0	0	0	data\source\maps\一线天\一线天.jsonmap			0	0	1		1	0	0		0	0	16	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0							1	0			10
169	流离岛	流离岛	100	3	4	0	0	1	320		1	5			10	1	1440	420		0	1	0	128	0	0	0	data\source\maps\流离岛\流离岛.jsonmap			0	0	1		1	0	0		0	0	16	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0			50				1	0			10
170	英雄流离岛	英雄流离岛	100	3	4	0	0	1	400		1	5			10	1	1440	420		0	1	0	128	0	0	0	data\source\maps\英雄流离岛\英雄流离岛.jsonmap			0	0	1		1	0	0		0	0	16	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0			120				1	0			10
171	英雄战宝军械库	英雄战宝军械库	100	3	6	0	0	1	256		1	25			2	1	10080	6180		0	1	0	128	0	0	0	data\source\maps\英雄战宝军械库\英雄战宝军械库.jsonmap			0	0	1		1	1	0		0	0	16	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0							1	0			10
172	长安内城	长安城	100	1	2	0	1	0	1		1	1800	1750		10	0	0	0		1	0	0	16	0	0	0	data\source\maps\长安内城\长安内城.jsonmap			0	0	0	3847	1	0	0		0	1	16	1	0	0	1		16	0	0	0			1	0	0	0	0	2	0				1	1	1	0							1	0		5	10
173	齐物阁	齐物阁	100	4	3	0	0	2	512		1	27			2	0	0	0		0	1	0	8	1	0	0	data\source\maps\齐物阁\齐物阁.map			0	0	0		5	0	0		0	0	1	0	0	0	0		8	0	0	0	1	1	1	0	0	0	0	2	0				2	0	1	0						7	0	0			10
174	迷仙引	迷仙引	100	1	2	0	0	1	1024		1	2			10	0	0	0		1	0	0	131	0	0	0	data\source\maps\迷仙引\迷仙引.jsonmap			0	0	0		1	0	0		0	0	16	0	0	0	0		131	0	0	0			1	0	0	0	0	1	0				1	1	1	0							0	0			10
175	血战天策	血战天策	100	3	6	0	0	1	256		1	10			10	0	4320	420		0	1	0	128	0	0	0	data\source\maps\血战天策\血战天策.jsonmap			0	0	1		1	1	0		0	0	16	0	0	0	0		128	0	0	0			1	0	0	0	0	1	1				1	1	1	0							1	0			10
176	英雄血战天策	英雄血战天策	100	3	6	0	0	1	256		1	25			2	1	10080	6180		0	1	0	128	0	0	0	data\source\maps\英雄血战天策\英雄血战天策.jsonmap			0	0	1		1	1	0		0	0	16	0	0	0	0		128	0	0	0			1	0	0	0	0	1	1				1	1	1	0							1	0			10
177	风雪稻香村	风雪稻香村	100	3	6	0	0	1	256		1	10			10	0	4320	420	16	0	1	0	128	0	0	0	data\source\maps\风雪稻香村\风雪稻香村.jsonmap			0	0	1		1	1	0		0	0	16	0	0	0	0		128	0	0	0			1	0	0	0	0	1	1				1	1	1	0							1	0			10
178	英雄风雪稻香村	英雄风雪稻香村	100	3	6	0	0	1	256		1	25			2	1	10080	6180		0	1	0	128	0	0	0	data\source\maps\英雄风雪稻香村\英雄风雪稻香村.jsonmap			0	0	1		1	1	0		0	0	16	0	0	0	0		128	0	0	0			1	0	0	0	0	1	1				1	1	1	0							1	0			10
179	直城门	直城门	100	3	4	0	0	1	400		1	5			10	1	1440	420		0	1	0	128	0	0	0	data\source\maps\直城门\直城门.jsonmap			0	0	1		1	0	0		0	0	16	0	0	0	0		131	0	0				1	0	0	0	0	1	1				1	1	1	0			120				1	0			10
181	狼影殿	狼影殿	100	4	3	0	0	2	512		1	45			2	0	0	0		0	1	0	8	475	0	0	data\source\maps\狼影殿\狼影殿.map			0	0	0		5	0	0		0	0	1	0	0	0	0		8	0	0	0	1	1	1	0	0	0	0	2	0				2	0	1	0						7	0	0			10
182	秦皇陵	秦皇陵	100	3	6	0	0	1	256		1	10			10	0	4320	420		0	1	0	128	0	0	0	data\source\maps\秦皇陵\秦皇陵.jsonmap			0	0	1		1	1	0		0	0	16	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0							1	0			10
183	英雄秦皇陵	英雄秦皇陵	100	3	6	0	0	1	256		1	25			2	1	10080	6180		0	1	0	128	0	0	0	data\source\maps\英雄秦皇陵\英雄秦皇陵.jsonmap			0	0	1		1	1	0		0	0	16	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0							1	0			10
184	墨家秘殿	墨家秘殿	100	3	4	0	0	1	320		1	5			10	1	1440	420		0	1	0	128	0	0	0	data\source\maps\墨家秘殿\墨家秘殿.jsonmap			0	0	1		1	0	0		0	0	16	0	0	0	0		131	0	0				1	0	0	0	0	1	1				1	1	1	0			120				1	0			10
186	冷香丘	浮香丘	100	4	5	0	0	2	512		1	34			2	0	0	0		0	1	0	0	2	160	0	data\source\maps\冷香丘\冷香丘.jsonmap			0	0	0		5	0	0		0	0	16	0	0	0	0		256	0	0	1			1	0	0	0	0	2	0				2	0	1	0	1					7	0	0			10
187	春明门	春明门	100	3	4	0	0	1	256		1	5			10	1	1440	420		0	1	0	128	0	0	0	data\source\maps\春明门\春明门.jsonmap			0	0	1		1	1	0	0	0	0	16	0	0	0	0		131	0	0	0								1	1				1	1	1	0			120				1	0			10
189	寻宝洞_野人谷	藏宝洞·野人谷	100	2	4	0	0	1	1024		1	5			2	0	1440	420		0	1	0	130	0	0	0	data\source\maps\寻宝洞_野人谷\寻宝洞_野人谷.jsonmap			0	0	0		1	0	0		0	0	16	0	0	0	0		131	0	0	0			1	0	0	0	0	1	0				1	1	1	0							0	0			10
190	寻宝洞_夜狼山	藏宝洞·夜狼山	100	2	4	0	0	1	1024		1	5			2	0	1440	420		0	1	0	130	0	0	0	data\source\maps\寻宝洞_夜狼山\寻宝洞_夜狼山.jsonmap			0	0	0		1	0	0		0	0	16	0	0	0	0		131	0	0	0			1	0	0	0	0	1	0				1	1	1	0							0	0			10
191	太原之战_夜守孤城	太原之战·夜守孤城	100	4	6	0	0	1	256		1	10			10	0	4320	420		0	1	0	128	0	0	0	data\source\maps\太原之战_夜守孤城\太原之战_夜守孤城.jsonmap			0	0	1		1	1	0		0	0	16	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0							1	0			10
192	太原之战_逐虎驱狼	太原之战·逐虎驱狼	100	3	6	0	0	1	256		1	10			10	0	4320	420		0	1	0	128	0	0	0	data\source\maps\太原之战_逐虎驱狼\太原之战_逐虎驱狼.jsonmap			0	0	1		1	1	0		0	0	16	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0							1	0			10
193	苍云	苍云	100	1	2	0	1	0	2		1	1500	1200		10	0	0	0	17	1	0	0	0	0	0	0	data\source\maps\苍云\苍云.jsonmap			0	0	0	4311	1	0	0	0	0	1	16	1	0	0	0		131	0	0	1			1	0	0	0	0	2	0				1	1	1	0			50				1	0	1		10
194	太原	太原	100	1	2	0	1	0	1		1	1000	950		10	0	0	0	18	1	0	0	16	0	0	0	data\source\maps\太原\太原.jsonmap			0	0	0	4317	1	0	0		0	1	16	1	0	0	1		16	0	0	1			1	0	0	0	0	2	0				1	1	1	0				1			1	1		6	10
195	雁门关之役	雁门关之役	100	3	4	0	0	1	320		1	5			10	1	1440	420		0	1	0	128	0	0	0	data\source\maps\雁门关之役\雁门关之役.jsonmap			0	0	1		1	0	0		0	0	16	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0			120				1	0			10
196	普通雁门关之役	普通雁门关之役	100	3	4	0	0	1	320		1	5			10	1	1440	420		0	1	0	128	0	0	0	data\source\maps\普通雁门关之役\普通雁门关之役.jsonmap			0	0	1		1	0	0		0	0	16	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0			50				1	0			10
197	苍云血誓	苍云	100	1	2	0	1	0	2		1	1500	1200		10	0	0	0		1	0	0	0	0	0	0	data\source\maps\苍云血誓\苍云血誓.jsonmap			0	0	0	4311	1	0	0	0	0	0	16	0	0	0	0		131	0	0	1			1	0	0	0	0	2	0				1	1	1	0			50				1	0	1		10
198	英雄太原之战_夜守孤城	英雄太原之战·夜守孤城	100	4	6	0	0	1	256		1	25			2	1	10080	6180		0	1	0	128	0	0	0	data\source\maps\英雄太原之战_夜守孤城\英雄太原之战_夜守孤城.jsonmap			0	0	1		1	1	0		0	0	16	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0							1	0			10
199	英雄太原之战_逐虎驱狼	英雄太原之战·逐虎驱狼	100	3	6	0	0	1	512		1	25			2	1	10080	6180		0	1	0	128	0	0	0	data\source\maps\英雄太原之战_逐虎驱狼\英雄太原之战_逐虎驱狼.jsonmap			0	0	1		1	1	0		0	0	16	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0							1	0			10
200	璨翠海厅	璨翠海厅	100	3	4	0	0	1	400		1	5			10	1	1440	420		0	1	0	128	0	0	0	data\source\maps\璨翠海厅\璨翠海厅.jsonmap			0	0	1		1	1	0		0	0	16	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0			120				1	0			10
203	天泣林	天泣林	100	3	4	0	0	1	256		1	5			10	1	1440	420		0	1	0	128	0	0	0	data\source\maps\天泣林\天泣林.jsonmap			0	0	1		1	1	0	0	0	0	16	0	0	0	0		131	0	0	0								1	1				1	1	1	0							1	0			10
204	阴山圣泉	阴山圣泉	100	3	4	0	0	1	256		1	5			10	1	1440	420		0	1	0	128	0	0	0	data\source\maps\阴山圣泉\阴山圣泉.jsonmap			0	0	1		1	1	0	0	0	0	16	0	0	0	0		131	0	0	0								1	1				1	1	1	0							1	0			10
205	挑战太原之战_夜守孤城	挑战太原之战·夜守孤城	100	4	6	0	0	1	256		1	25			2	1	10080	6180		0	1	0	128	0	0	0	data\source\maps\挑战太原之战_夜守孤城\挑战太原之战_夜守孤城.jsonmap			0	0	1		1	1	0		0	0	16	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0							1	0			10
206	挑战太原之战_逐虎驱狼	挑战太原之战·逐虎驱狼	100	3	6	0	0	1	256		1	25			2	1	10080	6180		0	1	0	128	0	0	0	data\source\maps\挑战太原之战_逐虎驱狼\挑战太原之战_逐虎驱狼.jsonmap			0	0	1		1	1	0		0	0	16	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0							1	0			10
209	梵空禅院	梵空禅院	100	3	4	0	0	1	256		1	5			10	1	1440	420		0	1	0	128	0	0	0	data\source\maps\梵空禅院\梵空禅院.jsonmap			0	0	1		1	1	0	0	0	0	16	0	0	0	0		131	0	0	0								1	1				1	1	1	0							1	0			10
211	10人挑战太原之战_夜守孤城	10人挑战太原之战·夜守孤城	100	4	6	0	0	1	256		1	10			10	1	4320	420		0	1	0	128	0	0	0	data\source\maps\10人挑战太原之战_夜守孤城\10人挑战太原之战_夜守孤城.jsonmap			0	0	1		1	1	0		0	0	16	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0							1	0			10
212	10人挑战太原之战_逐虎驱狼	10人挑战太原之战·逐虎驱狼	100	3	6	0	0	1	256		1	10			10	1	4320	420		0	1	0	128	0	0	0	data\source\maps\10人挑战太原之战_逐虎驱狼\10人挑战太原之战_逐虎驱狼.jsonmap			0	0	1		1	1	0		0	0	16	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0							1	0			10
